datetime_local,DNI_W_m2,DHI_W_m2,GHI_W_m2,solar_zenith_nsrdb_deg,solar_zenith_calc_deg,solar_azimuth_deg,AOI_deg,G_tilted_W_m2,T_amb_C,T_cell_C,P_dc_W,P_dc_kW,cloud_type,fill_flag
2022-01-01T15:00:00,861.0,64.0,466.0,62.24,62.441,316.827,80.618,205.61,26.6,33.03,1031.92,1.0319,0,0
2022-01-01T16:00:00,748.0,53.0,279.0,72.37,72.605,306.704,87.42,86.79,26.3,29.01,441.85,0.4418,0,0
2022-01-01T17:00:00,458.0,30.0,80.0,83.72,84.052,298.817,95.448,29.39,25.5,26.42,151.03,0.151,0,0
2022-01-01T18:00:00,0.0,0.0,0.0,96.11,96.316,0.0,120.11,0.0,25.1,25.1,0.0,0.0,0,0
2022-01-01T19:00:00,0.0,0.0,0.0,108.9,109.11,0.0,132.9,0.0,24.8,24.8,0.0,0.0,0,0
2022-01-01T20:00:00,0.0,0.0,0.0,122.04,122.255,0.0,146.04,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-01T21:00:00,0.0,0.0,0.0,135.41,135.633,0.0,159.41,0.0,24.5,24.5,0.0,0.0,0,0
2022-01-01T22:00:00,0.0,0.0,0.0,148.93,149.157,0.0,172.93,0.0,24.4,24.4,0.0,0.0,0,0
2022-01-01T23:00:00,0.0,0.0,0.0,162.52,162.749,0.0,173.48,0.0,24.3,24.3,0.0,0.0,0,0
2022-01-02T00:00:00,0.0,0.0,0.0,175.8,175.908,0.0,160.2,0.0,24.2,24.2,0.0,0.0,0,0
2022-01-02T01:00:00,0.0,0.0,0.0,169.76,169.647,0.0,166.24,0.0,24.1,24.1,0.0,0.0,0,0
2022-01-02T02:00:00,0.0,0.0,0.0,156.21,156.086,0.0,179.79,0.0,24.1,24.1,0.0,0.0,0,0
2022-01-02T03:00:00,0.0,0.0,0.0,142.64,142.513,0.0,166.64,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-02T04:00:00,0.0,0.0,0.0,129.18,129.047,0.0,153.18,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-02T05:00:00,0.0,0.0,0.0,115.89,115.766,0.0,139.89,0.0,24.1,24.1,0.0,0.0,0,0
2022-01-02T06:00:00,0.0,0.0,0.0,102.89,102.769,0.0,126.89,0.0,24.2,24.2,0.0,0.0,0,0
2022-01-02T07:00:00,0.0,0.0,0.0,89.81,90.2,0.0,113.81,0.0,24.5,24.5,0.0,0.0,0,0
2022-01-02T08:00:00,603.0,47.0,169.0,78.32,78.283,57.627,91.623,46.43,25.1,26.55,238.45,0.2384,0,0
2022-01-02T09:00:00,790.0,65.0,369.0,67.43,67.381,48.738,84.092,146.7,25.5,30.08,744.03,0.744,0,0
2022-01-02T10:00:00,900.0,66.0,541.0,58.11,58.081,37.228,78.016,254.7,25.8,33.76,1274.88,1.2749,0,0
2022-01-02T11:00:00,941.0,70.0,659.0,51.27,51.275,22.467,73.838,334.6,26.1,36.56,1657.89,1.6579,0,0
2022-01-02T12:00:00,953.0,73.0,711.0,47.98,48.039,4.817,71.916,371.82,26.3,37.92,1833.16,1.8332,0,0
2022-01-02T13:00:00,952.0,69.0,695.0,48.97,49.088,346.416,72.455,359.01,26.4,37.62,1771.97,1.772,0,0
2022-01-02T14:00:00,927.0,66.0,611.0,54.01,54.174,330.004,75.415,301.87,26.4,35.83,1499.66,1.4997,0,0
2022-01-02T15:00:00,874.0,59.0,468.0,62.11,62.311,316.852,80.5,204.75,26.4,32.8,1028.43,1.0284,0,0
2022-01-02T16:00:00,762.0,49.0,282.0,72.23,72.474,306.703,87.288,85.38,26.2,28.87,434.89,0.4349,0,0
2022-01-02T17:00:00,485.0,28.0,82.0,83.59,83.922,298.799,95.321,27.5,25.7,26.56,141.22,0.1412,0,0
2022-01-02T18:00:00,0.0,0.0,0.0,95.97,96.188,0.0,119.97,0.0,25.4,25.4,0.0,0.0,0,0
2022-01-02T19:00:00,0.0,0.0,0.0,108.77,108.986,0.0,132.77,0.0,25.2,25.2,0.0,0.0,0,0
2022-01-02T20:00:00,0.0,0.0,0.0,121.91,122.134,0.0,145.91,0.0,25.0,25.0,0.0,0.0,0,0
2022-01-02T21:00:00,0.0,0.0,0.0,135.29,135.515,0.0,159.29,0.0,24.8,24.8,0.0,0.0,0,0
2022-01-02T22:00:00,0.0,0.0,0.0,148.81,149.041,0.0,172.81,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-02T23:00:00,0.0,0.0,0.0,162.4,162.633,0.0,173.6,0.0,24.7,24.7,0.0,0.0,1,0
2022-01-03T00:00:00,0.0,0.0,0.0,175.66,175.776,0.0,160.34,0.0,24.6,24.6,0.0,0.0,0,0
2022-01-03T01:00:00,0.0,0.0,0.0,169.85,169.725,0.0,166.15,0.0,24.3,24.3,0.0,0.0,0,0
2022-01-03T02:00:00,0.0,0.0,0.0,156.3,156.17,0.0,179.7,0.0,24.2,24.2,0.0,0.0,0,0
2022-01-03T03:00:00,0.0,0.0,0.0,142.73,142.595,0.0,166.73,0.0,24.0,24.0,0.0,0.0,1,0
2022-01-03T04:00:00,0.0,0.0,0.0,129.26,129.124,0.0,153.26,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-03T05:00:00,0.0,0.0,0.0,115.97,115.837,0.0,139.97,0.0,23.6,23.6,0.0,0.0,0,0
2022-01-03T06:00:00,0.0,0.0,0.0,102.96,102.831,0.0,126.96,0.0,23.5,23.5,0.0,0.0,0,0
2022-01-03T07:00:00,0.0,0.0,0.0,89.85,90.251,0.0,113.85,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-03T08:00:00,640.0,41.0,171.0,78.35,78.319,57.759,91.607,40.71,24.6,25.87,209.55,0.2096,0,0
2022-01-03T09:00:00,227.0,199.0,287.0,67.45,67.397,48.883,84.07,216.33,25.2,31.96,1089.87,1.0899,2,0
2022-01-03T10:00:00,904.0,66.0,543.0,58.1,58.072,37.386,77.972,256.22,25.9,33.91,1281.81,1.2818,0,0
2022-01-03T11:00:00,942.0,72.0,662.0,51.22,51.232,22.631,73.768,337.92,26.1,36.66,1673.72,1.6737,0,0
2022-01-03T12:00:00,949.0,77.0,714.0,47.89,47.96,4.964,71.822,375.91,26.3,38.05,1852.45,1.8525,0,0
2022-01-03T13:00:00,941.0,77.0,696.0,48.85,48.979,346.52,72.343,365.1,26.3,37.71,1801.44,1.8014,1,0
2022-01-03T14:00:00,909.0,75.0,611.0,53.87,54.047,330.06,75.287,307.9,26.2,35.82,1529.69,1.5297,0,0
2022-01-03T15:00:00,848.0,68.0,467.0,61.96,62.178,316.87,80.36,211.1,26.0,32.6,1061.07,1.0611,0,0
2022-01-03T16:00:00,724.0,56.0,279.0,72.09,72.34,306.696,87.153,91.95,25.7,28.57,468.85,0.4689,0,0
2022-01-03T17:00:00,429.0,32.0,80.0,83.45,83.79,298.775,95.181,31.31,25.1,26.08,161.06,0.1611,0,0
2022-01-03T18:00:00,0.0,0.0,0.0,95.84,96.059,0.0,119.84,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-03T19:00:00,0.0,0.0,0.0,108.63,108.86,0.0,132.63,0.0,24.6,24.6,0.0,0.0,0,0
2022-01-03T20:00:00,0.0,0.0,0.0,121.78,122.012,0.0,145.78,0.0,24.4,24.4,0.0,0.0,1,0
2022-01-03T21:00:00,0.0,0.0,0.0,135.16,135.395,0.0,159.16,0.0,24.2,24.2,0.0,0.0,3,0
2022-01-03T22:00:00,0.0,0.0,0.0,148.69,148.925,0.0,172.69,0.0,23.9,23.9,0.0,0.0,3,0
2022-01-03T23:00:00,0.0,0.0,0.0,162.27,162.517,0.0,173.73,0.0,23.5,23.5,0.0,0.0,3,0
2022-01-04T00:00:00,0.0,0.0,0.0,175.52,175.64,0.0,160.48,0.0,23.2,23.2,0.0,0.0,3,0
2022-01-04T01:00:00,0.0,0.0,0.0,169.92,169.799,0.0,166.08,0.0,23.0,23.0,0.0,0.0,3,0
2022-01-04T02:00:00,0.0,0.0,0.0,156.38,156.252,0.0,179.62,0.0,22.9,22.9,0.0,0.0,3,0
2022-01-04T03:00:00,0.0,0.0,0.0,142.81,142.675,0.0,166.81,0.0,22.8,22.8,0.0,0.0,3,0
2022-01-04T04:00:00,0.0,0.0,0.0,129.33,129.199,0.0,153.33,0.0,22.6,22.6,0.0,0.0,3,0
2022-01-04T05:00:00,0.0,0.0,0.0,116.04,115.904,0.0,140.04,0.0,22.5,22.5,0.0,0.0,3,0
2022-01-04T06:00:00,0.0,0.0,0.0,103.02,102.889,0.0,127.02,0.0,22.5,22.5,0.0,0.0,3,0
2022-01-04T07:00:00,0.0,0.0,0.0,89.89,90.297,0.0,113.89,0.0,22.6,22.6,0.0,0.0,1,0
2022-01-04T08:00:00,0.0,18.0,18.0,78.38,78.351,57.897,91.589,17.38,22.9,23.44,90.22,0.0902,3,0
2022-01-04T09:00:00,0.0,13.0,13.0,67.45,67.409,49.033,84.027,12.55,23.1,23.49,65.15,0.0651,3,0
2022-01-04T10:00:00,0.0,69.0,69.0,58.08,58.056,37.548,77.918,66.61,23.3,25.38,343.52,0.3435,3,0
2022-01-04T11:00:00,0.0,105.0,105.0,51.16,51.182,22.797,73.688,101.37,23.5,26.67,520.39,0.5204,3,0
2022-01-04T12:00:00,0.0,93.0,93.0,47.8,47.874,5.111,71.728,89.78,23.6,26.41,461.34,0.4613,3,0
2022-01-04T13:00:00,1.0,220.0,221.0,48.72,48.864,346.622,72.222,212.71,23.6,30.25,1078.19,1.0782,3,0
2022-01-04T14:00:00,0.0,115.0,115.0,53.73,53.915,330.112,75.159,111.02,23.7,27.17,568.94,0.5689,3,0
2022-01-04T15:00:00,0.0,72.0,72.0,61.81,62.04,316.883,80.22,69.51,23.7,25.87,357.84,0.3578,3,0
2022-01-04T16:00:00,0.0,14.0,14.0,71.94,72.202,306.682,87.007,13.52,23.6,24.02,70.03,0.07,3,0
2022-01-04T17:00:00,0.0,43.0,43.0,83.3,83.655,298.744,95.03,41.51,23.4,24.7,214.59,0.2146,3,7
2022-01-04T18:00:00,0.0,0.0,0.0,95.7,95.928,0.0,119.7,0.0,23.4,23.4,0.0,0.0,1,0
2022-01-04T19:00:00,0.0,0.0,0.0,108.5,108.733,0.0,132.5,0.0,23.4,23.4,0.0,0.0,0,0
2022-01-04T20:00:00,0.0,0.0,0.0,121.65,121.889,0.0,145.65,0.0,23.3,23.3,0.0,0.0,3,0
2022-01-04T21:00:00,0.0,0.0,0.0,135.03,135.276,0.0,159.03,0.0,23.3,23.3,0.0,0.0,0,0
2022-01-04T22:00:00,0.0,0.0,0.0,148.56,148.808,0.0,172.56,0.0,23.2,23.2,0.0,0.0,3,0
2022-01-04T23:00:00,0.0,0.0,0.0,162.15,162.4,0.0,173.85,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T00:00:00,0.0,0.0,0.0,175.37,175.502,0.0,160.63,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T01:00:00,0.0,0.0,0.0,169.99,169.869,0.0,166.01,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T02:00:00,0.0,0.0,0.0,156.47,156.332,0.0,179.53,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T03:00:00,0.0,0.0,0.0,142.89,142.752,0.0,166.89,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T04:00:00,0.0,0.0,0.0,129.41,129.27,0.0,153.41,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T05:00:00,0.0,0.0,0.0,116.1,115.968,0.0,140.1,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T06:00:00,0.0,0.0,0.0,103.07,102.944,0.0,127.07,0.0,23.1,23.1,0.0,0.0,0,0
2022-01-05T07:00:00,0.0,0.0,0.0,89.93,90.34,0.0,113.93,0.0,23.4,23.4,0.0,0.0,0,0
2022-01-05T08:00:00,606.0,43.0,164.0,78.41,78.378,58.039,91.569,42.56,23.9,25.23,219.59,0.2196,0,0
2022-01-05T09:00:00,800.0,57.0,364.0,67.46,67.415,49.187,83.993,141.41,24.2,28.62,720.93,0.7209,0,0
2022-01-05T10:00:00,886.0,64.0,533.0,58.05,58.035,37.714,77.853,252.27,24.5,32.38,1268.98,1.269,0,0
2022-01-05T11:00:00,927.0,67.0,649.0,51.1,51.127,22.965,73.607,331.33,24.8,35.15,1650.12,1.6501,0,0
2022-01-05T12:00:00,944.0,67.0,703.0,47.69,47.782,5.257,71.614,367.94,25.0,36.5,1823.5,1.8235,1,0
2022-01-05T13:00:00,382.0,312.0,565.0,48.59,48.743,346.721,72.1,420.81,25.2,38.35,2071.43,2.0714,3,0
2022-01-05T14:00:00,910.0,68.0,608.0,53.58,53.778,330.158,75.02,305.53,25.3,34.85,1523.3,1.5233,0,0
2022-01-05T15:00:00,854.0,61.0,467.0,61.66,61.897,316.889,80.077,209.56,25.3,31.85,1056.18,1.0562,0,0
2022-01-05T16:00:00,743.0,51.0,283.0,71.79,72.061,306.663,86.86,91.94,25.3,28.17,469.5,0.4695,0,0
2022-01-05T17:00:00,0.0,40.0,40.0,83.16,83.517,298.707,94.886,38.62,25.0,26.21,198.56,0.1986,3,7
2022-01-05T18:00:00,0.0,0.0,0.0,95.56,95.795,0.0,119.56,0.0,24.7,24.7,0.0,0.0,3,0
2022-01-05T19:00:00,0.0,0.0,0.0,108.36,108.604,0.0,132.36,0.0,24.6,24.6,0.0,0.0,3,0
2022-01-05T20:00:00,0.0,0.0,0.0,121.52,121.764,0.0,145.52,0.0,24.5,24.5,0.0,0.0,1,0
2022-01-05T21:00:00,0.0,0.0,0.0,134.91,135.155,0.0,158.91,0.0,24.4,24.4,0.0,0.0,0,0
2022-01-05T22:00:00,0.0,0.0,0.0,148.44,148.69,0.0,172.44,0.0,24.3,24.3,0.0,0.0,0,0
2022-01-05T23:00:00,0.0,0.0,0.0,162.03,162.282,0.0,173.97,0.0,24.1,24.1,0.0,0.0,0,0
2022-01-06T00:00:00,0.0,0.0,0.0,175.22,175.361,0.0,160.78,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-06T01:00:00,0.0,0.0,0.0,170.06,169.935,0.0,165.94,0.0,23.9,23.9,0.0,0.0,0,0
2022-01-06T02:00:00,0.0,0.0,0.0,156.54,156.408,0.0,179.46,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-06T03:00:00,0.0,0.0,0.0,142.96,142.826,0.0,166.96,0.0,23.7,23.7,0.0,0.0,0,0
2022-01-06T04:00:00,0.0,0.0,0.0,129.48,129.339,0.0,153.48,0.0,23.7,23.7,0.0,0.0,0,0
2022-01-06T05:00:00,0.0,0.0,0.0,116.16,116.029,0.0,140.16,0.0,23.6,23.6,0.0,0.0,0,0
2022-01-06T06:00:00,0.0,0.0,0.0,103.12,102.995,0.0,127.12,0.0,23.6,23.6,0.0,0.0,0,0
2022-01-06T07:00:00,0.0,0.0,0.0,89.96,90.379,0.0,113.96,0.0,23.9,23.9,0.0,0.0,0,0
2022-01-06T08:00:00,613.0,41.0,164.0,78.43,78.4,58.187,91.537,40.65,24.4,25.67,209.39,0.2094,0,0
2022-01-06T09:00:00,796.0,58.0,363.0,67.45,67.416,49.345,83.938,142.69,24.8,29.26,725.85,0.7258,0,0
2022-01-06T10:00:00,875.0,68.0,532.0,58.02,58.008,37.883,77.788,254.75,25.2,33.16,1277.9,1.2779,0,0
2022-01-06T11:00:00,916.0,73.0,649.0,51.03,51.065,23.135,73.516,335.37,25.5,35.98,1665.19,1.6652,0,0
2022-01-06T12:00:00,934.0,74.0,704.0,47.58,47.683,5.403,71.499,373.26,25.8,37.46,1843.33,1.8433,1,0
2022-01-06T13:00:00,920.0,78.0,688.0,48.45,48.615,346.817,71.967,365.37,25.9,37.32,1805.35,1.8053,0,0
2022-01-06T14:00:00,894.0,74.0,607.0,53.42,53.635,330.2,74.871,309.38,25.9,35.57,1538.46,1.5385,0,0
2022-01-06T15:00:00,838.0,67.0,467.0,61.5,61.751,316.89,79.924,214.75,25.9,32.61,1079.39,1.0794,0,0
2022-01-06T16:00:00,724.0,55.0,283.0,71.63,71.916,306.637,86.701,96.74,25.6,28.62,493.2,0.4932,0,0
2022-01-06T17:00:00,454.0,32.0,87.0,83.01,83.377,298.664,94.731,31.37,25.2,26.18,161.31,0.1613,0,0
2022-01-06T18:00:00,0.0,0.0,0.0,95.41,95.66,0.0,119.41,0.0,25.0,25.0,0.0,0.0,0,0
2022-01-06T19:00:00,0.0,0.0,0.0,108.22,108.475,0.0,132.22,0.0,24.9,24.9,0.0,0.0,0,0
2022-01-06T20:00:00,0.0,0.0,0.0,121.39,121.639,0.0,145.39,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-06T21:00:00,0.0,0.0,0.0,134.78,135.034,0.0,158.78,0.0,24.6,24.6,0.0,0.0,0,0
2022-01-06T22:00:00,0.0,0.0,0.0,148.32,148.572,0.0,172.32,0.0,24.5,24.5,0.0,0.0,0,0
2022-01-06T23:00:00,0.0,0.0,0.0,161.9,162.164,0.0,174.1,0.0,24.3,24.3,0.0,0.0,0,0
2022-01-07T00:00:00,0.0,0.0,0.0,175.07,175.217,0.0,160.93,0.0,24.2,24.2,0.0,0.0,0,0
2022-01-07T01:00:00,0.0,0.0,0.0,170.12,169.996,0.0,165.88,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-07T02:00:00,0.0,0.0,0.0,156.62,156.482,0.0,179.38,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-07T03:00:00,0.0,0.0,0.0,143.04,142.897,0.0,167.04,0.0,23.7,23.7,0.0,0.0,0,0
2022-01-07T04:00:00,0.0,0.0,0.0,129.54,129.404,0.0,153.54,0.0,23.5,23.5,0.0,0.0,0,0
2022-01-07T05:00:00,0.0,0.0,0.0,116.22,116.087,0.0,140.22,0.0,23.5,23.5,0.0,0.0,0,0
2022-01-07T06:00:00,0.0,0.0,0.0,103.17,103.043,0.0,127.17,0.0,23.4,23.4,0.0,0.0,3,0
2022-01-07T07:00:00,0.0,0.0,0.0,89.98,90.414,0.0,113.98,0.0,23.7,23.7,0.0,0.0,0,0
2022-01-07T08:00:00,600.0,42.0,162.0,78.44,78.418,58.34,91.495,41.59,24.2,25.5,214.36,0.2144,0,0
2022-01-07T09:00:00,786.0,58.0,360.0,67.45,67.412,49.508,83.891,142.25,24.5,28.95,724.4,0.7244,0,0
2022-01-07T10:00:00,871.0,66.0,528.0,57.98,57.975,38.057,77.711,253.09,24.9,32.81,1271.18,1.2712,0,0
2022-01-07T11:00:00,912.0,70.0,645.0,50.95,50.997,23.308,73.415,332.87,25.5,35.9,1653.28,1.6533,0,0
2022-01-07T12:00:00,0.0,91.0,91.0,47.47,47.578,5.549,71.385,87.85,25.9,28.65,447.86,0.4479,2,0
2022-01-07T13:00:00,234.0,355.0,510.0,48.31,48.482,346.909,71.835,417.02,26.2,39.23,2046.1,2.0461,3,0
2022-01-07T14:00:00,891.0,72.0,605.0,53.26,53.488,330.236,74.721,308.92,26.4,36.05,1533.47,1.5335,0,0
2022-01-07T15:00:00,0.0,8.0,8.0,61.34,61.601,316.885,79.769,7.72,26.4,26.64,39.65,0.0397,8,7
2022-01-07T16:00:00,724.0,53.0,284.0,71.48,71.769,306.606,86.549,96.75,26.3,29.32,492.02,0.492,0,0
2022-01-07T17:00:00,458.0,31.0,88.0,82.87,83.235,298.615,94.583,30.42,25.8,26.75,156.12,0.1561,0,0
2022-01-07T18:00:00,0.0,0.0,0.0,95.27,95.523,0.0,119.27,0.0,25.5,25.5,0.0,0.0,0,0
2022-01-07T19:00:00,0.0,0.0,0.0,108.09,108.344,0.0,132.09,0.0,25.3,25.3,0.0,0.0,0,0
2022-01-07T20:00:00,0.0,0.0,0.0,121.26,121.513,0.0,145.26,0.0,25.1,25.1,0.0,0.0,0,0
2022-01-07T21:00:00,0.0,0.0,0.0,134.65,134.913,0.0,158.65,0.0,25.0,25.0,0.0,0.0,0,0
2022-01-07T22:00:00,0.0,0.0,0.0,148.19,148.454,0.0,172.19,0.0,24.9,24.9,0.0,0.0,0,0
2022-01-07T23:00:00,0.0,0.0,0.0,161.78,162.045,0.0,174.22,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-08T00:00:00,0.0,0.0,0.0,174.92,175.07,0.0,161.08,0.0,24.5,24.5,0.0,0.0,0,0
2022-01-08T01:00:00,0.0,0.0,0.0,170.18,170.052,0.0,165.82,0.0,24.4,24.4,0.0,0.0,1,0
2022-01-08T02:00:00,0.0,0.0,0.0,156.69,156.552,0.0,179.31,0.0,24.2,24.2,0.0,0.0,0,0
2022-01-08T03:00:00,0.0,0.0,0.0,143.1,142.965,0.0,167.1,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-08T04:00:00,0.0,0.0,0.0,129.6,129.467,0.0,153.6,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-08T05:00:00,0.0,0.0,0.0,116.27,116.141,0.0,140.27,0.0,23.8,23.8,0.0,0.0,0,0
2022-01-08T06:00:00,0.0,0.0,0.0,103.21,103.087,0.0,127.21,0.0,23.8,23.8,0.0,0.0,0,1
2022-01-08T07:00:00,0.0,0.0,0.0,90.01,90.444,0.0,114.01,0.0,24.0,24.0,0.0,0.0,0,0
2022-01-08T08:00:00,565.0,44.0,157.0,78.45,78.432,58.497,91.451,43.46,24.4,25.76,223.8,0.2238,1,0
2022-01-08T09:00:00,751.0,64.0,352.0,67.43,67.403,49.676,83.824,145.07,24.6,29.13,738.28,0.7383,0,0
2022-01-08T10:00:00,843.0,73.0,521.0,57.93,57.937,38.234,77.625,255.02,24.8,32.77,1281.04,1.281,0,0
2022-01-08T11:00:00,0.0,72.0,72.0,50.87,50.922,23.483,73.313,69.51,24.9,27.07,356.33,0.3563,3,0
2022-01-08T12:00:00,400.0,310.0,581.0,47.34,47.467,5.694,71.251,430.19,25.0,38.44,2116.89,2.1169,3,0
2022-01-08T13:00:00,0.0,141.0,141.0,48.15,48.342,346.999,71.682,136.12,25.0,29.25,692.44,0.6924,3,0
2022-01-08T14:00:00,275.0,259.0,424.0,53.1,53.335,330.267,74.569,324.64,25.1,35.24,1616.25,1.6162,7,0
2022-01-08T15:00:00,5.0,187.0,189.0,61.17,61.446,316.873,79.603,181.45,25.1,30.77,918.05,0.9181,3,0
2022-01-08T16:00:00,649.0,69.0,276.0,71.32,71.618,306.567,86.386,109.31,25.0,28.42,557.72,0.5577,0,0
2022-01-08T17:00:00,339.0,40.0,83.0,82.71,83.09,298.558,94.413,38.99,24.7,25.92,200.68,0.2007,0,0
2022-01-08T18:00:00,0.0,0.0,0.0,95.12,95.385,0.0,119.12,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-08T19:00:00,0.0,0.0,0.0,107.95,108.212,0.0,131.95,0.0,24.7,24.7,0.0,0.0,0,0
2022-01-08T20:00:00,0.0,0.0,0.0,121.12,121.387,0.0,145.12,0.0,24.6,24.6,0.0,0.0,0,0
2022-01-08T21:00:00,0.0,0.0,0.0,134.53,134.791,0.0,158.53,0.0,24.6,24.6,0.0,0.0,7,0
2022-01-08T22:00:00,0.0,0.0,0.0,148.07,148.335,0.0,172.07,0.0,24.5,24.5,0.0,0.0,7,0
2022-01-08T23:00:00,0.0,0.0,0.0,161.65,161.925,0.0,174.35,0.0,24.4,24.4,0.0,0.0,0,0
2022-01-09T00:00:00,0.0,0.0,0.0,174.76,174.92,0.0,161.24,0.0,24.3,24.3,0.0,0.0,1,0
2022-01-09T01:00:00,0.0,0.0,0.0,170.22,170.103,0.0,165.78,0.0,24.3,24.3,0.0,0.0,3,0
2022-01-09T02:00:00,0.0,0.0,0.0,156.76,156.618,0.0,179.24,0.0,24.2,24.2,0.0,0.0,3,0
2022-01-09T03:00:00,0.0,0.0,0.0,143.17,143.03,0.0,167.17,0.0,24.2,24.2,0.0,0.0,3,0
2022-01-09T04:00:00,0.0,0.0,0.0,129.66,129.526,0.0,153.66,0.0,24.1,24.1,0.0,0.0,3,0
2022-01-09T05:00:00,0.0,0.0,0.0,116.32,116.192,0.0,140.32,0.0,24.1,24.1,0.0,0.0,4,0
2022-01-09T06:00:00,0.0,0.0,0.0,103.25,103.127,0.0,127.25,0.0,24.1,24.1,0.0,0.0,3,0
2022-01-09T07:00:00,0.0,0.0,0.0,90.03,90.471,0.0,114.03,0.0,24.3,24.3,0.0,0.0,3,0
2022-01-09T08:00:00,14.0,101.0,104.0,78.45,78.441,58.659,91.396,97.53,24.6,27.65,498.97,0.499,3,0
2022-01-09T09:00:00,0.0,60.0,60.0,67.41,67.389,49.847,83.755,57.93,24.8,26.61,297.43,0.2974,3,0
2022-01-09T10:00:00,4.0,209.0,211.0,57.88,57.893,38.414,77.537,202.65,24.9,31.23,1023.62,1.0236,5,0
2022-01-09T11:00:00,0.0,145.0,145.0,50.78,50.842,23.66,73.201,139.99,25.0,29.37,711.78,0.7118,3,0
2022-01-09T12:00:00,87.0,305.0,364.0,47.21,47.348,5.84,71.116,323.12,25.2,35.3,1608.38,1.6084,8,0
2022-01-09T13:00:00,371.0,270.0,519.0,47.99,48.196,347.085,71.529,380.36,25.2,37.09,1881.0,1.881,8,0
2022-01-09T14:00:00,0.0,141.0,142.0,52.93,53.177,330.292,74.407,136.13,25.2,29.45,692.0,0.692,3,0
2022-01-09T15:00:00,1.0,149.0,149.0,61.0,61.288,316.856,79.436,144.03,25.1,29.6,731.76,0.7318,3,0
2022-01-09T16:00:00,2.0,108.0,108.0,71.15,71.465,306.523,86.211,104.4,24.8,28.06,533.3,0.5333,3,0
