datetime_local,DNI_W_m2,DHI_W_m2,GHI_W_m2,solar_zenith_nsrdb_deg,solar_zenith_calc_deg,solar_azimuth_deg,AOI_deg,G_tilted_W_m2,T_amb_C,T_cell_C,P_dc_W,P_dc_kW,cloud_type,fill_flag
2019-01-01T00:00:00,0.0,0.0,0.0,175.97,176.038,0.0,160.03,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-01T01:00:00,0.0,0.0,0.0,169.66,169.565,0.0,166.34,0.0,24.7,24.7,0.0,0.0,0,0
2019-01-01T02:00:00,0.0,0.0,0.0,156.1,155.998,0.0,179.9,0.0,24.6,24.6,0.0,0.0,0,0
2019-01-01T03:00:00,0.0,0.0,0.0,142.53,142.428,0.0,166.53,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-01T04:00:00,0.0,0.0,0.0,129.07,128.967,0.0,153.07,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-01T05:00:00,0.0,0.0,0.0,115.8,115.693,0.0,139.8,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-01T06:00:00,0.0,0.0,0.0,102.81,102.704,0.0,126.81,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-01T07:00:00,0.0,0.0,0.0,89.75,90.145,0.0,113.75,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-01T08:00:00,595.0,48.0,169.0,78.27,78.242,57.499,91.619,47.39,25.5,26.98,242.99,0.243,0,0
2019-01-01T09:00:00,785.0,66.0,368.0,67.41,67.359,48.598,84.113,146.85,25.9,30.49,743.72,0.7437,0,0
2019-01-01T10:00:00,889.0,72.0,541.0,58.12,58.085,37.073,78.059,257.51,26.2,34.25,1286.68,1.2867,0,0
2019-01-01T11:00:00,931.0,78.0,660.0,51.32,51.311,22.306,73.908,338.39,26.4,36.97,1674.12,1.6741,0,0
2019-01-01T12:00:00,946.0,81.0,712.0,48.08,48.111,4.67,72.019,375.68,26.5,38.24,1850.01,1.85,0,0
2019-01-01T13:00:00,948.0,76.0,697.0,49.11,49.191,346.308,72.586,362.45,26.6,37.93,1786.93,1.7869,0,0
2019-01-01T14:00:00,919.0,74.0,612.0,54.17,54.295,329.943,75.561,305.25,26.5,36.04,1515.32,1.5153,0,0
2019-01-01T15:00:00,858.0,68.0,467.0,62.28,62.441,316.827,80.657,208.39,26.4,32.91,1046.29,1.0463,0,0
2019-01-01T16:00:00,729.0,57.0,277.0,72.4,72.605,306.704,87.449,89.38,26.1,28.89,455.25,0.4552,0,0
2019-01-01T17:00:00,417.0,32.0,78.0,83.75,84.052,298.817,95.476,31.29,25.4,26.38,160.8,0.1608,0,0
2019-01-01T18:00:00,0.0,0.0,0.0,96.14,96.316,0.0,120.14,0.0,25.0,25.0,0.0,0.0,0,0
2019-01-01T19:00:00,0.0,0.0,0.0,108.93,109.11,0.0,132.93,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-01T20:00:00,0.0,0.0,0.0,122.07,122.255,0.0,146.07,0.0,24.7,24.7,0.0,0.0,0,0
2019-01-01T21:00:00,0.0,0.0,0.0,135.44,135.633,0.0,159.44,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-01T22:00:00,0.0,0.0,0.0,148.96,149.157,0.0,172.96,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-01T23:00:00,0.0,0.0,0.0,162.55,162.749,0.0,173.45,0.0,24.7,24.7,0.0,0.0,0,0
2019-01-02T00:00:00,0.0,0.0,0.0,175.83,175.908,0.0,160.17,0.0,24.6,24.6,0.0,0.0,0,0
2019-01-02T01:00:00,0.0,0.0,0.0,169.75,169.647,0.0,166.25,0.0,24.6,24.6,0.0,0.0,0,0
2019-01-02T02:00:00,0.0,0.0,0.0,156.19,156.086,0.0,179.81,0.0,24.5,24.5,0.0,0.0,0,0
2019-01-02T03:00:00,0.0,0.0,0.0,142.62,142.513,0.0,166.62,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-02T04:00:00,0.0,0.0,0.0,129.16,129.047,0.0,153.16,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-02T05:00:00,0.0,0.0,0.0,115.88,115.766,0.0,139.88,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-02T06:00:00,0.0,0.0,0.0,102.88,102.769,0.0,126.88,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-02T07:00:00,0.0,0.0,0.0,89.8,90.2,0.0,113.8,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-02T08:00:00,599.0,47.0,168.0,78.31,78.283,57.627,91.614,46.42,25.5,26.95,238.07,0.2381,0,0
2019-01-02T09:00:00,788.0,65.0,368.0,67.43,67.381,48.738,84.092,146.48,25.8,30.38,742.16,0.7422,0,0
2019-01-02T10:00:00,871.0,76.0,536.0,58.12,58.081,37.228,78.026,258.06,26.1,34.16,1289.81,1.2898,0,0
2019-01-02T11:00:00,916.0,79.0,652.0,51.28,51.275,22.467,73.848,336.04,26.3,36.8,1663.54,1.6635,0,0
2019-01-02T12:00:00,935.0,80.0,706.0,48.0,48.039,4.817,71.936,372.57,26.3,37.94,1836.73,1.8367,0,0
2019-01-02T13:00:00,932.0,77.0,689.0,49.0,49.088,346.416,72.485,360.12,26.3,37.55,1777.87,1.7779,0,0
2019-01-02T14:00:00,903.0,74.0,604.0,54.04,54.174,330.004,75.444,302.97,26.2,35.67,1506.05,1.506,0,0
2019-01-02T15:00:00,840.0,68.0,460.0,62.14,62.311,316.852,80.528,207.27,26.1,32.58,1041.89,1.0419,0,0
2019-01-02T16:00:00,705.0,58.0,273.0,72.26,72.474,306.703,87.316,90.86,25.8,28.64,463.22,0.4632,0,0
2019-01-02T17:00:00,386.0,33.0,76.0,83.62,83.922,298.799,95.349,32.23,25.4,26.41,165.61,0.1656,0,0
2019-01-02T18:00:00,0.0,0.0,0.0,96.0,96.188,0.0,120.0,0.0,25.2,25.2,0.0,0.0,0,0
2019-01-02T19:00:00,0.0,0.0,0.0,108.8,108.986,0.0,132.8,0.0,25.1,25.1,0.0,0.0,0,0
2019-01-02T20:00:00,0.0,0.0,0.0,121.94,122.134,0.0,145.94,0.0,24.9,24.9,0.0,0.0,0,0
2019-01-02T21:00:00,0.0,0.0,0.0,135.31,135.515,0.0,159.31,0.0,24.8,24.8,0.0,0.0,0,0
2019-01-02T22:00:00,0.0,0.0,0.0,148.84,149.041,0.0,172.84,0.0,24.7,24.7,0.0,0.0,0,0
2019-01-02T23:00:00,0.0,0.0,0.0,162.42,162.633,0.0,173.58,0.0,24.6,24.6,0.0,0.0,0,0
2019-01-03T00:00:00,0.0,0.0,0.0,175.69,175.776,0.0,160.31,0.0,24.5,24.5,0.0,0.0,0,0
2019-01-03T01:00:00,0.0,0.0,0.0,169.83,169.725,0.0,166.17,0.0,24.3,24.3,0.0,0.0,0,0
2019-01-03T02:00:00,0.0,0.0,0.0,156.28,156.17,0.0,179.72,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-03T03:00:00,0.0,0.0,0.0,142.71,142.595,0.0,166.71,0.0,24.1,24.1,0.0,0.0,0,0
2019-01-03T04:00:00,0.0,0.0,0.0,129.24,129.124,0.0,153.24,0.0,24.1,24.1,0.0,0.0,0,0
2019-01-03T05:00:00,0.0,0.0,0.0,115.95,115.837,0.0,139.95,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-03T06:00:00,0.0,0.0,0.0,102.95,102.831,0.0,126.95,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-03T07:00:00,0.0,0.0,0.0,89.84,90.251,0.0,113.84,0.0,24.5,24.5,0.0,0.0,0,0
2019-01-03T08:00:00,585.0,47.0,165.0,78.35,78.319,57.759,91.607,46.39,25.1,26.55,238.27,0.2383,0,0
2019-01-03T09:00:00,778.0,66.0,365.0,67.45,67.397,48.883,84.07,146.68,25.5,30.08,743.95,0.744,0,0
2019-01-03T10:00:00,873.0,74.0,535.0,58.11,58.072,37.386,77.982,257.2,25.9,33.94,1286.57,1.2866,0,0
2019-01-03T11:00:00,920.0,78.0,654.0,51.23,51.232,22.631,73.778,337.29,26.2,36.74,1670.11,1.6701,0,0
2019-01-03T12:00:00,940.0,79.0,709.0,47.91,47.96,4.964,71.842,374.66,26.5,38.21,1845.21,1.8452,0,0
2019-01-03T13:00:00,932.0,79.0,692.0,48.88,48.979,346.52,72.373,363.79,26.7,38.07,1792.6,1.7926,0,0
2019-01-03T14:00:00,907.0,75.0,609.0,53.9,54.047,330.06,75.317,306.92,26.8,36.39,1521.69,1.5217,0,0
2019-01-03T15:00:00,848.0,68.0,466.0,61.99,62.178,316.87,80.389,210.67,26.8,33.38,1055.92,1.0559,0,0
2019-01-03T16:00:00,730.0,56.0,280.0,72.12,72.34,306.696,87.182,91.89,26.6,29.47,467.09,0.4671,0,0
2019-01-03T17:00:00,441.0,32.0,82.0,83.48,83.79,298.775,95.209,31.33,26.1,27.08,160.58,0.1606,1,0
2019-01-03T18:00:00,0.0,0.0,0.0,95.87,96.059,0.0,119.87,0.0,25.7,25.7,0.0,0.0,1,0
2019-01-03T19:00:00,0.0,0.0,0.0,108.66,108.86,0.0,132.66,0.0,25.5,25.5,0.0,0.0,7,0
2019-01-03T20:00:00,0.0,0.0,0.0,121.81,122.012,0.0,145.81,0.0,25.2,25.2,0.0,0.0,3,0
2019-01-03T21:00:00,0.0,0.0,0.0,135.19,135.395,0.0,159.19,0.0,24.9,24.9,0.0,0.0,3,0
2019-01-03T22:00:00,0.0,0.0,0.0,148.71,148.925,0.0,172.71,0.0,24.6,24.6,0.0,0.0,0,0
2019-01-03T23:00:00,0.0,0.0,0.0,162.3,162.517,0.0,173.7,0.0,24.5,24.5,0.0,0.0,0,0
2019-01-04T00:00:00,0.0,0.0,0.0,175.55,175.64,0.0,160.45,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-04T01:00:00,0.0,0.0,0.0,169.91,169.799,0.0,166.09,0.0,24.3,24.3,0.0,0.0,0,0
2019-01-04T02:00:00,0.0,0.0,0.0,156.37,156.252,0.0,179.63,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-04T03:00:00,0.0,0.0,0.0,142.79,142.675,0.0,166.79,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-04T04:00:00,0.0,0.0,0.0,129.32,129.199,0.0,153.32,0.0,24.0,24.0,0.0,0.0,0,0
2019-01-04T05:00:00,0.0,0.0,0.0,116.02,115.904,0.0,140.02,0.0,24.0,24.0,0.0,0.0,0,0
2019-01-04T06:00:00,0.0,0.0,0.0,103.01,102.889,0.0,127.01,0.0,23.9,23.9,0.0,0.0,0,0
2019-01-04T07:00:00,0.0,0.0,0.0,89.88,90.297,0.0,113.88,0.0,24.3,24.3,0.0,0.0,0,0
2019-01-04T08:00:00,636.0,41.0,169.0,78.38,78.351,57.897,91.589,40.69,24.9,26.17,209.25,0.2092,0,0
2019-01-04T09:00:00,819.0,56.0,370.0,67.46,67.409,49.033,84.037,141.86,25.4,29.83,720.16,0.7202,0,0
2019-01-04T10:00:00,903.0,65.0,542.0,58.09,58.056,37.548,77.928,255.73,25.8,33.79,1279.9,1.2799,0,0
2019-01-04T11:00:00,943.0,69.0,660.0,51.18,51.182,22.797,73.708,336.27,26.3,36.81,1664.65,1.6646,0,0
2019-01-04T12:00:00,954.0,73.0,713.0,47.82,47.874,5.111,71.748,374.8,26.7,38.41,1844.53,1.8445,0,0
2019-01-04T13:00:00,932.0,81.0,695.0,48.76,48.864,346.622,72.261,367.46,26.9,38.38,1808.61,1.8086,0,0
2019-01-04T14:00:00,484.0,199.0,485.0,53.76,53.915,330.112,75.189,318.32,27.0,36.95,1574.99,1.575,7,0
2019-01-04T15:00:00,93.0,266.0,310.0,61.85,62.04,316.883,80.258,272.92,26.8,35.33,1358.34,1.3583,4,0
2019-01-04T16:00:00,155.0,147.0,195.0,71.97,72.202,306.682,87.036,150.35,26.4,31.1,759.78,0.7598,7,0
2019-01-04T17:00:00,20.0,56.0,58.0,83.34,83.655,298.744,95.068,54.08,25.7,27.39,276.92,0.2769,7,7
2019-01-04T18:00:00,0.0,0.0,0.0,95.73,95.928,0.0,119.73,0.0,25.2,25.2,0.0,0.0,4,0
2019-01-04T19:00:00,0.0,0.0,0.0,108.53,108.733,0.0,132.53,0.0,24.9,24.9,0.0,0.0,7,0
2019-01-04T20:00:00,0.0,0.0,0.0,121.68,121.889,0.0,145.68,0.0,24.7,24.7,0.0,0.0,0,0
2019-01-04T21:00:00,0.0,0.0,0.0,135.06,135.276,0.0,159.06,0.0,24.5,24.5,0.0,0.0,0,0
2019-01-04T22:00:00,0.0,0.0,0.0,148.59,148.808,0.0,172.59,0.0,24.4,24.4,0.0,0.0,0,0
2019-01-04T23:00:00,0.0,0.0,0.0,162.18,162.4,0.0,173.82,0.0,24.2,24.2,0.0,0.0,0,0
2019-01-05T00:00:00,0.0,0.0,0.0,175.4,175.502,0.0,160.6,0.0,24.1,24.1,0.0,0.0,0,0
2019-01-05T01:00:00,0.0,0.0,0.0,169.98,169.869,0.0,166.02,0.0,24.0,24.0,0.0,0.0,0,0
2019-01-05T02:00:00,0.0,0.0,0.0,156.45,156.332,0.0,179.55,0.0,23.9,23.9,0.0,0.0,1,0
2019-01-05T03:00:00,0.0,0.0,0.0,142.87,142.752,0.0,166.87,0.0,23.9,23.9,0.0,0.0,0,0
2019-01-05T04:00:00,0.0,0.0,0.0,129.39,129.27,0.0,153.39,0.0,23.8,23.8,0.0,0.0,0,0
2019-01-05T05:00:00,0.0,0.0,0.0,116.09,115.968,0.0,140.09,0.0,23.9,23.9,0.0,0.0,0,0
2019-01-05T06:00:00,0.0,0.0,0.0,103.06,102.944,0.0,127.06,0.0,23.9,23.9,0.0,0.0,0,0
2019-01-05T07:00:00,0.0,0.0,0.0,89.92,90.34,0.0,113.92,0.0,24.4,24.4,0.0,0.0,3,7
2019-01-05T08:00:00,567.0,48.0,162.0,78.4,78.378,58.039,91.559,47.33,25.1,26.58,243.03,0.243,0,0
2019-01-05T09:00:00,762.0,67.0,359.0,67.46,67.415,49.187,83.993,146.95,25.7,30.29,744.77,0.7448,0,0
2019-01-05T10:00:00,847.0,78.0,526.0,58.06,58.035,37.714,77.863,257.26,26.2,34.24,1285.45,1.2854,0,0
2019-01-05T11:00:00,888.0,84.0,641.0,51.12,51.127,22.965,73.627,336.23,26.7,37.21,1662.02,1.662,1,0
2019-01-05T12:00:00,92.0,356.0,418.0,47.72,47.782,5.257,71.644,373.2,26.9,38.56,1835.63,1.8356,3,0
2019-01-05T13:00:00,337.0,278.0,500.0,48.62,48.743,346.721,72.129,373.72,26.9,38.58,1838.08,1.8381,7,0
2019-01-05T14:00:00,857.0,86.0,594.0,53.61,53.778,330.158,75.05,308.51,26.7,36.34,1529.82,1.5298,0,0
2019-01-05T15:00:00,186.0,216.0,305.0,61.7,61.897,316.889,80.116,241.23,26.2,33.74,1207.55,1.2075,7,0
2019-01-05T16:00:00,1.0,61.0,61.0,71.82,72.061,306.663,86.888,58.94,25.6,27.44,301.77,0.3018,6,0
