datetime_local,DNI_W_m2,DHI_W_m2,GHI_W_m2,solar_zenith_nsrdb_deg,solar_zenith_calc_deg,solar_azimuth_deg,AOI_deg,G_tilted_W_m2,T_amb_C,T_cell_C,P_dc_W,P_dc_kW,cloud_type,fill_flag
2024-01-01T00:00:00,0.0,0.0,0.0,176.0,176.038,0.0,160.0,0.0,19.2,19.2,0.0,0.0,1,0
2024-01-01T01:00:00,0.0,0.0,0.0,169.64,169.565,0.0,166.36,0.0,19.1,19.1,0.0,0.0,1,0
2024-01-01T02:00:00,0.0,0.0,0.0,156.07,155.998,0.0,179.93,0.0,19.1,19.1,0.0,0.0,1,0
2024-01-01T03:00:00,0.0,0.0,0.0,142.51,142.428,0.0,166.51,0.0,19.0,19.0,0.0,0.0,1,0
2024-01-01T04:00:00,0.0,0.0,0.0,129.05,128.967,0.0,153.05,0.0,18.9,18.9,0.0,0.0,1,0
2024-01-01T05:00:00,0.0,0.0,0.0,115.78,115.693,0.0,139.78,0.0,18.8,18.8,0.0,0.0,3,0
2024-01-01T06:00:00,0.0,0.0,0.0,102.79,102.704,0.0,126.79,0.0,18.8,18.8,0.0,0.0,1,0
2024-01-01T07:00:00,0.0,0.0,0.0,89.73,90.145,0.0,113.73,0.0,19.1,19.1,0.0,0.0,0,0
2024-01-01T08:00:00,683.0,41.0,180.0,78.25,78.242,57.499,91.6,40.78,19.9,21.17,213.42,0.2134,0,0
2024-01-01T09:00:00,857.0,57.0,386.0,67.4,67.359,48.598,84.103,145.92,20.2,24.76,754.13,0.7541,0,0
2024-01-01T10:00:00,940.0,64.0,560.0,58.12,58.085,37.073,78.059,260.57,20.5,28.64,1328.38,1.3284,0,0
2024-01-01T11:00:00,979.0,68.0,680.0,51.33,51.311,22.306,73.918,342.14,20.8,31.49,1726.56,1.7266,0,0
2024-01-01T12:00:00,990.0,70.0,731.0,48.09,48.111,4.67,72.029,378.74,21.0,32.84,1902.07,1.9021,0,0
2024-01-01T13:00:00,988.0,67.0,714.0,49.13,49.191,346.308,72.606,365.63,21.1,32.53,1838.29,1.8383,0,0
2024-01-01T14:00:00,962.0,65.0,628.0,54.2,54.295,329.943,75.59,307.02,21.1,30.69,1553.78,1.5538,0,0
2024-01-01T15:00:00,907.0,59.0,481.0,62.31,62.441,316.827,80.685,207.41,21.2,27.68,1060.96,1.061,0,0
2024-01-01T16:00:00,793.0,50.0,289.0,72.44,72.605,306.704,87.487,85.11,21.0,23.66,441.56,0.4416,0,0
2024-01-01T17:00:00,508.0,28.0,83.0,83.79,84.052,298.817,95.514,27.51,20.5,21.36,143.85,0.1439,0,0
2024-01-01T18:00:00,0.0,0.0,0.0,96.17,96.316,0.0,120.17,0.0,20.3,20.3,0.0,0.0,1,0
2024-01-01T19:00:00,0.0,0.0,0.0,108.96,109.11,0.0,132.96,0.0,20.2,20.2,0.0,0.0,1,0
2024-01-01T20:00:00,0.0,0.0,0.0,122.1,122.255,0.0,146.1,0.0,20.2,20.2,0.0,0.0,2,0
2024-01-01T21:00:00,0.0,0.0,0.0,135.47,135.633,0.0,159.47,0.0,20.1,20.1,0.0,0.0,1,0
2024-01-01T22:00:00,0.0,0.0,0.0,148.99,149.157,0.0,172.99,0.0,20.0,20.0,0.0,0.0,2,0
2024-01-01T23:00:00,0.0,0.0,0.0,162.58,162.749,0.0,173.42,0.0,19.8,19.8,0.0,0.0,3,0
2024-01-02T00:00:00,0.0,0.0,0.0,175.86,175.908,0.0,160.14,0.0,19.7,19.7,0.0,0.0,0,0
2024-01-02T01:00:00,0.0,0.0,0.0,169.72,169.647,0.0,166.28,0.0,19.6,19.6,0.0,0.0,1,0
2024-01-02T02:00:00,0.0,0.0,0.0,156.17,156.086,0.0,179.83,0.0,19.4,19.4,0.0,0.0,3,0
2024-01-02T03:00:00,0.0,0.0,0.0,142.6,142.513,0.0,166.6,0.0,19.2,19.2,0.0,0.0,3,0
2024-01-02T04:00:00,0.0,0.0,0.0,129.14,129.047,0.0,153.14,0.0,19.1,19.1,0.0,0.0,1,0
2024-01-02T05:00:00,0.0,0.0,0.0,115.86,115.766,0.0,139.86,0.0,19.0,19.0,0.0,0.0,8,0
2024-01-02T06:00:00,0.0,0.0,0.0,102.86,102.769,0.0,126.86,0.0,18.9,18.9,0.0,0.0,7,0
2024-01-02T07:00:00,0.0,0.0,0.0,89.78,90.2,0.0,113.78,0.0,19.4,19.4,0.0,0.0,3,7
2024-01-02T08:00:00,149.0,105.0,136.0,78.3,78.283,57.627,91.605,101.64,20.3,23.48,527.63,0.5276,8,0
2024-01-02T09:00:00,219.0,178.0,262.0,67.42,67.381,48.738,84.082,195.15,20.9,27.0,1000.65,1.0007,7,0
2024-01-02T10:00:00,884.0,73.0,540.0,58.12,58.081,37.228,78.026,257.92,21.3,29.36,1311.51,1.3115,1,0
2024-01-02T11:00:00,518.0,219.0,543.0,51.29,51.275,22.467,73.858,358.24,21.6,32.8,1799.39,1.7994,7,0
2024-01-02T12:00:00,213.0,356.0,498.0,48.02,48.039,4.817,71.956,410.89,21.8,34.64,2050.16,2.0502,7,0
2024-01-02T13:00:00,597.0,183.0,574.0,49.02,49.088,346.416,72.505,359.53,21.8,33.04,1804.29,1.8043,8,0
2024-01-02T14:00:00,188.0,263.0,374.0,54.07,54.174,330.004,75.473,302.02,21.7,31.14,1526.05,1.5261,7,0
2024-01-02T15:00:00,82.0,201.0,240.0,62.17,62.311,316.852,80.557,207.84,21.5,27.99,1061.98,1.062,7,0
2024-01-02T16:00:00,92.0,148.0,176.0,72.3,72.474,306.703,87.354,147.37,21.2,25.81,758.84,0.7588,7,0
2024-01-02T17:00:00,111.0,58.0,70.0,83.65,83.922,298.799,95.377,56.1,20.7,22.45,292.26,0.2923,7,7
2024-01-02T18:00:00,0.0,0.0,0.0,96.04,96.188,0.0,120.04,0.0,20.5,20.5,0.0,0.0,7,0
2024-01-02T19:00:00,0.0,0.0,0.0,108.83,108.986,0.0,132.83,0.0,20.4,20.4,0.0,0.0,3,0
2024-01-02T20:00:00,0.0,0.0,0.0,121.97,122.134,0.0,145.97,0.0,20.3,20.3,0.0,0.0,3,0
2024-01-02T21:00:00,0.0,0.0,0.0,135.35,135.515,0.0,159.35,0.0,20.1,20.1,0.0,0.0,3,0
2024-01-02T22:00:00,0.0,0.0,0.0,148.87,149.041,0.0,172.87,0.0,19.9,19.9,0.0,0.0,2,0
2024-01-02T23:00:00,0.0,0.0,0.0,162.46,162.633,0.0,173.54,0.0,19.7,19.7,0.0,0.0,3,0
2024-01-03T00:00:00,0.0,0.0,0.0,175.73,175.776,0.0,160.27,0.0,19.6,19.6,0.0,0.0,3,0
2024-01-03T01:00:00,0.0,0.0,0.0,169.81,169.725,0.0,166.19,0.0,19.4,19.4,0.0,0.0,3,0
2024-01-03T02:00:00,0.0,0.0,0.0,156.26,156.17,0.0,179.74,0.0,19.3,19.3,0.0,0.0,3,0
2024-01-03T03:00:00,0.0,0.0,0.0,142.69,142.595,0.0,166.69,0.0,19.2,19.2,0.0,0.0,3,0
2024-01-03T04:00:00,0.0,0.0,0.0,129.22,129.124,0.0,153.22,0.0,19.2,19.2,0.0,0.0,3,0
2024-01-03T05:00:00,0.0,0.0,0.0,115.93,115.837,0.0,139.93,0.0,19.2,19.2,0.0,0.0,3,0
2024-01-03T06:00:00,0.0,0.0,0.0,102.93,102.831,0.0,126.93,0.0,19.3,19.3,0.0,0.0,3,0
2024-01-03T07:00:00,0.0,0.0,0.0,89.82,90.251,0.0,113.82,0.0,19.6,19.6,0.0,0.0,3,7
2024-01-03T08:00:00,580.0,52.0,169.0,78.33,78.319,57.759,91.588,51.21,20.4,22.0,267.23,0.2672,1,0
2024-01-03T09:00:00,779.0,72.0,371.0,67.44,67.397,48.883,84.06,152.71,20.7,25.47,787.24,0.7872,0,0
2024-01-03T10:00:00,882.0,78.0,545.0,58.11,58.072,37.386,77.982,262.99,21.0,29.22,1337.95,1.338,0,0
2024-01-03T11:00:00,456.0,233.0,518.0,51.24,51.232,22.631,73.788,354.72,21.4,32.48,1783.69,1.7837,7,0
2024-01-03T12:00:00,121.0,324.0,405.0,47.93,47.96,4.964,71.862,351.16,21.7,32.67,1764.62,1.7646,7,0
2024-01-03T13:00:00,935.0,85.0,699.0,48.91,48.979,346.52,72.403,370.04,22.0,33.56,1853.5,1.8535,0,0
2024-01-03T14:00:00,397.0,250.0,484.0,53.94,54.047,330.06,75.356,343.75,22.2,32.94,1725.67,1.7257,7,0
2024-01-03T15:00:00,501.0,156.0,391.0,62.03,62.178,316.87,80.427,235.95,22.3,29.67,1198.46,1.1985,7,0
2024-01-03T16:00:00,0.0,38.0,38.0,72.16,72.34,306.696,87.22,36.69,22.2,23.35,190.53,0.1905,7,0
2024-01-03T17:00:00,75.0,58.0,66.0,83.51,83.79,298.775,95.237,56.06,21.8,23.55,290.96,0.291,7,7
2024-01-03T18:00:00,0.0,0.0,0.0,95.9,96.059,0.0,119.9,0.0,21.7,21.7,0.0,0.0,7,0
2024-01-03T19:00:00,0.0,0.0,0.0,108.7,108.86,0.0,132.7,0.0,21.7,21.7,0.0,0.0,7,0
2024-01-03T20:00:00,0.0,0.0,0.0,121.84,122.012,0.0,145.84,0.0,21.6,21.6,0.0,0.0,7,0
2024-01-03T21:00:00,0.0,0.0,0.0,135.22,135.395,0.0,159.22,0.0,21.5,21.5,0.0,0.0,7,0
2024-01-03T22:00:00,0.0,0.0,0.0,148.75,148.925,0.0,172.75,0.0,21.4,21.4,0.0,0.0,7,0
2024-01-03T23:00:00,0.0,0.0,0.0,162.33,162.517,0.0,173.67,0.0,21.2,21.2,0.0,0.0,7,0
2024-01-04T00:00:00,0.0,0.0,0.0,175.59,175.64,0.0,160.41,0.0,21.0,21.0,0.0,0.0,8,0
2024-01-04T01:00:00,0.0,0.0,0.0,169.89,169.799,0.0,166.11,0.0,20.8,20.8,0.0,0.0,1,0
2024-01-04T02:00:00,0.0,0.0,0.0,156.34,156.252,0.0,179.66,0.0,20.7,20.7,0.0,0.0,7,0
2024-01-04T03:00:00,0.0,0.0,0.0,142.77,142.675,0.0,166.77,0.0,20.6,20.6,0.0,0.0,3,0
2024-01-04T04:00:00,0.0,0.0,0.0,129.3,129.199,0.0,153.3,0.0,20.4,20.4,0.0,0.0,1,0
