datetime_local,DNI_W_m2,DHI_W_m2,GHI_W_m2,solar_zenith_nsrdb_deg,solar_zenith_calc_deg,solar_azimuth_deg,AOI_deg,G_tilted_W_m2,T_amb_C,T_cell_C,P_dc_W,P_dc_kW,cloud_type,fill_flag
2018-01-01T00:00:00,0.0,0.0,0.0,175.93,176.038,0.0,160.07,0.0,21.7,21.7,0.0,0.0,0,0
2018-01-01T01:00:00,0.0,0.0,0.0,169.68,169.565,0.0,166.32,0.0,21.7,21.7,0.0,0.0,0,0
2018-01-01T02:00:00,0.0,0.0,0.0,156.12,155.998,0.0,179.88,0.0,21.7,21.7,0.0,0.0,0,0
2018-01-01T03:00:00,0.0,0.0,0.0,142.56,142.428,0.0,166.56,0.0,21.6,21.6,0.0,0.0,0,0
2018-01-01T04:00:00,0.0,0.0,0.0,129.1,128.967,0.0,153.1,0.0,21.6,21.6,0.0,0.0,7,0
2018-01-01T05:00:00,0.0,0.0,0.0,115.82,115.693,0.0,139.82,0.0,21.6,21.6,0.0,0.0,0,0
2018-01-01T06:00:00,0.0,0.0,0.0,102.83,102.704,0.0,126.83,0.0,21.6,21.6,0.0,0.0,1,0
2018-01-01T07:00:00,0.0,0.0,0.0,89.76,90.145,0.0,113.76,0.0,21.8,21.8,0.0,0.0,0,0
2018-01-01T08:00:00,581.0,47.0,165.0,78.28,78.242,57.499,91.629,46.39,22.2,23.65,240.7,0.2407,0,0
2018-01-01T09:00:00,774.0,67.0,364.0,67.41,67.359,48.598,84.113,146.64,22.6,27.18,751.44,0.7514,0,0
2018-01-01T10:00:00,863.0,77.0,533.0,58.12,58.085,37.073,78.059,256.85,23.1,31.13,1297.85,1.2978,0,0
2018-01-01T11:00:00,905.0,83.0,649.0,51.31,51.311,22.306,73.898,336.02,23.5,34.0,1680.46,1.6805,0,0
2018-01-01T12:00:00,77.0,347.0,398.0,48.06,48.111,4.67,71.999,359.24,23.8,35.03,1789.91,1.7899,2,0
2018-01-01T13:00:00,916.0,85.0,686.0,49.08,49.191,346.308,72.556,361.85,24.0,35.31,1801.07,1.8011,0,0
