datetime_local,DNI_W_m2,DHI_W_m2,GHI_W_m2,solar_zenith_nsrdb_deg,solar_zenith_calc_deg,solar_azimuth_deg,AOI_deg,G_tilted_W_m2,T_amb_C,T_cell_C,P_dc_W,P_dc_kW,cloud_type,fill_flag
2021-01-01T00:00:00,0.0,0.0,0.0,175.9,176.038,0.0,160.1,0.0,23.7,23.7,0.0,0.0,0,0
2021-01-01T01:00:00,0.0,0.0,0.0,169.7,169.565,0.0,166.3,0.0,23.7,23.7,0.0,0.0,0,0
2021-01-01T02:00:00,0.0,0.0,0.0,156.14,155.998,0.0,179.86,0.0,23.6,23.6,0.0,0.0,0,0
2021-01-01T03:00:00,0.0,0.0,0.0,142.58,142.428,0.0,166.58,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-01T04:00:00,0.0,0.0,0.0,129.12,128.967,0.0,153.12,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-01T05:00:00,0.0,0.0,0.0,115.84,115.693,0.0,139.84,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-01T06:00:00,0.0,0.0,0.0,102.85,102.704,0.0,126.85,0.0,23.6,23.6,0.0,0.0,0,0
2021-01-01T07:00:00,0.0,0.0,0.0,89.77,90.145,0.0,113.77,0.0,23.9,23.9,0.0,0.0,0,0
2021-01-01T08:00:00,511.0,56.0,160.0,78.29,78.242,57.499,91.638,54.96,24.4,26.12,282.7,0.2827,0,0
2021-01-01T09:00:00,726.0,78.0,357.0,67.42,67.359,48.598,84.122,152.06,24.8,29.55,772.7,0.7727,0,0
2021-01-01T10:00:00,853.0,80.0,530.0,58.12,58.085,37.073,78.059,257.62,25.1,33.15,1292.34,1.2923,0,0
2021-01-01T11:00:00,896.0,86.0,647.0,51.3,51.311,22.306,73.888,336.53,25.3,35.82,1671.95,1.6719,0,0
2021-01-01T12:00:00,907.0,91.0,697.0,48.04,48.111,4.67,71.979,373.68,25.4,37.08,1848.02,1.848,0,0
2021-01-01T13:00:00,911.0,86.0,683.0,49.05,49.191,346.308,72.526,361.73,25.4,36.7,1791.37,1.7914,0,0
2021-01-01T14:00:00,876.0,85.0,598.0,54.1,54.295,329.943,75.492,305.94,25.4,34.96,1524.73,1.5247,0,0
2021-01-01T15:00:00,806.0,79.0,455.0,62.21,62.441,316.827,80.59,211.3,25.3,31.9,1064.76,1.0648,1,0
2021-01-01T16:00:00,666.0,66.0,268.0,72.33,72.605,306.704,87.383,95.88,25.0,28.0,489.89,0.4899,0,0
2021-01-01T17:00:00,343.0,36.0,74.0,83.69,84.052,298.817,95.42,35.08,24.5,25.6,180.78,0.1808,0,0
2021-01-01T18:00:00,0.0,0.0,0.0,96.07,96.316,0.0,120.07,0.0,24.1,24.1,0.0,0.0,0,0
2021-01-01T19:00:00,0.0,0.0,0.0,108.86,109.11,0.0,132.86,0.0,24.0,24.0,0.0,0.0,0,0
2021-01-01T20:00:00,0.0,0.0,0.0,122.0,122.255,0.0,146.0,0.0,23.9,23.9,0.0,0.0,0,0
2021-01-01T21:00:00,0.0,0.0,0.0,135.38,135.633,0.0,159.38,0.0,23.8,23.8,0.0,0.0,1,0
2021-01-01T22:00:00,0.0,0.0,0.0,148.9,149.157,0.0,172.9,0.0,23.7,23.7,0.0,0.0,0,0
2021-01-01T23:00:00,0.0,0.0,0.0,162.49,162.749,0.0,173.51,0.0,23.8,23.8,0.0,0.0,3,0
2021-01-02T00:00:00,0.0,0.0,0.0,175.76,175.908,0.0,160.24,0.0,23.9,23.9,0.0,0.0,0,0
2021-01-02T01:00:00,0.0,0.0,0.0,169.79,169.647,0.0,166.21,0.0,23.9,23.9,0.0,0.0,0,0
2021-01-02T02:00:00,0.0,0.0,0.0,156.23,156.086,0.0,179.77,0.0,23.7,23.7,0.0,0.0,0,0
2021-01-02T03:00:00,0.0,0.0,0.0,142.66,142.513,0.0,166.66,0.0,23.6,23.6,0.0,0.0,0,0
2021-01-02T04:00:00,0.0,0.0,0.0,129.2,129.047,0.0,153.2,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-02T05:00:00,0.0,0.0,0.0,115.92,115.766,0.0,139.92,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-02T06:00:00,0.0,0.0,0.0,102.91,102.769,0.0,126.91,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-02T07:00:00,0.0,0.0,0.0,89.82,90.2,0.0,113.82,0.0,23.9,23.9,0.0,0.0,0,0
2021-01-02T08:00:00,584.0,51.0,169.0,78.33,78.283,57.627,91.633,50.26,24.6,26.17,258.45,0.2584,0,0
2021-01-02T09:00:00,776.0,72.0,370.0,67.44,67.381,48.738,84.101,151.83,25.0,29.74,771.01,0.771,0,0
2021-01-02T10:00:00,862.0,84.0,540.0,58.11,58.081,37.228,78.016,264.02,25.2,33.45,1323.02,1.323,0,0
2021-01-02T11:00:00,906.0,91.0,658.0,51.26,51.275,22.467,73.829,345.09,25.3,36.08,1712.82,1.7128,0,0
2021-01-02T12:00:00,917.0,96.0,710.0,47.96,48.039,4.817,71.896,382.94,25.4,37.37,1891.84,1.8918,1,0
2021-01-02T13:00:00,908.0,95.0,692.0,48.94,49.088,346.416,72.425,371.05,25.4,37.0,1835.56,1.8356,1,0
2021-01-02T14:00:00,59.0,312.0,346.0,53.97,54.174,330.004,75.376,316.4,25.4,35.29,1574.99,1.575,3,0
2021-01-02T15:00:00,816.0,81.0,463.0,62.07,62.311,316.852,80.461,216.72,25.2,31.97,1091.8,1.0918,1,0
2021-01-02T16:00:00,688.0,65.0,276.0,72.19,72.474,306.703,87.25,97.58,25.0,28.05,498.52,0.4985,0,0
2021-01-02T17:00:00,375.0,36.0,78.0,83.55,83.922,298.799,95.283,35.12,24.4,25.5,181.03,0.181,0,0
2021-01-02T18:00:00,0.0,0.0,0.0,95.94,96.188,0.0,119.94,0.0,24.1,24.1,0.0,0.0,0,0
2021-01-02T19:00:00,0.0,0.0,0.0,108.73,108.986,0.0,132.73,0.0,23.9,23.9,0.0,0.0,3,0
2021-01-02T20:00:00,0.0,0.0,0.0,121.88,122.134,0.0,145.88,0.0,23.7,23.7,0.0,0.0,1,0
2021-01-02T21:00:00,0.0,0.0,0.0,135.25,135.515,0.0,159.25,0.0,23.7,23.7,0.0,0.0,0,0
2021-01-02T22:00:00,0.0,0.0,0.0,148.78,149.041,0.0,172.78,0.0,23.6,23.6,0.0,0.0,0,0
2021-01-02T23:00:00,0.0,0.0,0.0,162.36,162.633,0.0,173.64,0.0,23.5,23.5,0.0,0.0,0,0
2021-01-03T00:00:00,0.0,0.0,0.0,175.62,175.776,0.0,160.38,0.0,23.4,23.4,0.0,0.0,0,0
2021-01-03T01:00:00,0.0,0.0,0.0,169.87,169.725,0.0,166.13,0.0,23.4,23.4,0.0,0.0,0,0
2021-01-03T02:00:00,0.0,0.0,0.0,156.32,156.17,0.0,179.68,0.0,23.3,23.3,0.0,0.0,0,0
2021-01-03T03:00:00,0.0,0.0,0.0,142.75,142.595,0.0,166.75,0.0,23.2,23.2,0.0,0.0,0,0
2021-01-03T04:00:00,0.0,0.0,0.0,129.28,129.124,0.0,153.28,0.0,23.1,23.1,0.0,0.0,0,0
2021-01-03T05:00:00,0.0,0.0,0.0,115.99,115.837,0.0,139.99,0.0,23.1,23.1,0.0,0.0,0,0
2021-01-03T06:00:00,0.0,0.0,0.0,102.97,102.831,0.0,126.97,0.0,23.0,23.0,0.0,0.0,0,0
2021-01-03T07:00:00,0.0,0.0,0.0,89.86,90.251,0.0,113.86,0.0,23.3,23.3,0.0,0.0,3,7
2021-01-03T08:00:00,615.0,46.0,170.0,78.36,78.319,57.759,91.616,45.48,24.1,25.52,234.43,0.2344,0,0
2021-01-03T09:00:00,802.0,65.0,372.0,67.45,67.397,48.883,84.07,148.27,24.8,29.43,753.73,0.7537,0,0
2021-01-03T10:00:00,894.0,73.0,545.0,58.1,58.072,37.386,77.972,260.85,25.1,33.25,1308.07,1.3081,0,0
2021-01-03T11:00:00,937.0,78.0,665.0,51.21,51.232,22.631,73.758,342.44,25.3,36.0,1700.21,1.7002,0,0
2021-01-03T12:00:00,956.0,79.0,720.0,47.87,47.96,4.964,71.802,380.37,25.5,37.39,1879.0,1.879,0,0
2021-01-03T13:00:00,947.0,79.0,703.0,48.82,48.979,346.52,72.314,369.37,25.5,37.04,1826.93,1.8269,0,0
2021-01-03T14:00:00,922.0,75.0,619.0,53.83,54.047,330.06,75.248,311.88,25.5,35.25,1552.71,1.5527,0,0
2021-01-03T15:00:00,862.0,68.0,474.0,61.92,62.178,316.87,80.322,214.07,25.4,32.09,1077.98,1.078,0,0
2021-01-03T16:00:00,159.0,164.0,213.0,72.05,72.34,306.696,87.116,166.75,25.0,30.21,845.37,0.8454,2,0
2021-01-03T17:00:00,466.0,31.0,85.0,83.41,83.79,298.775,95.144,30.39,24.4,25.35,156.76,0.1568,0,0
