date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2022-11-20,81,Development,0.417,3.63,1.51,0.3,0.24,1.27
2022-11-21,82,Development,0.422,2.7,1.14,1.6,1.28,0.0
2022-11-22,83,Development,0.428,3.6,1.54,0.1,0.08,1.46
2022-11-23,84,Development,0.433,2.54,1.1,3.4,2.72,0.0
2022-11-24,85,Development,0.439,3.48,1.53,5.8,4.64,0.0
2022-11-25,86,Development,0.444,2.45,1.09,0.6,0.48,0.61
2022-11-26,87,Development,0.45,3.24,1.46,3.1,2.48,0.0
2022-11-27,88,Development,0.456,2.72,1.24,1.2,0.96,0.28
2022-11-28,89,Development,0.461,3.3,1.52,0.0,0.0,1.52
2022-11-29,90,Development,0.467,3.38,1.58,0.8,0.64,0.94
2022-11-30,91,Development,0.472,3.06,1.45,0.6,0.48,0.97
2022-12-01,92,Development,0.478,3.95,1.89,0.0,0.0,1.89
2022-12-02,93,Development,0.483,4.44,2.15,1.9,1.52,0.63
2022-12-03,94,Development,0.489,5.48,2.68,0.0,0.0,2.68
2022-12-04,95,Development,0.494,4.68,2.31,0.0,0.0,2.31
2022-12-05,96,Development,0.5,3.66,1.83,0.1,0.08,1.75
2022-12-06,97,Development,0.506,3.91,1.98,0.1,0.08,1.9
2022-12-07,98,Development,0.511,4.77,2.44,0.0,0.0,2.44
2022-12-08,99,Development,0.517,4.35,2.25,0.0,0.0,2.25
2022-12-09,100,Development,0.522,3.66,1.91,0.0,0.0,1.91
2022-12-10,101,Development,0.528,3.4,1.79,0.0,0.0,1.79
2022-12-11,102,Development,0.533,3.1,1.65,2.3,1.84,0.0
2022-12-12,103,Development,0.539,2.98,1.61,0.3,0.24,1.37
2022-12-13,104,Development,0.544,3.29,1.79,0.5,0.4,1.39
2022-12-14,105,Development,0.55,3.13,1.72,3.0,2.4,0.0
2022-12-15,106,Development,0.556,4.26,2.37,0.0,0.0,2.37
2022-12-16,107,Development,0.561,2.48,1.39,2.2,1.76,0.0
2022-12-17,108,Development,0.567,1.91,1.08,4.4,3.52,0.0
2022-12-18,109,Development,0.572,1.88,1.08,10.0,8.0,0.0
2022-12-19,110,Development,0.578,3.32,1.92,1.0,0.8,1.12
2022-12-20,111,Development,0.583,2.68,1.56,3.0,2.4,0.0
2022-12-21,112,Development,0.589,2.77,1.63,0.6,0.48,1.15
2022-12-22,113,Development,0.594,2.95,1.75,0.0,0.0,1.75
2022-12-23,114,Development,0.6,2.29,1.37,0.1,0.08,1.29
2022-12-24,115,Development,0.606,2.34,1.42,1.7,1.36,0.06
2022-12-25,116,Development,0.611,2.01,1.23,3.5,2.8,0.0
2022-12-26,117,Development,0.617,2.79,1.72,0.1,0.08,1.64
2022-12-27,118,Development,0.622,1.75,1.09,7.2,5.76,0.0
2022-12-28,119,Development,0.628,2.74,1.72,0.6,0.48,1.24
2022-12-29,120,Development,0.633,2.76,1.75,1.9,1.52,0.23
2022-12-30,121,Development,0.639,2.92,1.87,2.6,2.08,0.0
2022-12-31,122,Development,0.644,3.3,2.13,0.0,0.0,2.13
2023-01-01,123,Development,0.65,3.2,2.08,0.0,0.0,2.08
2023-01-02,124,Development,0.656,3.21,2.1,0.3,0.24,1.86
2023-01-03,125,Development,0.661,3.8,2.51,0.4,0.32,2.19
2023-01-04,126,Development,0.667,3.65,2.43,0.3,0.24,2.19
2023-01-05,127,Development,0.672,3.34,2.25,1.1,0.88,1.37
2023-01-06,128,Development,0.678,3.1,2.1,1.0,0.8,1.3
2023-01-07,129,Development,0.683,3.59,2.45,0.2,0.16,2.29
2023-01-08,130,Development,0.689,3.2,2.2,1.2,0.96,1.24
2023-01-09,131,Development,0.694,2.51,1.74,0.9,0.72,1.02
2023-01-10,132,Development,0.7,3.1,2.17,0.0,0.0,2.17
2023-01-11,133,Development,0.706,2.42,1.71,0.0,0.0,1.71
2023-01-12,134,Development,0.711,3.62,2.57,0.0,0.0,2.57
2023-01-13,135,Development,0.717,3.78,2.71,0.5,0.4,2.31
2023-01-14,136,Development,0.722,4.9,3.54,0.0,0.0,3.54
2023-01-15,137,Development,0.728,3.77,2.74,0.0,0.0,2.74
2023-01-16,138,Development,0.733,2.69,1.97,0.0,0.0,1.97
2023-01-17,139,Development,0.739,3.03,2.24,0.0,0.0,2.24
2023-01-18,140,Development,0.744,3.28,2.44,0.0,0.0,2.44
2023-01-19,141,Development,0.75,2.73,2.05,0.1,0.08,1.97
2023-01-20,142,Development,0.756,2.69,2.03,0.0,0.0,2.03
2023-01-21,143,Development,0.761,3.19,2.43,0.0,0.0,2.43
2023-01-22,144,Development,0.767,4.07,3.12,0.1,0.08,3.04
2023-01-23,145,Development,0.772,3.96,3.06,0.0,0.0,3.06
2023-01-24,146,Development,0.778,3.53,2.75,1.5,1.2,1.55
2023-01-25,147,Development,0.783,4.43,3.47,0.6,0.48,2.99
2023-01-26,148,Development,0.789,3.51,2.77,0.3,0.24,2.53
2023-01-27,149,Development,0.794,3.07,2.44,3.1,2.48,0.0
2023-01-28,150,Development,0.8,4.27,3.42,1.8,1.44,1.98
2023-01-29,151,Mid-season,0.8,4.15,3.32,2.3,1.84,1.48
2023-01-30,152,Mid-season,0.8,4.25,3.4,0.1,0.08,3.32
2023-01-31,153,Mid-season,0.8,4.17,3.34,0.0,0.0,3.34
2023-02-01,154,Mid-season,0.8,3.92,3.14,0.0,0.0,3.14
2023-02-02,155,Mid-season,0.8,4.12,3.3,0.0,0.0,3.3
2023-02-03,156,Mid-season,0.8,3.78,3.02,0.0,0.0,3.02
2023-02-04,157,Mid-season,0.8,2.44,1.95,4.9,3.92,0.0
2023-02-05,158,Mid-season,0.8,3.39,2.71,12.8,10.24,0.0
2023-02-06,159,Mid-season,0.8,3.34,2.67,0.9,0.72,1.95
2023-02-07,160,Mid-season,0.8,4.75,3.8,0.0,0.0,3.8
2023-02-08,161,Mid-season,0.8,4.36,3.49,0.0,0.0,3.49
2023-02-09,162,Mid-season,0.8,4.31,3.45,0.4,0.32,3.13
2023-02-10,163,Mid-season,0.8,4.72,3.78,0.0,0.0,3.78
2023-02-11,164,Mid-season,0.8,4.53,3.62,1.5,1.2,2.42
2023-02-12,165,Mid-season,0.8,4.12,3.3,2.2,1.76,1.54
2023-02-13,166,Mid-season,0.8,4.37,3.5,0.0,0.0,3.5
2023-02-14,167,Mid-season,0.8,4.25,3.4,0.0,0.0,3.4
2023-02-15,168,Mid-season,0.8,5.29,4.23,0.0,0.0,4.23
2023-02-16,169,Mid-season,0.8,5.39,4.31,0.3,0.24,4.07
2023-02-17,170,Mid-season,0.8,4.5,3.6,0.7,0.56,3.04
2023-02-18,171,Mid-season,0.8,3.29,2.63,1.9,1.52,1.11
2023-02-19,172,Mid-season,0.8,4.41,3.53,0.2,0.16,3.37
2023-02-20,173,Mid-season,0.8,4.31,3.45,0.0,0.0,3.45
2023-02-21,174,Mid-season,0.8,3.45,2.76,0.0,0.0,2.76
2023-02-22,175,Mid-season,0.8,4.73,3.78,0.0,0.0,3.78
2023-02-23,176,Mid-season,0.8,5.34,4.27,0.0,0.0,4.27
2023-02-24,177,Mid-season,0.8,5.07,4.06,0.0,0.0,4.06
2023-02-25,178,Mid-season,0.8,4.55,3.64,0.0,0.0,3.64
2023-02-26,179,Mid-season,0.8,4.35,3.48,0.0,0.0,3.48
2023-02-27,180,Mid-season,0.8,4.53,3.62,0.0,0.0,3.62
2023-02-28,181,Mid-season,0.8,4.98,3.98,0.0,0.0,3.98
2023-03-01,182,Mid-season,0.8,4.46,3.57,0.0,0.0,3.57
2023-03-02,183,Mid-season,0.8,5.37,4.3,0.0,0.0,4.3
2023-03-03,184,Mid-season,0.8,5.97,4.78,0.0,0.0,4.78
2023-03-04,185,Mid-season,0.8,3.97,3.18,3.2,2.56,0.62
2023-03-05,186,Mid-season,0.8,4.24,3.39,0.1,0.08,3.31
2023-03-06,187,Mid-season,0.8,4.44,3.55,0.0,0.0,3.55
2023-03-07,188,Mid-season,0.8,4.53,3.62,2.2,1.76,1.86
2023-03-08,189,Mid-season,0.8,3.76,3.01,1.3,1.04,1.97
2023-03-09,190,Mid-season,0.8,5.73,4.58,0.0,0.0,4.58
2023-03-10,191,Mid-season,0.8,4.76,3.81,0.0,0.0,3.81
2023-03-11,192,Mid-season,0.8,5.53,4.42,0.3,0.24,4.18
2023-03-12,193,Mid-season,0.8,4.91,3.93,0.4,0.32,3.61
2023-03-13,194,Mid-season,0.8,5.75,4.6,0.5,0.4,4.2
2023-03-14,195,Mid-season,0.8,4.1,3.28,4.9,3.92,0.0
2023-03-15,196,Mid-season,0.8,3.73,2.98,3.4,2.72,0.26
2023-03-16,197,Mid-season,0.8,5.82,4.66,0.0,0.0,4.66
2023-03-17,198,Mid-season,0.8,6.1,4.88,0.0,0.0,4.88
2023-03-18,199,Mid-season,0.8,5.25,4.2,1.4,1.12,3.08
2023-03-19,200,Mid-season,0.8,2.37,1.9,14.1,11.28,0.0
2023-03-20,201,Mid-season,0.8,1.96,1.57,10.8,8.64,0.0
2023-03-21,202,Mid-season,0.8,5.49,4.39,0.0,0.0,4.39
2023-03-22,203,Mid-season,0.8,5.37,4.3,0.0,0.0,4.3
2023-03-23,204,Mid-season,0.8,4.81,3.85,0.0,0.0,3.85
2023-03-24,205,Mid-season,0.8,4.94,3.95,0.0,0.0,3.95
2023-03-25,206,Mid-season,0.8,5.21,4.17,0.0,0.0,4.17
2023-03-26,207,Mid-season,0.8,5.57,4.46,0.2,0.16,4.3
2023-03-27,208,Mid-season,0.8,3.8,3.04,0.0,0.0,3.04
2023-03-28,209,Mid-season,0.8,4.37,3.5,0.5,0.4,3.1
2023-03-29,210,Mid-season,0.8,4.56,3.65,2.5,2.0,1.65
2023-03-30,211,Mid-season,0.8,4.5,3.6,6.3,5.04,0.0
2023-03-31,212,Mid-season,0.8,5.93,4.74,0.0,0.0,4.74
2023-04-01,213,Mid-season,0.8,5.37,4.3,1.8,1.44,2.86
2023-04-02,214,Mid-season,0.8,4.82,3.86,0.7,0.56,3.3
2023-04-03,215,Mid-season,0.8,5.52,4.42,0.2,0.16,4.26
2023-04-04,216,Mid-season,0.8,6.12,4.9,0.0,0.0,4.9
2023-04-05,217,Mid-season,0.8,5.47,4.38,0.0,0.0,4.38
2023-04-06,218,Mid-season,0.8,6.58,5.26,0.8,0.64,4.62
2023-04-07,219,Mid-season,0.8,5.94,4.75,1.0,0.8,3.95
2023-04-08,220,Mid-season,0.8,6.03,4.82,1.6,1.28,3.54
2023-04-09,221,Mid-season,0.8,5.46,4.37,2.1,1.68,2.69
2023-04-10,222,Mid-season,0.8,3.29,2.63,7.6,6.08,0.0
2023-04-11,223,Mid-season,0.8,2.73,2.18,15.2,12.16,0.0
2023-04-12,224,Mid-season,0.8,2.67,2.14,22.0,17.6,0.0
2023-04-13,225,Mid-season,0.8,3.84,3.07,1.6,1.28,1.79
2023-04-14,226,Mid-season,0.8,3.25,2.6,1.3,1.04,1.56
2023-04-15,227,Mid-season,0.8,4.05,3.24,0.5,0.4,2.84
2023-04-16,228,Mid-season,0.8,4.78,3.82,3.2,2.56,1.26
2023-04-17,229,Mid-season,0.8,5.39,4.31,13.5,10.8,0.0
2023-04-18,230,Mid-season,0.8,4.73,3.78,1.9,1.52,2.26
2023-04-19,231,Mid-season,0.8,5.34,4.27,0.4,0.32,3.95
2023-04-20,232,Mid-season,0.8,5.64,4.51,0.4,0.32,4.19
2023-04-21,233,Mid-season,0.8,5.44,4.35,2.0,1.6,2.75
2023-04-22,234,Mid-season,0.8,3.6,2.88,14.2,11.36,0.0
2023-04-23,235,Mid-season,0.8,5.09,4.07,0.4,0.32,3.75
2023-04-24,236,Mid-season,0.8,5.38,4.3,0.1,0.08,4.22
2023-04-25,237,Mid-season,0.8,4.26,3.41,0.6,0.48,2.93
2023-04-26,238,Mid-season,0.8,4.71,3.77,2.0,1.6,2.17
2023-04-27,239,Mid-season,0.8,5.65,4.52,1.9,1.52,3.0
2023-04-28,240,Mid-season,0.8,5.47,4.38,1.2,0.96,3.42
2023-04-29,241,Mid-season,0.8,6.02,4.82,2.1,1.68,3.14
2023-04-30,242,Mid-season,0.8,5.67,4.54,8.4,6.72,0.0
2023-05-01,243,Mid-season,0.8,6.37,5.1,0.0,0.0,5.1
2023-05-02,244,Mid-season,0.8,5.92,4.74,0.0,0.0,4.74
2023-05-03,245,Mid-season,0.8,5.72,4.58,0.1,0.08,4.5
2023-05-04,246,Mid-season,0.8,5.25,4.2,0.0,0.0,4.2
2023-05-05,247,Mid-season,0.8,6.27,5.02,0.0,0.0,5.02
2023-05-06,248,Mid-season,0.8,6.24,4.99,0.0,0.0,4.99
2023-05-07,249,Mid-season,0.8,6.32,5.06,1.0,0.8,4.26
2023-05-08,250,Mid-season,0.8,6.86,5.49,2.7,2.16,3.33
2023-05-09,251,Mid-season,0.8,5.99,4.79,3.4,2.72,2.07
2023-05-10,252,Mid-season,0.8,6.08,4.86,2.2,1.76,3.1
2023-05-11,253,Mid-season,0.8,6.36,5.09,0.0,0.0,5.09
2023-05-12,254,Mid-season,0.8,5.73,4.58,1.8,1.44,3.14
2023-05-13,255,Mid-season,0.8,4.96,3.97,0.8,0.64,3.33
2023-05-14,256,Mid-season,0.8,3.78,3.02,6.6,5.28,0.0
2023-05-15,257,Mid-season,0.8,5.73,4.58,1.9,1.52,3.06
2023-05-16,258,Mid-season,0.8,5.99,4.79,0.0,0.0,4.79
2023-05-17,259,Mid-season,0.8,6.26,5.01,0.0,0.0,5.01
2023-05-18,260,Mid-season,0.8,4.73,3.78,2.8,2.24,1.54
2023-05-19,261,Late,0.792,3.28,2.6,11.6,9.28,0.0
2023-05-20,262,Late,0.783,5.77,4.52,0.5,0.4,4.12
2023-05-21,263,Late,0.775,6.22,4.82,0.0,0.0,4.82
2023-05-22,264,Late,0.767,5.22,4.0,1.8,1.44,2.56
2023-05-23,265,Late,0.758,5.0,3.79,2.1,1.68,2.11
2023-05-24,266,Late,0.75,3.1,2.33,14.8,11.84,0.0
2023-05-25,267,Late,0.742,4.63,3.43,6.2,4.96,0.0
2023-05-26,268,Late,0.733,4.9,3.59,16.1,12.88,0.0
2023-05-27,269,Late,0.725,5.4,3.92,5.6,4.48,0.0
2023-05-28,270,Late,0.717,5.2,3.73,11.6,9.28,0.0
2023-05-29,271,Late,0.708,4.04,2.86,1.0,0.8,2.06
2023-05-30,272,Late,0.7,3.26,2.28,5.9,4.72,0.0
2023-05-31,273,Late,0.692,2.94,2.03,24.3,19.44,0.0
