date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm,irr_target_mm,swd_mm
2022-11-20,81,Mid-season,1.15,3.63,4.17,0.3,0.24,3.93,0.0,6.1
2022-11-21,82,Mid-season,1.15,2.7,3.1,1.6,1.28,1.82,7.92,0.0
2022-11-22,83,Mid-season,1.15,3.6,4.14,0.1,0.08,4.06,0.0,4.06
2022-11-23,84,Mid-season,1.15,2.54,2.92,3.4,2.72,0.2,0.0,4.26
2022-11-24,85,Mid-season,1.15,3.48,4.0,5.8,4.64,0.0,0.0,3.62
2022-11-25,86,Mid-season,1.15,2.45,2.82,0.6,0.48,2.34,5.96,0.0
2022-11-26,87,Mid-season,1.15,3.24,3.73,3.1,2.48,1.25,0.0,1.25
2022-11-27,88,Mid-season,1.15,2.72,3.13,1.2,0.96,2.17,0.0,3.42
2022-11-28,89,Mid-season,1.15,3.3,3.79,0.0,0.0,3.79,7.21,0.0
2022-11-29,90,Mid-season,1.15,3.38,3.89,0.8,0.64,3.25,0.0,3.25
2022-11-30,91,Mid-season,1.15,3.06,3.52,0.6,0.48,3.04,6.29,0.0
2022-12-01,92,Mid-season,1.15,3.95,4.54,0.0,0.0,4.54,4.54,0.0
2022-12-02,93,Mid-season,1.15,4.44,5.11,1.9,1.52,3.59,3.59,0.0
2022-12-03,94,Mid-season,1.15,5.48,6.3,0.0,0.0,6.3,0.0,6.3
2022-12-04,95,Mid-season,1.15,4.68,5.38,0.0,0.0,5.38,0.0,11.68
2022-12-05,96,Mid-season,1.15,3.66,4.21,0.1,0.08,4.13,15.81,0.0
2022-12-06,97,Mid-season,1.15,3.91,4.5,0.1,0.08,4.42,4.42,0.0
2022-12-07,98,Mid-season,1.15,4.77,5.49,0.0,0.0,5.49,5.49,0.0
2022-12-08,99,Mid-season,1.15,4.35,5.0,0.0,0.0,5.0,5.0,0.0
2022-12-09,100,Mid-season,1.15,3.66,4.21,0.0,0.0,4.21,4.21,0.0
2022-12-10,101,Mid-season,1.15,3.4,3.91,0.0,0.0,3.91,0.0,3.91
2022-12-11,102,Mid-season,1.15,3.1,3.56,2.3,1.84,1.73,0.0,5.63
2022-12-12,103,Mid-season,1.15,2.98,3.43,0.3,0.24,3.19,8.82,0.0
2022-12-13,104,Mid-season,1.15,3.29,3.78,0.5,0.4,3.38,3.38,0.0
2022-12-14,105,Mid-season,1.15,3.13,3.6,3.0,2.4,1.2,0.0,1.2
2022-12-15,106,Mid-season,1.15,4.26,4.9,0.0,0.0,4.9,6.1,0.0
2022-12-16,107,Mid-season,1.15,2.48,2.85,2.2,1.76,1.09,0.0,1.09
2022-12-17,108,Mid-season,1.15,1.91,2.2,4.4,3.52,0.0,0.0,0.0
2022-12-18,109,Mid-season,1.15,1.88,2.16,10.0,8.0,0.0,0.0,0.0
2022-12-19,110,Mid-season,1.15,3.32,3.82,1.0,0.8,3.02,3.02,0.0
2022-12-20,111,Late,1.136,2.68,3.04,3.0,2.4,0.64,0.0,0.64
2022-12-21,112,Late,1.122,2.77,3.11,0.6,0.48,2.63,0.0,3.27
2022-12-22,113,Late,1.108,2.95,3.27,0.0,0.0,3.27,6.54,0.0
2022-12-23,114,Late,1.094,2.29,2.51,0.1,0.08,2.43,0.0,2.43
2022-12-24,115,Late,1.08,2.34,2.53,1.7,1.36,1.17,0.0,3.6
2022-12-25,116,Late,1.066,2.01,2.14,3.5,2.8,0.0,0.0,2.94
2022-12-26,117,Late,1.052,2.79,2.94,0.1,0.08,2.86,5.8,0.0
2022-12-27,118,Late,1.038,1.75,1.82,7.2,5.76,0.0,0.0,0.0
2022-12-28,119,Late,1.024,2.74,2.81,0.6,0.48,2.33,0.0,2.33
2022-12-29,120,Late,1.01,2.76,2.79,1.9,1.52,1.27,0.0,3.6
2022-12-30,121,Late,0.996,2.92,2.91,2.6,2.08,0.83,4.43,0.0
2022-12-31,122,Late,0.982,3.3,3.24,0.0,0.0,3.24,0.0,3.24
2023-01-01,123,Late,0.968,3.2,3.1,0.0,0.0,3.1,0.0,6.34
2023-01-02,124,Late,0.954,3.21,3.06,0.3,0.24,2.82,9.16,0.0
2023-01-03,125,Late,0.94,3.8,3.57,0.4,0.32,3.25,0.0,3.25
2023-01-04,126,Late,0.926,3.65,3.38,0.3,0.24,3.14,6.39,0.0
2023-01-05,127,Late,0.912,3.34,3.05,1.1,0.88,2.17,0.0,2.17
2023-01-06,128,Late,0.898,3.1,2.78,1.0,0.8,1.98,4.15,0.0
2023-01-07,129,Late,0.884,3.59,3.17,0.2,0.16,3.01,0.0,3.01
2023-01-08,130,Late,0.87,3.2,2.78,1.2,0.96,1.82,0.0,4.83
2023-01-09,131,Late,0.856,2.51,2.15,0.9,0.72,1.43,6.26,0.0
2023-01-10,132,Late,0.842,3.1,2.61,0.0,0.0,2.61,0.0,2.61
2023-01-11,133,Late,0.828,2.42,2.0,0.0,0.0,2.0,4.61,0.0
2023-01-12,134,Late,0.814,3.62,2.95,0.0,0.0,2.95,2.95,0.0
2023-01-13,135,Late,0.8,3.78,3.02,0.5,0.4,2.62,0.0,2.62
