week_start,week_end,n_days_data,growth_stage,Kc_mean,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm,irr_days_week,hrs_per_day,capacity_mm,deficit_mm
2020-09-01,2020-09-07,7,Initial,0.3,38.9,11.7,20.2,16.2,6.8,2,4.0,7.5,0.0
2020-09-08,2020-09-14,7,Initial,0.3,24.9,7.4,81.1,64.9,1.5,2,1.0,1.9,0.0
2020-09-15,2020-09-21,7,Initial,0.3,32.2,9.7,16.4,13.1,4.4,2,2.5,4.7,0.0
2020-09-22,2020-09-28,7,Initial,0.3,34.6,10.4,35.4,28.3,4.2,2,2.5,4.7,0.0
2020-09-29,2020-10-05,7,Initial,0.3,28.4,8.5,31.4,25.1,2.6,2,1.5,2.8,0.0
2020-10-06,2020-10-12,7,Initial,0.3,33.0,9.9,33.2,26.6,5.1,2,3.0,5.6,0.0
2020-10-13,2020-10-19,7,Initial,0.3,20.9,6.3,58.7,47.0,0.2,2,0.5,0.9,0.0
2020-10-20,2020-10-26,7,Initial,0.3,24.3,7.3,42.1,33.7,2.8,2,2.0,3.7,0.0
2020-10-27,2020-11-02,7,Initial,0.305,28.3,8.6,8.3,6.6,4.0,2,2.5,4.7,0.0
2020-11-03,2020-11-09,7,Development,0.339,23.1,7.8,90.5,72.4,1.9,2,1.5,2.8,0.0
2020-11-10,2020-11-16,7,Development,0.378,24.1,9.1,16.7,13.4,3.5,2,2.0,3.7,0.0
2020-11-17,2020-11-23,7,Development,0.417,29.3,12.2,5.3,4.2,8.0,2,4.5,8.4,0.0
2020-11-24,2020-11-30,7,Development,0.456,25.1,11.4,3.5,2.8,9.2,2,5.0,9.3,0.0
2020-12-01,2020-12-07,7,Development,0.494,22.3,11.0,11.7,9.4,8.3,2,4.5,8.4,0.0
2020-12-08,2020-12-14,7,Development,0.533,23.1,12.3,1.3,1.0,11.3,2,6.5,12.1,0.0
2020-12-15,2020-12-21,7,Development,0.572,22.2,12.7,0.9,0.7,12.0,2,6.5,12.1,0.0
2020-12-22,2020-12-28,7,Development,0.611,25.7,15.7,5.6,4.5,12.8,2,7.0,13.0,0.0
2020-12-29,2021-01-04,7,Development,0.65,27.6,17.9,0.5,0.4,17.5,3,6.5,18.2,0.0
2021-01-05,2021-01-11,7,Development,0.689,22.0,15.1,2.8,2.2,13.6,2,7.5,14.0,0.0
2021-01-12,2021-01-18,7,Development,0.728,16.5,12.1,26.2,21.0,6.0,2,3.5,6.5,0.0
2021-01-19,2021-01-25,7,Development,0.767,23.4,17.9,0.0,0.0,17.9,3,6.5,18.2,0.0
2021-01-26,2021-02-01,7,Mid-season,0.798,27.2,21.7,4.9,3.9,17.8,3,6.5,18.2,0.0
2021-02-02,2021-02-08,7,Mid-season,0.8,26.3,21.1,4.0,3.2,17.9,3,6.5,18.2,0.0
2021-02-09,2021-02-15,7,Mid-season,0.8,28.7,23.0,9.9,7.9,16.4,3,6.0,16.8,0.0
2021-02-16,2021-02-22,7,Mid-season,0.8,29.1,23.3,30.3,24.2,16.6,3,6.0,16.8,0.0
2021-02-23,2021-03-01,7,Mid-season,0.8,33.6,26.9,2.9,2.3,24.6,4,7.0,26.1,0.0
2021-03-02,2021-03-08,7,Mid-season,0.8,34.3,27.4,5.4,4.3,23.1,4,6.5,24.2,0.0
2021-03-09,2021-03-15,7,Mid-season,0.8,38.3,30.6,1.2,1.0,29.7,4,8.0,29.8,0.0
2021-03-16,2021-03-22,7,Mid-season,0.8,35.8,28.6,3.4,2.7,25.9,4,7.0,26.1,0.0
2021-03-23,2021-03-29,7,Mid-season,0.8,38.9,31.1,1.3,1.0,30.1,5,6.5,30.3,0.0
2021-03-30,2021-04-05,7,Mid-season,0.8,39.4,31.5,16.1,12.9,25.7,4,7.0,26.1,0.0
2021-04-06,2021-04-12,7,Mid-season,0.8,40.0,32.0,30.7,24.6,26.0,4,7.0,26.1,0.0
2021-04-13,2021-04-19,7,Mid-season,0.8,41.0,32.8,2.8,2.2,30.6,5,7.0,32.6,0.0
2021-04-20,2021-04-26,7,Mid-season,0.8,36.9,29.5,10.0,8.0,21.5,3,8.0,22.4,0.0
2021-04-27,2021-05-03,7,Mid-season,0.8,43.1,34.5,10.2,8.2,26.4,4,7.5,28.0,0.0
2021-05-04,2021-05-10,7,Mid-season,0.8,41.9,33.5,15.5,12.4,22.6,4,6.5,24.2,0.0
2021-05-11,2021-05-17,7,Mid-season,0.8,42.6,34.0,23.8,19.0,24.7,4,7.0,26.1,0.0
2021-05-18,2021-05-24,7,Late,0.775,50.2,38.9,1.8,1.4,37.4,6,7.0,39.1,0.0
2021-05-25,2021-05-31,7,Late,0.717,41.6,30.0,20.9,16.7,24.1,4,6.5,24.2,0.0
