week_start,week_end,n_days_data,growth_stage,Kc_mean,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm,irr_days_week,hrs_per_day,capacity_mm,deficit_mm
2021-09-01,2021-09-07,7,Initial,0.6,33.6,20.1,10.0,8.0,13.9,2,7.5,14.0,0.0
2021-09-08,2021-09-14,7,Initial,0.6,32.6,19.6,18.6,14.9,9.8,2,5.5,10.3,0.0
2021-09-15,2021-09-21,7,Initial,0.6,33.0,19.8,21.3,17.0,9.7,2,5.5,10.3,0.0
2021-09-22,2021-09-28,7,Initial,0.6,28.7,17.2,20.7,16.6,11.4,2,6.5,12.1,0.0
2021-09-29,2021-10-05,7,Development,0.629,39.7,25.0,4.6,3.7,21.3,3,8.0,22.4,0.0
2021-10-06,2021-10-12,7,Development,0.724,29.3,21.1,19.1,15.3,12.6,2,7.0,13.0,0.0
2021-10-13,2021-10-19,7,Development,0.82,31.9,26.3,5.6,4.5,21.8,3,8.0,22.4,0.0
2021-10-20,2021-10-26,7,Development,0.916,24.5,22.4,26.5,21.2,10.3,2,6.0,11.2,0.0
2021-10-27,2021-11-02,7,Development,1.012,25.4,25.7,16.4,13.1,15.8,3,6.0,16.8,0.0
2021-11-03,2021-11-09,7,Development,1.109,26.0,28.8,15.3,12.2,20.7,3,7.5,21.0,0.0
2021-11-10,2021-11-16,7,Mid-season,1.15,20.6,23.8,35.4,28.3,17.5,3,6.5,18.2,0.0
2021-11-17,2021-11-23,7,Mid-season,1.15,22.1,25.4,24.0,19.2,14.6,2,8.0,14.9,0.0
2021-11-24,2021-11-30,7,Mid-season,1.15,22.9,26.3,1.7,1.4,25.0,4,7.0,26.1,0.0
2021-12-01,2021-12-07,7,Mid-season,1.15,21.8,25.0,6.7,5.4,21.0,3,8.0,22.4,0.0
2021-12-08,2021-12-14,7,Mid-season,1.15,24.0,27.6,4.7,3.8,23.9,4,6.5,24.2,0.0
2021-12-15,2021-12-21,7,Mid-season,1.144,25.2,28.8,16.7,13.4,17.0,3,6.5,18.2,0.0
2021-12-22,2021-12-28,7,Late,1.066,24.4,26.1,9.1,7.3,22.3,3,8.0,22.4,0.0
2021-12-29,2022-01-04,7,Late,0.968,23.4,22.7,4.1,3.3,19.4,3,7.0,19.6,0.0
2022-01-05,2022-01-11,7,Late,0.87,19.6,17.1,41.4,33.1,6.3,2,3.5,6.5,0.0
2022-01-12,2022-01-13,2,Late,0.807,5.2,4.2,18.4,14.7,0.0,0,0.0,0.0,0.0
