date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2020-09-01,1,Initial,0.6,6.67,4.0,0.0,0.0,4.0
2020-09-02,2,Initial,0.6,6.34,3.8,1.0,0.8,3.0
2020-09-03,3,Initial,0.6,6.42,3.85,1.2,0.96,2.89
2020-09-04,4,Initial,0.6,6.59,3.95,0.0,0.0,3.95
2020-09-05,5,Initial,0.6,5.47,3.28,1.1,0.88,2.4
2020-09-06,6,Initial,0.6,3.27,1.96,9.0,7.2,0.0
2020-09-07,7,Initial,0.6,4.11,2.47,7.9,6.32,0.0
2020-09-08,8,Initial,0.6,2.98,1.79,12.1,9.68,0.0
2020-09-09,9,Initial,0.6,3.11,1.87,0.7,0.56,1.31
2020-09-10,10,Initial,0.6,5.48,3.29,1.3,1.04,2.25
2020-09-11,11,Initial,0.6,1.19,0.71,55.2,44.16,0.0
2020-09-12,12,Initial,0.6,2.47,1.48,7.9,6.32,0.0
2020-09-13,13,Initial,0.6,4.51,2.71,2.6,2.08,0.63
2020-09-14,14,Initial,0.6,5.11,3.07,1.3,1.04,2.03
2020-09-15,15,Initial,0.6,5.41,3.25,0.1,0.08,3.17
2020-09-16,16,Initial,0.6,5.37,3.22,0.5,0.4,2.82
2020-09-17,17,Initial,0.6,4.01,2.41,2.6,2.08,0.33
2020-09-18,18,Initial,0.6,4.65,2.79,1.6,1.28,1.51
2020-09-19,19,Initial,0.6,5.34,3.2,0.9,0.72,2.48
2020-09-20,20,Initial,0.6,4.48,2.69,0.8,0.64,2.05
2020-09-21,21,Initial,0.6,2.96,1.78,9.9,7.92,0.0
2020-09-22,22,Initial,0.6,6.89,4.13,0.1,0.08,4.05
2020-09-23,23,Initial,0.6,6.29,3.77,0.4,0.32,3.45
2020-09-24,24,Initial,0.6,5.5,3.3,1.7,1.36,1.94
2020-09-25,25,Initial,0.6,3.21,1.93,17.0,13.6,0.0
2020-09-26,26,Initial,0.6,4.15,2.49,9.9,7.92,0.0
2020-09-27,27,Initial,0.6,3.9,2.34,5.0,4.0,0.0
2020-09-28,28,Initial,0.6,4.68,2.81,1.3,1.04,1.77
2020-09-29,29,Initial,0.6,4.94,2.96,1.7,1.36,1.6
2020-09-30,30,Initial,0.6,3.21,1.93,3.7,2.96,0.0
2020-10-01,31,Development,0.614,2.89,1.77,11.5,9.2,0.0
2020-10-02,32,Development,0.627,3.53,2.22,12.4,9.92,0.0
2020-10-03,33,Development,0.641,3.68,2.36,0.7,0.56,1.8
2020-10-04,34,Development,0.655,5.08,3.33,0.4,0.32,3.01
2020-10-05,35,Development,0.669,5.07,3.39,1.0,0.8,2.59
2020-10-06,36,Development,0.682,5.3,3.62,1.0,0.8,2.82
2020-10-07,37,Development,0.696,5.74,4.0,0.0,0.0,4.0
2020-10-08,38,Development,0.71,5.58,3.96,0.3,0.24,3.72
2020-10-09,39,Development,0.724,5.63,4.07,0.7,0.56,3.51
2020-10-10,40,Development,0.737,4.13,3.05,12.2,9.76,0.0
2020-10-11,41,Development,0.751,3.89,2.92,13.9,11.12,0.0
2020-10-12,42,Development,0.765,2.76,2.11,5.1,4.08,0.0
2020-10-13,43,Development,0.779,2.88,2.24,3.7,2.96,0.0
2020-10-14,44,Development,0.792,4.27,3.38,1.4,1.12,2.26
2020-10-15,45,Development,0.806,2.86,2.31,5.8,4.64,0.0
2020-10-16,46,Development,0.82,2.13,1.75,11.3,9.04,0.0
2020-10-17,47,Development,0.834,3.27,2.73,7.7,6.16,0.0
2020-10-18,48,Development,0.847,2.37,2.01,10.4,8.32,0.0
2020-10-19,49,Development,0.861,3.12,2.69,18.4,14.72,0.0
2020-10-20,50,Development,0.875,3.23,2.83,4.7,3.76,0.0
2020-10-21,51,Development,0.889,2.76,2.45,8.8,7.04,0.0
2020-10-22,52,Development,0.902,4.32,3.9,0.2,0.16,3.74
2020-10-23,53,Development,0.916,5.52,5.06,0.0,0.0,5.06
2020-10-24,54,Development,0.93,2.25,2.09,18.5,14.8,0.0
2020-10-25,55,Development,0.944,2.8,2.64,4.7,3.76,0.0
2020-10-26,56,Development,0.958,3.42,3.27,5.2,4.16,0.0
2020-10-27,57,Development,0.971,4.26,4.14,0.1,0.08,4.06
2020-10-28,58,Development,0.985,4.38,4.31,0.3,0.24,4.07
2020-10-29,59,Development,0.999,4.36,4.35,1.4,1.12,3.23
2020-10-30,60,Development,1.012,3.25,3.29,1.2,0.96,2.33
2020-10-31,61,Development,1.026,4.46,4.58,0.1,0.08,4.5
2020-11-01,62,Development,1.04,3.94,4.1,1.3,1.04,3.06
2020-11-02,63,Development,1.054,3.65,3.85,3.9,3.12,0.73
2020-11-03,64,Development,1.067,5.4,5.76,0.0,0.0,5.76
2020-11-04,65,Development,1.081,4.15,4.49,2.7,2.16,2.33
2020-11-05,66,Development,1.095,2.9,3.18,5.5,4.4,0.0
2020-11-06,67,Development,1.109,3.7,4.1,1.3,1.04,3.06
2020-11-07,68,Development,1.123,2.56,2.87,6.7,5.36,0.0
2020-11-08,69,Development,1.136,1.11,1.26,69.6,55.68,0.0
2020-11-09,70,Development,1.15,3.3,3.79,4.7,3.76,0.03
2020-11-10,71,Mid-season,1.15,3.18,3.66,4.0,3.2,0.46
2020-11-11,72,Mid-season,1.15,2.9,3.33,8.4,6.72,0.0
2020-11-12,73,Mid-season,1.15,3.63,4.17,1.6,1.28,2.89
2020-11-13,74,Mid-season,1.15,3.36,3.86,1.0,0.8,3.06
2020-11-14,75,Mid-season,1.15,3.53,4.06,1.2,0.96,3.1
2020-11-15,76,Mid-season,1.15,4.06,4.67,0.1,0.08,4.59
2020-11-16,77,Mid-season,1.15,3.43,3.94,0.4,0.32,3.62
2020-11-17,78,Mid-season,1.15,3.82,4.39,0.0,0.0,4.39
2020-11-18,79,Mid-season,1.15,4.12,4.74,1.2,0.96,3.78
2020-11-19,80,Mid-season,1.15,5.25,6.04,0.0,0.0,6.04
2020-11-20,81,Mid-season,1.15,4.79,5.51,0.5,0.4,5.11
2020-11-21,82,Mid-season,1.15,4.17,4.8,2.0,1.6,3.2
2020-11-22,83,Mid-season,1.15,3.61,4.15,1.6,1.28,2.87
2020-11-23,84,Mid-season,1.15,3.57,4.11,0.0,0.0,4.11
2020-11-24,85,Mid-season,1.15,3.34,3.84,2.5,2.0,1.84
2020-11-25,86,Mid-season,1.15,4.58,5.27,0.1,0.08,5.19
2020-11-26,87,Mid-season,1.15,4.36,5.01,0.0,0.0,5.01
2020-11-27,88,Mid-season,1.15,3.42,3.93,0.2,0.16,3.77
2020-11-28,89,Mid-season,1.15,2.48,2.85,0.7,0.56,2.29
2020-11-29,90,Mid-season,1.15,3.2,3.68,0.0,0.0,3.68
2020-11-30,91,Mid-season,1.15,3.76,4.32,0.0,0.0,4.32
2020-12-01,92,Mid-season,1.15,3.09,3.55,4.8,3.84,0.0
2020-12-02,93,Mid-season,1.15,4.45,5.12,0.0,0.0,5.12
2020-12-03,94,Mid-season,1.15,4.19,4.82,0.0,0.0,4.82
2020-12-04,95,Mid-season,1.15,3.46,3.98,0.0,0.0,3.98
2020-12-05,96,Mid-season,1.15,2.15,2.47,0.0,0.0,2.47
2020-12-06,97,Mid-season,1.15,2.67,3.07,0.0,0.0,3.07
2020-12-07,98,Mid-season,1.15,2.33,2.68,6.9,5.52,0.0
2020-12-08,99,Mid-season,1.15,3.86,4.44,0.0,0.0,4.44
2020-12-09,100,Mid-season,1.15,3.75,4.31,0.0,0.0,4.31
2020-12-10,101,Mid-season,1.15,3.12,3.59,0.0,0.0,3.59
2020-12-11,102,Mid-season,1.15,3.2,3.68,0.3,0.24,3.44
2020-12-12,103,Mid-season,1.15,3.42,3.93,0.3,0.24,3.69
2020-12-13,104,Mid-season,1.15,2.89,3.32,0.0,0.0,3.32
2020-12-14,105,Mid-season,1.15,2.9,3.33,0.7,0.56,2.77
2020-12-15,106,Mid-season,1.15,2.28,2.62,0.0,0.0,2.62
2020-12-16,107,Mid-season,1.15,3.09,3.55,0.2,0.16,3.39
2020-12-17,108,Mid-season,1.15,3.3,3.79,0.0,0.0,3.79
2020-12-18,109,Mid-season,1.15,2.94,3.38,0.0,0.0,3.38
2020-12-19,110,Mid-season,1.15,3.97,4.57,0.0,0.0,4.57
2020-12-20,111,Late,1.136,3.57,4.06,0.5,0.4,3.66
