date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2020-12-21,112,Late,1.122,3.02,3.39,0.2,0.16,3.23
2020-12-22,113,Late,1.108,4.23,4.69,0.0,0.0,4.69
2020-12-23,114,Late,1.094,3.96,4.33,0.2,0.16,4.17
2020-12-24,115,Late,1.08,3.79,4.09,0.6,0.48,3.61
2020-12-25,116,Late,1.066,2.52,2.69,3.9,3.12,0.0
2020-12-26,117,Late,1.052,3.62,3.81,0.0,0.0,3.81
2020-12-27,118,Late,1.038,3.71,3.85,0.2,0.16,3.69
2020-12-28,119,Late,1.024,3.9,3.99,0.7,0.56,3.43
2020-12-29,120,Late,1.01,4.6,4.65,0.0,0.0,4.65
2020-12-30,121,Late,0.996,4.72,4.7,0.2,0.16,4.54
2020-12-31,122,Late,0.982,4.11,4.04,0.0,0.0,4.04
2021-01-01,123,Late,0.968,3.7,3.58,0.3,0.24,3.34
2021-01-02,124,Late,0.954,3.92,3.74,0.0,0.0,3.74
2021-01-03,125,Late,0.94,3.69,3.47,0.0,0.0,3.47
2021-01-04,126,Late,0.926,2.83,2.62,0.0,0.0,2.62
2021-01-05,127,Late,0.912,3.19,2.91,0.1,0.08,2.83
2021-01-06,128,Late,0.898,3.26,2.93,0.0,0.0,2.93
2021-01-07,129,Late,0.884,3.4,3.01,0.0,0.0,3.01
2021-01-08,130,Late,0.87,2.17,1.89,2.7,2.16,0.0
2021-01-09,131,Late,0.856,3.26,2.79,0.0,0.0,2.79
2021-01-10,132,Late,0.842,3.51,2.96,0.0,0.0,2.96
2021-01-11,133,Late,0.828,3.21,2.66,0.0,0.0,2.66
2021-01-12,134,Late,0.814,1.74,1.42,2.6,2.08,0.0
2021-01-13,135,Late,0.8,3.04,2.43,0.4,0.32,2.11
