date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2019-10-10,40,Initial,0.3,4.18,1.25,3.5,2.8,0.0
2019-10-11,41,Initial,0.3,4.46,1.34,3.4,2.72,0.0
2019-10-12,42,Initial,0.3,2.82,0.85,6.5,5.2,0.0
2019-10-13,43,Initial,0.3,4.79,1.44,0.3,0.24,1.2
2019-10-14,44,Initial,0.3,4.98,1.49,0.0,0.0,1.49
2019-10-15,45,Initial,0.3,4.48,1.34,0.0,0.0,1.34
2019-10-16,46,Initial,0.3,4.39,1.32,0.6,0.48,0.84
2019-10-17,47,Initial,0.3,4.13,1.24,0.6,0.48,0.76
2019-10-18,48,Initial,0.3,3.38,1.01,1.0,0.8,0.21
2019-10-19,49,Initial,0.3,2.93,0.88,1.6,1.28,0.0
2019-10-20,50,Initial,0.3,3.98,1.19,5.8,4.64,0.0
2019-10-21,51,Initial,0.3,4.59,1.38,3.7,2.96,0.0
2019-10-22,52,Initial,0.3,4.62,1.39,0.0,0.0,1.39
2019-10-23,53,Initial,0.3,4.73,1.42,0.0,0.0,1.42
2019-10-24,54,Initial,0.3,5.0,1.5,0.6,0.48,1.02
2019-10-25,55,Initial,0.3,5.28,1.58,0.9,0.72,0.86
2019-10-26,56,Initial,0.3,3.86,1.16,4.9,3.92,0.0
2019-10-27,57,Initial,0.3,3.55,1.06,0.5,0.4,0.66
2019-10-28,58,Initial,0.3,4.59,1.38,0.4,0.32,1.06
2019-10-29,59,Initial,0.3,4.69,1.41,0.5,0.4,1.01
2019-10-30,60,Initial,0.3,4.83,1.45,0.3,0.24,1.21
2019-10-31,61,Development,0.306,4.58,1.4,2.4,1.92,0.0
2019-11-01,62,Development,0.311,4.06,1.26,2.5,2.0,0.0
2019-11-02,63,Development,0.317,4.33,1.37,0.3,0.24,1.13
2019-11-03,64,Development,0.322,4.4,1.42,0.5,0.4,1.02
2019-11-04,65,Development,0.328,4.83,1.58,0.4,0.32,1.26
2019-11-05,66,Development,0.333,4.63,1.54,0.2,0.16,1.38
2019-11-06,67,Development,0.339,4.37,1.48,1.2,0.96,0.52
2019-11-07,68,Development,0.344,4.28,1.47,2.0,1.6,0.0
2019-11-08,69,Development,0.35,3.47,1.21,3.1,2.48,0.0
2019-11-09,70,Development,0.356,3.02,1.07,1.1,0.88,0.19
2019-11-10,71,Development,0.361,5.09,1.84,0.0,0.0,1.84
2019-11-11,72,Development,0.367,5.51,2.02,0.0,0.0,2.02
2019-11-12,73,Development,0.372,3.22,1.2,0.1,0.08,1.12
2019-11-13,74,Development,0.378,3.34,1.26,0.1,0.08,1.18
2019-11-14,75,Development,0.383,3.63,1.39,1.0,0.8,0.59
2019-11-15,76,Development,0.389,3.91,1.52,0.0,0.0,1.52
2019-11-16,77,Development,0.394,3.54,1.4,6.3,5.04,0.0
2019-11-17,78,Development,0.4,3.64,1.46,0.0,0.0,1.46
2019-11-18,79,Development,0.406,2.92,1.18,0.0,0.0,1.18
2019-11-19,80,Development,0.411,3.32,1.36,0.0,0.0,1.36
2019-11-20,81,Development,0.417,3.69,1.54,0.0,0.0,1.54
2019-11-21,82,Development,0.422,5.24,2.21,0.0,0.0,2.21
2019-11-22,83,Development,0.428,4.64,1.98,0.2,0.16,1.82
2019-11-23,84,Development,0.433,3.83,1.66,0.0,0.0,1.66
2019-11-24,85,Development,0.439,3.68,1.62,0.0,0.0,1.62
2019-11-25,86,Development,0.444,3.34,1.48,0.0,0.0,1.48
2019-11-26,87,Development,0.45,3.54,1.59,0.0,0.0,1.59
2019-11-27,88,Development,0.456,3.54,1.61,0.5,0.4,1.21
2019-11-28,89,Development,0.461,3.96,1.83,0.1,0.08,1.75
2019-11-29,90,Development,0.467,4.12,1.92,0.0,0.0,1.92
2019-11-30,91,Development,0.472,4.0,1.89,0.0,0.0,1.89
2019-12-01,92,Development,0.478,3.77,1.8,0.1,0.08,1.72
2019-12-02,93,Development,0.483,3.82,1.85,0.6,0.48,1.37
2019-12-03,94,Development,0.489,3.6,1.76,0.2,0.16,1.6
2019-12-04,95,Development,0.494,3.83,1.89,0.0,0.0,1.89
2019-12-05,96,Development,0.5,3.17,1.58,0.1,0.08,1.5
2019-12-06,97,Development,0.506,3.52,1.78,0.0,0.0,1.78
2019-12-07,98,Development,0.511,3.1,1.58,0.0,0.0,1.58
2019-12-08,99,Development,0.517,3.66,1.89,0.1,0.08,1.81
2019-12-09,100,Development,0.522,3.41,1.78,0.1,0.08,1.7
2019-12-10,101,Development,0.528,3.45,1.82,1.0,0.8,1.02
2019-12-11,102,Development,0.533,3.32,1.77,0.8,0.64,1.13
2019-12-12,103,Development,0.539,4.03,2.17,0.7,0.56,1.61
2019-12-13,104,Development,0.544,2.39,1.3,8.7,6.96,0.0
2019-12-14,105,Development,0.55,3.52,1.94,4.4,3.52,0.0
2019-12-15,106,Development,0.556,3.21,1.78,1.6,1.28,0.5
2019-12-16,107,Development,0.561,3.29,1.85,1.1,0.88,0.97
2019-12-17,108,Development,0.567,3.71,2.1,0.6,0.48,1.62
2019-12-18,109,Development,0.572,3.11,1.78,2.4,1.92,0.0
2019-12-19,110,Development,0.578,2.02,1.17,37.4,29.92,0.0
2019-12-20,111,Development,0.583,2.49,1.45,3.4,2.72,0.0
2019-12-21,112,Development,0.589,3.8,2.24,0.5,0.4,1.84
2019-12-22,113,Development,0.594,3.41,2.03,1.5,1.2,0.83
2019-12-23,114,Development,0.6,1.49,0.89,18.3,14.64,0.0
2019-12-24,115,Development,0.606,3.47,2.1,0.3,0.24,1.86
2019-12-25,116,Development,0.611,3.61,2.21,0.5,0.4,1.81
2019-12-26,117,Development,0.617,3.18,1.96,2.1,1.68,0.28
2019-12-27,118,Development,0.622,3.13,1.95,2.3,1.84,0.11
2019-12-28,119,Development,0.628,2.37,1.49,4.0,3.2,0.0
2019-12-29,120,Development,0.633,3.4,2.15,0.1,0.08,2.07
2019-12-30,121,Development,0.639,2.9,1.85,1.4,1.12,0.73
2019-12-31,122,Development,0.644,2.78,1.79,2.5,2.0,0.0
2020-01-01,123,Development,0.65,2.72,1.77,0.9,0.72,1.05
2020-01-02,124,Development,0.656,3.5,2.29,0.0,0.0,2.29
2020-01-03,125,Development,0.661,3.48,2.3,0.0,0.0,2.3
2020-01-04,126,Development,0.667,3.57,2.38,0.0,0.0,2.38
2020-01-05,127,Development,0.672,4.15,2.79,0.3,0.24,2.55
2020-01-06,128,Development,0.678,4.0,2.71,0.0,0.0,2.71
2020-01-07,129,Development,0.683,2.96,2.02,0.0,0.0,2.02
2020-01-08,130,Development,0.689,4.54,3.13,0.0,0.0,3.13
2020-01-09,131,Development,0.694,5.47,3.8,0.0,0.0,3.8
2020-01-10,132,Development,0.7,4.21,2.95,2.2,1.76,1.19
2020-01-11,133,Development,0.706,3.97,2.8,0.4,0.32,2.48
2020-01-12,134,Development,0.711,3.71,2.64,3.2,2.56,0.08
2020-01-13,135,Development,0.717,3.94,2.82,1.2,0.96,1.86
2020-01-14,136,Development,0.722,4.16,3.0,0.7,0.56,2.44
2020-01-15,137,Development,0.728,4.43,3.22,0.0,0.0,3.22
2020-01-16,138,Development,0.733,4.15,3.04,0.0,0.0,3.04
2020-01-17,139,Development,0.739,3.53,2.61,2.2,1.76,0.85
2020-01-18,140,Development,0.744,5.04,3.75,0.0,0.0,3.75
2020-01-19,141,Development,0.75,3.65,2.74,0.0,0.0,2.74
2020-01-20,142,Development,0.756,3.08,2.33,0.3,0.24,2.09
2020-01-21,143,Development,0.761,3.9,2.97,0.1,0.08,2.89
2020-01-22,144,Development,0.767,4.48,3.43,0.0,0.0,3.43
2020-01-23,145,Development,0.772,4.21,3.25,0.3,0.24,3.01
2020-01-24,146,Development,0.778,3.48,2.71,0.7,0.56,2.15
2020-01-25,147,Development,0.783,3.11,2.44,0.6,0.48,1.96
2020-01-26,148,Development,0.789,2.48,1.96,0.0,0.0,1.96
2020-01-27,149,Development,0.794,2.54,2.02,1.0,0.8,1.22
2020-01-28,150,Development,0.8,2.05,1.64,12.0,9.6,0.0
2020-01-29,151,Mid-season,0.8,3.74,2.99,0.0,0.0,2.99
2020-01-30,152,Mid-season,0.8,3.16,2.53,2.0,1.6,0.93
2020-01-31,153,Mid-season,0.8,2.72,2.18,0.6,0.48,1.7
2020-02-01,154,Mid-season,0.8,3.35,2.68,2.1,1.68,1.0
2020-02-02,155,Mid-season,0.8,4.38,3.5,0.4,0.32,3.18
2020-02-03,156,Mid-season,0.8,3.34,2.67,0.0,0.0,2.67
2020-02-04,157,Mid-season,0.8,4.0,3.2,0.0,0.0,3.2
2020-02-05,158,Mid-season,0.8,4.08,3.26,0.1,0.08,3.18
2020-02-06,159,Mid-season,0.8,4.78,3.82,0.0,0.0,3.82
2020-02-07,160,Mid-season,0.8,3.6,2.88,2.5,2.0,0.88
2020-02-08,161,Mid-season,0.8,3.26,2.61,0.2,0.16,2.45
2020-02-09,162,Mid-season,0.8,3.63,2.9,1.7,1.36,1.54
2020-02-10,163,Mid-season,0.8,4.33,3.46,1.6,1.28,2.18
2020-02-11,164,Mid-season,0.8,3.83,3.06,1.1,0.88,2.18
2020-02-12,165,Mid-season,0.8,4.18,3.34,0.2,0.16,3.18
2020-02-13,166,Mid-season,0.8,4.89,3.91,0.0,0.0,3.91
2020-02-14,167,Mid-season,0.8,3.97,3.18,4.8,3.84,0.0
2020-02-15,168,Mid-season,0.8,3.89,3.11,0.2,0.16,2.95
2020-02-16,169,Mid-season,0.8,4.61,3.69,0.0,0.0,3.69
2020-02-17,170,Mid-season,0.8,4.45,3.56,0.0,0.0,3.56
2020-02-18,171,Mid-season,0.8,4.25,3.4,0.6,0.48,2.92
2020-02-19,172,Mid-season,0.8,4.31,3.45,2.0,1.6,1.85
2020-02-20,173,Mid-season,0.8,4.85,3.88,0.4,0.32,3.56
2020-02-21,174,Mid-season,0.8,4.29,3.43,1.3,1.04,2.39
2020-02-22,175,Mid-season,0.8,5.22,4.18,1.4,1.12,3.06
2020-02-23,176,Mid-season,0.8,5.98,4.78,0.0,0.0,4.78
2020-02-24,177,Mid-season,0.8,5.13,4.1,0.0,0.0,4.1
2020-02-25,178,Mid-season,0.8,5.09,4.07,0.3,0.24,3.83
2020-02-26,179,Mid-season,0.8,4.57,3.66,2.4,1.92,1.74
2020-02-27,180,Mid-season,0.8,3.29,2.63,4.2,3.36,0.0
2020-02-28,181,Mid-season,0.8,3.96,3.17,0.0,0.0,3.17
2020-03-01,183,Mid-season,0.8,6.0,4.8,0.0,0.0,4.8
2020-03-02,184,Mid-season,0.8,6.1,4.88,0.0,0.0,4.88
2020-03-03,185,Mid-season,0.8,4.43,3.54,0.3,0.24,3.3
2020-03-04,186,Mid-season,0.8,4.86,3.89,0.0,0.0,3.89
2020-03-05,187,Mid-season,0.8,4.72,3.78,0.0,0.0,3.78
2020-03-06,188,Mid-season,0.8,4.66,3.73,1.0,0.8,2.93
2020-03-07,189,Mid-season,0.8,5.75,4.6,0.0,0.0,4.6
2020-03-08,190,Mid-season,0.8,6.44,5.15,0.1,0.08,5.07
2020-03-09,191,Mid-season,0.8,6.69,5.35,0.2,0.16,5.19
2020-03-10,192,Mid-season,0.8,6.17,4.94,0.3,0.24,4.7
2020-03-11,193,Mid-season,0.8,4.99,3.99,1.5,1.2,2.79
2020-03-12,194,Mid-season,0.8,5.09,4.07,0.0,0.0,4.07
2020-03-13,195,Mid-season,0.8,4.71,3.77,2.4,1.92,1.85
2020-03-14,196,Mid-season,0.8,5.27,4.22,0.6,0.48,3.74
2020-03-15,197,Mid-season,0.8,5.26,4.21,0.0,0.0,4.21
2020-03-16,198,Mid-season,0.8,5.42,4.34,0.0,0.0,4.34
2020-03-17,199,Mid-season,0.8,5.35,4.28,0.0,0.0,4.28
2020-03-18,200,Mid-season,0.8,5.41,4.33,0.0,0.0,4.33
2020-03-19,201,Mid-season,0.8,6.15,4.92,0.0,0.0,4.92
2020-03-20,202,Mid-season,0.8,6.18,4.94,0.4,0.32,4.62
2020-03-21,203,Mid-season,0.8,6.3,5.04,0.0,0.0,5.04
2020-03-22,204,Mid-season,0.8,5.77,4.62,0.1,0.08,4.54
2020-03-23,205,Mid-season,0.8,5.48,4.38,0.0,0.0,4.38
2020-03-24,206,Mid-season,0.8,4.59,3.67,0.0,0.0,3.67
2020-03-25,207,Mid-season,0.8,4.98,3.98,0.4,0.32,3.66
2020-03-26,208,Mid-season,0.8,3.9,3.12,1.5,1.2,1.92
2020-03-27,209,Mid-season,0.8,5.63,4.5,0.0,0.0,4.5
2020-03-28,210,Mid-season,0.8,6.18,4.94,0.0,0.0,4.94
2020-03-29,211,Mid-season,0.8,6.15,4.92,0.0,0.0,4.92
2020-03-30,212,Mid-season,0.8,5.66,4.53,0.0,0.0,4.53
2020-03-31,213,Mid-season,0.8,5.73,4.58,0.0,0.0,4.58
2020-04-01,214,Mid-season,0.8,5.0,4.0,2.2,1.76,2.24
2020-04-02,215,Mid-season,0.8,5.88,4.7,0.0,0.0,4.7
2020-04-03,216,Mid-season,0.8,5.44,4.35,0.0,0.0,4.35
2020-04-04,217,Mid-season,0.8,5.45,4.36,0.0,0.0,4.36
2020-04-05,218,Mid-season,0.8,5.46,4.37,0.0,0.0,4.37
2020-04-06,219,Mid-season,0.8,3.31,2.65,4.9,3.92,0.0
2020-04-07,220,Mid-season,0.8,5.2,4.16,2.6,2.08,2.08
2020-04-08,221,Mid-season,0.8,4.08,3.26,2.2,1.76,1.5
2020-04-09,222,Mid-season,0.8,5.53,4.42,0.0,0.0,4.42
2020-04-10,223,Mid-season,0.8,5.41,4.33,0.0,0.0,4.33
2020-04-11,224,Mid-season,0.8,4.53,3.62,5.5,4.4,0.0
2020-04-12,225,Mid-season,0.8,5.8,4.64,1.6,1.28,3.36
2020-04-13,226,Mid-season,0.8,6.2,4.96,0.4,0.32,4.64
2020-04-14,227,Mid-season,0.8,5.88,4.7,0.3,0.24,4.46
2020-04-15,228,Mid-season,0.8,6.61,5.29,0.0,0.0,5.29
2020-04-16,229,Mid-season,0.8,5.71,4.57,5.2,4.16,0.41
2020-04-17,230,Mid-season,0.8,5.36,4.29,1.6,1.28,3.01
2020-04-18,231,Mid-season,0.8,5.85,4.68,1.6,1.28,3.4
2020-04-19,232,Mid-season,0.8,4.24,3.39,3.6,2.88,0.51
2020-04-20,233,Mid-season,0.8,6.61,5.29,0.1,0.08,5.21
2020-04-21,234,Mid-season,0.8,5.53,4.42,3.8,3.04,1.38
2020-04-22,235,Mid-season,0.8,6.48,5.18,0.7,0.56,4.62
2020-04-23,236,Mid-season,0.8,7.35,5.88,0.0,0.0,5.88
2020-04-24,237,Mid-season,0.8,5.75,4.6,4.7,3.76,0.84
2020-04-25,238,Mid-season,0.8,4.41,3.53,4.2,3.36,0.17
2020-04-26,239,Mid-season,0.8,4.07,3.26,4.6,3.68,0.0
2020-04-27,240,Mid-season,0.8,5.27,4.22,2.2,1.76,2.46
2020-04-28,241,Mid-season,0.8,6.34,5.07,0.0,0.0,5.07
2020-04-29,242,Mid-season,0.8,5.95,4.76,1.4,1.12,3.64
2020-04-30,243,Mid-season,0.8,4.47,3.58,10.5,8.4,0.0
2020-05-01,244,Mid-season,0.8,4.63,3.7,1.1,0.88,2.82
2020-05-02,245,Mid-season,0.8,6.31,5.05,0.0,0.0,5.05
2020-05-03,246,Mid-season,0.8,6.76,5.41,0.0,0.0,5.41
2020-05-04,247,Mid-season,0.8,6.12,4.9,0.0,0.0,4.9
2020-05-05,248,Mid-season,0.8,6.19,4.95,0.0,0.0,4.95
2020-05-06,249,Mid-season,0.8,5.78,4.62,2.2,1.76,2.86
2020-05-07,250,Mid-season,0.8,6.31,5.05,0.4,0.32,4.73
2020-05-08,251,Mid-season,0.8,6.91,5.53,0.0,0.0,5.53
2020-05-09,252,Mid-season,0.8,4.99,3.99,0.3,0.24,3.75
2020-05-10,253,Mid-season,0.8,2.06,1.65,71.0,56.8,0.0
2020-05-11,254,Mid-season,0.8,2.67,2.14,15.0,12.0,0.0
2020-05-12,255,Mid-season,0.8,6.06,4.85,0.1,0.08,4.77
2020-05-13,256,Mid-season,0.8,5.01,4.01,1.1,0.88,3.13
2020-05-14,257,Mid-season,0.8,2.82,2.26,32.0,25.6,0.0
2020-05-15,258,Mid-season,0.8,3.25,2.6,32.4,25.92,0.0
2020-05-16,259,Mid-season,0.8,4.84,3.87,7.9,6.32,0.0
2020-05-17,260,Mid-season,0.8,5.24,4.19,1.2,0.96,3.23
2020-05-18,261,Late,0.792,3.67,2.91,3.1,2.48,0.43
2020-05-19,262,Late,0.783,4.8,3.76,7.5,6.0,0.0
2020-05-20,263,Late,0.775,4.62,3.58,2.4,1.92,1.66
2020-05-21,264,Late,0.767,5.05,3.87,8.8,7.04,0.0
2020-05-22,265,Late,0.758,5.95,4.51,0.3,0.24,4.27
2020-05-23,266,Late,0.75,3.97,2.98,3.5,2.8,0.18
2020-05-24,267,Late,0.742,1.72,1.28,39.0,31.2,0.0
2020-05-25,268,Late,0.733,2.46,1.8,18.9,15.12,0.0
2020-05-26,269,Late,0.725,4.05,2.94,5.6,4.48,0.0
2020-05-27,270,Late,0.717,4.51,3.23,2.8,2.24,0.99
2020-05-28,271,Late,0.708,5.69,4.03,0.9,0.72,3.31
2020-05-29,272,Late,0.7,5.83,4.08,0.5,0.4,3.68
2020-05-30,273,Late,0.692,6.43,4.45,0.4,0.32,4.13
2020-05-31,274,Late,0.683,5.85,4.0,1.4,1.12,2.88
