date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2018-12-15,106,Mid-season,1.15,3.86,4.44,0.1,0.08,4.36
2018-12-16,107,Mid-season,1.15,3.05,3.51,0.9,0.72,2.79
2018-12-17,108,Mid-season,1.15,3.08,3.54,0.2,0.16,3.38
2018-12-18,109,Mid-season,1.15,3.01,3.46,0.0,0.0,3.46
2018-12-19,110,Mid-season,1.15,3.05,3.51,0.0,0.0,3.51
2018-12-20,111,Late,1.136,4.61,5.24,0.0,0.0,5.24
2018-12-21,112,Late,1.122,3.87,4.34,18.3,14.64,0.0
2018-12-22,113,Late,1.108,3.85,4.27,0.0,0.0,4.27
2018-12-23,114,Late,1.094,2.87,3.14,0.0,0.0,3.14
2018-12-24,115,Late,1.08,3.69,3.99,0.0,0.0,3.99
2018-12-25,116,Late,1.066,3.35,3.57,0.1,0.08,3.49
2018-12-26,117,Late,1.052,3.95,4.16,4.0,3.2,0.96
2018-12-27,118,Late,1.038,3.43,3.56,2.9,2.32,1.24
2018-12-28,119,Late,1.024,2.91,2.98,3.6,2.88,0.1
2018-12-29,120,Late,1.01,3.39,3.42,0.0,0.0,3.42
2018-12-30,121,Late,0.996,4.11,4.09,0.0,0.0,4.09
2018-12-31,122,Late,0.982,3.28,3.22,0.3,0.24,2.98
2019-01-01,123,Late,0.968,4.08,3.95,0.0,0.0,3.95
2019-01-02,124,Late,0.954,3.63,3.46,0.4,0.32,3.14
2019-01-03,125,Late,0.94,3.86,3.63,0.0,0.0,3.63
2019-01-04,126,Late,0.926,3.56,3.3,0.1,0.08,3.22
2019-01-05,127,Late,0.912,2.77,2.53,0.7,0.56,1.97
2019-01-06,128,Late,0.898,3.35,3.01,0.0,0.0,3.01
2019-01-07,129,Late,0.884,3.9,3.45,0.0,0.0,3.45
2019-01-08,130,Late,0.87,3.03,2.64,0.9,0.72,1.92
2019-01-09,131,Late,0.856,3.47,2.97,0.0,0.0,2.97
2019-01-10,132,Late,0.842,3.95,3.33,0.0,0.0,3.33
2019-01-11,133,Late,0.828,4.17,3.45,0.0,0.0,3.45
2019-01-12,134,Late,0.814,4.03,3.28,0.8,0.64,2.64
2019-01-13,135,Late,0.8,3.02,2.42,2.7,2.16,0.26
