date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm,irr_target_mm,swd_mm
2023-11-01,62,Development,0.311,4.29,1.33,1.6,1.28,0.05,0.0,1.07
2023-11-02,63,Development,0.317,3.64,1.15,3.6,2.88,0.0,0.0,0.0
2023-11-03,64,Development,0.322,2.75,0.89,7.3,5.84,0.0,0.0,0.0
2023-11-04,65,Development,0.328,2.67,0.88,7.0,5.6,0.0,0.0,0.0
2023-11-05,66,Development,0.333,3.45,1.15,0.2,0.16,0.99,0.0,0.99
2023-11-06,67,Development,0.339,4.48,1.52,0.0,0.0,1.52,2.51,0.0
2023-11-07,68,Development,0.344,4.12,1.42,0.6,0.48,0.94,0.0,0.94
2023-11-08,69,Development,0.35,4.28,1.5,0.0,0.0,1.5,0.0,2.44
2023-11-09,70,Development,0.356,4.26,1.51,0.0,0.0,1.51,3.95,0.0
2023-11-10,71,Development,0.361,4.46,1.61,0.4,0.32,1.29,0.0,1.29
2023-11-11,72,Development,0.367,5.07,1.86,0.0,0.0,1.86,0.0,3.15
2023-11-12,73,Development,0.372,4.41,1.64,0.0,0.0,1.64,0.0,4.79
2023-11-13,74,Development,0.378,4.22,1.59,0.0,0.0,1.59,6.38,0.0
2023-11-14,75,Development,0.383,4.45,1.71,0.2,0.16,1.55,0.0,1.55
2023-11-15,76,Development,0.389,3.29,1.28,18.8,15.04,0.0,0.0,0.0
2023-11-16,77,Development,0.394,2.55,1.01,45.7,36.56,0.0,0.0,0.0
2023-11-17,78,Development,0.4,2.19,0.88,5.0,4.0,0.0,0.0,0.0
2023-11-18,79,Development,0.406,3.25,1.32,0.4,0.32,1.0,0.0,1.0
2023-11-19,80,Development,0.411,3.76,1.55,0.3,0.24,1.31,0.0,2.31
2023-11-20,81,Development,0.417,3.92,1.63,0.6,0.48,1.15,3.46,0.0
2023-11-21,82,Development,0.422,4.68,1.98,0.0,0.0,1.98,0.0,1.98
2023-11-22,83,Development,0.428,3.67,1.57,0.0,0.0,1.57,0.0,3.55
2023-11-23,84,Development,0.433,2.92,1.27,0.0,0.0,1.27,4.82,0.0
2023-11-24,85,Development,0.439,3.19,1.4,0.0,0.0,1.4,0.0,1.4
2023-11-25,86,Development,0.444,3.33,1.48,0.5,0.4,1.08,0.0,2.48
2023-11-26,87,Development,0.45,2.94,1.32,1.7,1.36,0.0,0.0,2.44
2023-11-27,88,Development,0.456,3.18,1.45,0.9,0.72,0.73,3.17,0.0
2023-11-28,89,Development,0.461,3.71,1.71,0.5,0.4,1.31,0.0,1.31
2023-11-29,90,Development,0.467,3.76,1.75,0.0,0.0,1.75,0.0,3.06
2023-11-30,91,Development,0.472,4.06,1.92,0.0,0.0,1.92,4.98,0.0
2023-12-01,92,Development,0.478,3.22,1.54,1.0,0.8,0.74,0.0,0.74
2023-12-02,93,Development,0.483,3.29,1.59,0.0,0.0,1.59,0.0,2.33
2023-12-03,94,Development,0.489,3.14,1.54,0.0,0.0,1.54,0.0,3.87
2023-12-04,95,Development,0.494,2.97,1.47,0.0,0.0,1.47,5.34,0.0
2023-12-05,96,Development,0.5,2.41,1.21,0.0,0.0,1.21,0.0,1.21
2023-12-06,97,Development,0.506,4.02,2.03,0.1,0.08,1.95,0.0,3.16
2023-12-07,98,Development,0.511,4.76,2.43,0.0,0.0,2.43,5.59,0.0
2023-12-08,99,Development,0.517,4.44,2.29,0.0,0.0,2.29,0.0,2.29
2023-12-09,100,Development,0.522,4.53,2.37,0.0,0.0,2.37,0.0,4.66
2023-12-10,101,Development,0.528,2.97,1.57,6.1,4.88,0.0,0.0,1.35
2023-12-11,102,Development,0.533,2.48,1.32,7.7,6.16,0.0,0.0,0.0
2023-12-12,103,Development,0.539,2.33,1.26,2.4,1.92,0.0,0.0,0.0
2023-12-13,104,Development,0.544,2.18,1.19,12.3,9.84,0.0,0.0,0.0
2023-12-14,105,Development,0.55,2.35,1.29,12.8,10.24,0.0,0.0,0.0
2023-12-15,106,Development,0.556,2.34,1.3,16.4,13.12,0.0,0.0,0.0
2023-12-16,107,Development,0.561,1.86,1.04,21.8,17.44,0.0,0.0,0.0
2023-12-17,108,Development,0.567,2.41,1.37,33.1,26.48,0.0,0.0,0.0
2023-12-18,109,Development,0.572,3.35,1.92,0.0,0.0,1.92,1.92,0.0
2023-12-19,110,Development,0.578,4.2,2.43,0.0,0.0,2.43,0.0,2.43
2023-12-20,111,Development,0.583,4.01,2.34,0.4,0.32,2.02,0.0,4.45
2023-12-21,112,Development,0.589,3.52,2.07,0.8,0.64,1.43,5.88,0.0
2023-12-22,113,Development,0.594,3.1,1.84,1.4,1.12,0.72,0.0,0.72
2023-12-23,114,Development,0.6,3.1,1.86,1.8,1.44,0.42,0.0,1.14
2023-12-24,115,Development,0.606,2.93,1.77,0.4,0.32,1.45,0.0,2.59
2023-12-25,116,Development,0.611,3.03,1.85,0.2,0.16,1.69,4.28,0.0
2023-12-26,117,Development,0.617,2.0,1.23,4.7,3.76,0.0,0.0,0.0
2023-12-27,118,Development,0.622,2.54,1.58,0.0,0.0,1.58,0.0,1.58
2023-12-28,119,Development,0.628,1.29,0.81,9.8,7.84,0.0,0.0,0.0
2023-12-29,120,Development,0.633,2.36,1.49,0.0,0.0,1.49,0.0,1.49
2023-12-30,121,Development,0.639,2.01,1.28,3.2,2.56,0.0,0.0,0.21
2023-12-31,122,Development,0.644,3.41,2.2,0.1,0.08,2.12,0.0,2.33
2024-01-01,123,Development,0.65,2.06,1.34,0.0,0.0,1.34,3.67,0.0
2024-01-02,124,Development,0.656,1.65,1.08,0.0,0.0,1.08,0.0,1.08
2024-01-03,125,Development,0.661,1.74,1.15,0.0,0.0,1.15,0.0,2.23
2024-01-04,126,Development,0.667,2.2,1.47,0.0,0.0,1.47,3.7,0.0
2024-01-05,127,Development,0.672,1.48,0.99,0.6,0.48,0.51,0.0,0.51
2024-01-06,128,Development,0.678,1.7,1.15,0.9,0.72,0.43,0.0,0.94
2024-01-07,129,Development,0.683,2.4,1.64,1.5,1.2,0.44,0.0,1.38
2024-01-08,130,Development,0.689,1.08,0.74,0.0,0.0,0.74,2.12,0.0
2024-01-09,131,Development,0.694,1.83,1.27,0.9,0.72,0.55,0.0,0.55
2024-01-10,132,Development,0.7,1.63,1.14,1.9,1.52,0.0,0.0,0.17
2024-01-11,133,Development,0.706,1.25,0.88,15.0,12.0,0.0,0.0,0.0
2024-01-12,134,Development,0.711,2.55,1.81,0.0,0.0,1.81,0.0,1.81
2024-01-13,135,Development,0.717,2.68,1.92,0.3,0.24,1.68,0.0,3.49
2024-01-14,136,Development,0.722,1.49,1.08,4.1,3.28,0.0,0.0,1.29
2024-01-15,137,Development,0.728,1.99,1.45,0.3,0.24,1.21,2.5,0.0
2024-01-16,138,Development,0.733,2.66,1.95,0.0,0.0,1.95,0.0,1.95
2024-01-17,139,Development,0.739,1.14,0.84,9.2,7.36,0.0,0.0,0.0
2024-01-18,140,Development,0.744,2.63,1.96,3.2,2.56,0.0,0.0,0.0
2024-01-19,141,Development,0.75,2.17,1.63,0.5,0.4,1.23,0.0,1.23
2024-01-20,142,Development,0.756,1.09,0.82,0.6,0.48,0.34,0.0,1.57
2024-01-21,143,Development,0.761,1.71,1.3,0.0,0.0,1.3,0.0,2.87
2024-01-22,144,Development,0.767,1.75,1.34,0.0,0.0,1.34,4.21,0.0
2024-01-23,145,Development,0.772,2.36,1.82,0.0,0.0,1.82,0.0,1.82
2024-01-24,146,Development,0.778,2.66,2.07,0.0,0.0,2.07,0.0,3.89
2024-01-25,147,Development,0.783,2.41,1.89,0.0,0.0,1.89,5.78,0.0
2024-01-26,148,Development,0.789,2.63,2.07,0.6,0.48,1.59,0.0,1.59
2024-01-27,149,Development,0.794,2.58,2.05,1.4,1.12,0.93,0.0,2.52
2024-01-28,150,Development,0.8,2.74,2.19,0.1,0.08,2.11,0.0,4.63
2024-01-29,151,Mid-season,0.8,2.28,1.82,0.9,0.72,1.1,5.73,0.0
2024-01-30,152,Mid-season,0.8,1.32,1.06,0.0,0.0,1.06,0.0,1.06
2024-01-31,153,Mid-season,0.8,1.99,1.59,0.6,0.48,1.11,0.0,2.17
2024-02-01,154,Mid-season,0.8,1.93,1.54,0.0,0.0,1.54,3.71,0.0
2024-02-02,155,Mid-season,0.8,1.85,1.48,0.0,0.0,1.48,0.0,1.48
2024-02-03,156,Mid-season,0.8,2.05,1.64,0.0,0.0,1.64,0.0,3.12
2024-02-04,157,Mid-season,0.8,1.65,1.32,8.1,6.48,0.0,0.0,0.0
2024-02-05,158,Mid-season,0.8,2.31,1.85,20.8,16.64,0.0,0.0,0.0
2024-02-06,159,Mid-season,0.8,1.59,1.27,3.7,2.96,0.0,0.0,0.0
2024-02-07,160,Mid-season,0.8,2.46,1.97,0.5,0.4,1.57,0.0,1.57
2024-02-08,161,Mid-season,0.8,2.56,2.05,0.0,0.0,2.05,3.62,0.0
2024-02-09,162,Mid-season,0.8,2.43,1.94,0.0,0.0,1.94,0.0,1.94
2024-02-10,163,Mid-season,0.8,2.46,1.97,0.0,0.0,1.97,0.0,3.91
2024-02-11,164,Mid-season,0.8,2.82,2.26,0.0,0.0,2.26,0.0,6.17
2024-02-12,165,Mid-season,0.8,2.39,1.91,0.1,0.08,1.83,8.0,0.0
2024-02-13,166,Mid-season,0.8,2.55,2.04,1.6,1.28,0.76,0.0,0.76
2024-02-14,167,Mid-season,0.8,3.06,2.45,0.0,0.0,2.45,0.0,3.21
2024-02-15,168,Mid-season,0.8,2.88,2.3,0.0,0.0,2.3,5.51,0.0
2024-02-16,169,Mid-season,0.8,2.59,2.07,0.2,0.16,1.91,0.0,1.91
2024-02-17,170,Mid-season,0.8,3.19,2.55,0.0,0.0,2.55,0.0,4.46
2024-02-18,171,Mid-season,0.8,2.62,2.1,1.6,1.28,0.82,0.0,5.28
2024-02-19,172,Mid-season,0.8,1.4,1.12,5.5,4.4,0.0,2.0,0.0
2024-02-20,173,Mid-season,0.8,3.13,2.5,0.0,0.0,2.5,0.0,2.5
2024-02-21,174,Mid-season,0.8,2.77,2.22,0.0,0.0,2.22,0.0,4.72
2024-02-22,175,Mid-season,0.8,3.18,2.54,0.0,0.0,2.54,7.26,0.0
2024-02-23,176,Mid-season,0.8,2.77,2.22,0.0,0.0,2.22,0.0,2.22
2024-02-24,177,Mid-season,0.8,1.64,1.31,2.2,1.76,0.0,0.0,1.77
2024-02-25,178,Mid-season,0.8,3.14,2.51,0.0,0.0,2.51,0.0,4.28
2024-02-26,179,Mid-season,0.8,3.11,2.49,0.0,0.0,2.49,6.77,0.0
2024-02-27,180,Mid-season,0.8,3.21,2.57,0.0,0.0,2.57,0.0,2.57
2024-02-28,181,Mid-season,0.8,3.48,2.78,0.0,0.0,2.78,0.0,5.35
2024-03-01,183,Mid-season,0.8,2.49,1.99,0.4,0.32,1.67,0.0,7.02
2024-03-02,184,Mid-season,0.8,2.77,2.22,1.0,0.8,1.42,0.0,8.44
2024-03-03,185,Mid-season,0.8,2.18,1.74,3.8,3.04,0.0,0.0,7.14
2024-03-04,186,Mid-season,0.8,2.44,1.95,2.0,1.6,0.35,7.49,0.0
2024-03-05,187,Mid-season,0.8,3.1,2.48,1.7,1.36,1.12,0.0,1.12
2024-03-06,188,Mid-season,0.8,2.0,1.6,2.0,1.6,0.0,0.0,1.12
2024-03-07,189,Mid-season,0.8,3.27,2.62,8.5,6.8,0.0,0.0,0.0
2024-03-08,190,Mid-season,0.8,2.16,1.73,1.8,1.44,0.29,0.0,0.29
2024-03-09,191,Mid-season,0.8,3.77,3.02,0.0,0.0,3.02,0.0,3.31
2024-03-10,192,Mid-season,0.8,4.14,3.31,0.9,0.72,2.59,0.0,5.9
2024-03-11,193,Mid-season,0.8,3.97,3.18,0.0,0.0,3.18,9.08,0.0
2024-03-12,194,Mid-season,0.8,3.54,2.83,0.0,0.0,2.83,0.0,2.83
2024-03-13,195,Mid-season,0.8,3.74,2.99,0.0,0.0,2.99,5.82,0.0
2024-03-14,196,Mid-season,0.8,4.01,3.21,0.0,0.0,3.21,0.0,3.21
2024-03-15,197,Mid-season,0.8,4.05,3.24,0.0,0.0,3.24,6.45,0.0
2024-03-16,198,Mid-season,0.8,2.81,2.25,0.2,0.16,2.09,0.0,2.09
2024-03-17,199,Mid-season,0.8,4.35,3.48,0.0,0.0,3.48,0.0,5.57
2024-03-18,200,Mid-season,0.8,4.19,3.35,0.0,0.0,3.35,8.92,0.0
2024-03-19,201,Mid-season,0.8,2.82,2.26,12.0,9.6,0.0,0.0,0.0
2024-03-20,202,Mid-season,0.8,3.97,3.18,0.0,0.0,3.18,3.18,0.0
2024-03-21,203,Mid-season,0.8,4.06,3.25,0.0,0.0,3.25,0.0,3.25
2024-03-22,204,Mid-season,0.8,2.72,2.18,0.7,0.56,1.62,4.87,0.0
2024-03-23,205,Mid-season,0.8,1.35,1.08,71.4,57.12,0.0,0.0,0.0
2024-03-24,206,Mid-season,0.8,3.81,3.05,0.0,0.0,3.05,0.0,3.05
2024-03-25,207,Mid-season,0.8,3.92,3.14,0.4,0.32,2.82,5.87,0.0
2024-03-26,208,Mid-season,0.8,4.11,3.29,0.2,0.16,3.13,0.0,3.13
2024-03-27,209,Mid-season,0.8,3.39,2.71,0.5,0.4,2.31,5.44,0.0
2024-03-28,210,Mid-season,0.8,2.88,2.3,0.2,0.16,2.14,0.0,2.14
2024-03-29,211,Mid-season,0.8,3.63,2.9,0.0,0.0,2.9,5.04,0.0
2024-03-30,212,Mid-season,0.8,3.47,2.78,0.0,0.0,2.78,0.0,2.78
2024-03-31,213,Mid-season,0.8,4.1,3.28,0.0,0.0,3.28,0.0,6.06
2024-04-01,214,Mid-season,0.8,3.96,3.17,0.0,0.0,3.17,9.23,0.0
2024-04-02,215,Mid-season,0.8,3.44,2.75,0.0,0.0,2.75,0.0,2.75
2024-04-03,216,Mid-season,0.8,4.35,3.48,0.0,0.0,3.48,6.23,0.0
2024-04-04,217,Mid-season,0.8,3.28,2.62,1.1,0.88,1.74,0.0,1.74
2024-04-05,218,Mid-season,0.8,4.42,3.54,0.0,0.0,3.54,5.28,0.0
2024-04-06,219,Mid-season,0.8,4.55,3.64,0.0,0.0,3.64,0.0,3.64
2024-04-07,220,Mid-season,0.8,4.2,3.36,0.0,0.0,3.36,0.0,7.0
2024-04-08,221,Mid-season,0.8,4.22,3.38,0.0,0.0,3.38,10.38,0.0
2024-04-09,222,Mid-season,0.8,3.62,2.9,0.1,0.08,2.82,0.0,2.82
2024-04-10,223,Mid-season,0.8,4.2,3.36,0.0,0.0,3.36,6.18,0.0
2024-04-11,224,Mid-season,0.8,4.32,3.46,0.0,0.0,3.46,0.0,3.46
2024-04-12,225,Mid-season,0.8,3.66,2.93,2.0,1.6,1.33,4.79,0.0
2024-04-13,226,Mid-season,0.8,4.44,3.55,0.0,0.0,3.55,0.0,3.55
2024-04-14,227,Mid-season,0.8,4.42,3.54,0.0,0.0,3.54,0.0,7.09
2024-04-15,228,Mid-season,0.8,4.57,3.66,0.0,0.0,3.66,10.75,0.0
2024-04-16,229,Mid-season,0.8,4.22,3.38,0.6,0.48,2.9,2.9,0.0
2024-04-17,230,Mid-season,0.8,4.67,3.74,0.0,0.0,3.74,0.0,3.74
2024-04-18,231,Mid-season,0.8,4.09,3.27,0.4,0.32,2.95,6.69,0.0
2024-04-19,232,Mid-season,0.8,4.92,3.94,0.0,0.0,3.94,3.94,0.0
2024-04-20,233,Mid-season,0.8,4.92,3.94,0.0,0.0,3.94,0.0,3.94
2024-04-21,234,Mid-season,0.8,4.39,3.51,0.0,0.0,3.51,0.0,7.45
2024-04-22,235,Mid-season,0.8,4.99,3.99,0.8,0.64,3.35,10.8,0.0
2024-04-23,236,Mid-season,0.8,3.68,2.94,0.2,0.16,2.78,2.78,0.0
2024-04-24,237,Mid-season,0.8,4.49,3.59,0.0,0.0,3.59,0.0,3.59
2024-04-25,238,Mid-season,0.8,4.71,3.77,0.0,0.0,3.77,7.36,0.0
2024-04-26,239,Mid-season,0.8,4.53,3.62,0.0,0.0,3.62,3.62,0.0
2024-04-27,240,Mid-season,0.8,3.96,3.17,0.2,0.16,3.01,0.0,3.01
2024-04-28,241,Mid-season,0.8,3.74,2.99,0.7,0.56,2.43,0.0,5.44
2024-04-29,242,Mid-season,0.8,4.83,3.86,0.0,0.0,3.86,9.3,0.0
2024-04-30,243,Mid-season,0.8,4.28,3.42,3.4,2.72,0.7,0.0,0.7
2024-05-01,244,Mid-season,0.8,4.17,3.34,6.1,4.88,0.0,0.0,0.0
2024-05-02,245,Mid-season,0.8,3.88,3.1,0.7,0.56,2.54,0.0,2.54
2024-05-03,246,Mid-season,0.8,4.39,3.51,1.4,1.12,2.39,4.93,0.0
2024-05-04,247,Mid-season,0.8,5.14,4.11,3.1,2.48,1.63,0.0,1.63
2024-05-05,248,Mid-season,0.8,4.91,3.93,0.1,0.08,3.85,0.0,5.48
2024-05-06,249,Mid-season,0.8,5.04,4.03,0.4,0.32,3.71,9.19,0.0
2024-05-07,250,Mid-season,0.8,4.73,3.78,2.7,2.16,1.62,1.62,0.0
2024-05-08,251,Mid-season,0.8,5.46,4.37,0.0,0.0,4.37,0.0,4.37
2024-05-09,252,Mid-season,0.8,5.41,4.33,0.0,0.0,4.33,8.7,0.0
2024-05-10,253,Mid-season,0.8,4.53,3.62,0.0,0.0,3.62,3.62,0.0
2024-05-11,254,Mid-season,0.8,5.5,4.4,0.0,0.0,4.4,0.0,4.4
2024-05-12,255,Mid-season,0.8,4.17,3.34,0.5,0.4,2.94,0.0,7.34
2024-05-13,256,Mid-season,0.8,4.68,3.74,0.2,0.16,3.58,10.92,0.0
2024-05-14,257,Mid-season,0.8,4.69,3.75,0.2,0.16,3.59,0.0,3.59
2024-05-15,258,Mid-season,0.8,5.39,4.31,2.1,1.68,2.63,6.22,0.0
2024-05-16,259,Mid-season,0.8,4.91,3.93,3.7,2.96,0.97,0.0,0.97
2024-05-17,260,Mid-season,0.8,5.31,4.25,2.5,2.0,2.25,3.22,0.0
2024-05-18,261,Late,0.792,4.89,3.87,0.2,0.16,3.71,0.0,3.71
2024-05-19,262,Late,0.783,5.34,4.18,4.0,3.2,0.98,0.0,4.69
2024-05-20,263,Late,0.775,3.41,2.64,4.1,3.28,0.0,4.05,0.0
2024-05-21,264,Late,0.767,4.35,3.33,9.5,7.6,0.0,0.0,0.0
2024-05-22,265,Late,0.758,5.38,4.08,2.4,1.92,2.16,0.0,2.16
2024-05-23,266,Late,0.75,5.59,4.19,0.4,0.32,3.87,6.03,0.0
2024-05-24,267,Late,0.742,4.8,3.56,0.0,0.0,3.56,0.0,3.56
2024-05-25,268,Late,0.733,4.89,3.59,0.1,0.08,3.51,0.0,7.07
2024-05-26,269,Late,0.725,4.61,3.34,0.2,0.16,3.18,0.0,10.25
2024-05-27,270,Late,0.717,3.42,2.45,3.4,2.72,0.0,9.98,0.0
2024-05-28,271,Late,0.708,5.05,3.58,0.7,0.56,3.02,0.0,3.02
2024-05-29,272,Late,0.7,5.31,3.72,0.1,0.08,3.64,6.66,0.0
2024-05-30,273,Late,0.692,5.33,3.69,0.7,0.56,3.13,0.0,3.13
2024-05-31,274,Late,0.683,5.7,3.9,0.0,0.0,3.9,7.03,0.0
