date,day_in_season,growth_stage,Kc,ET0_mm,ETc_mm,precip_mm,eff_precip_mm,net_irr_mm
2023-09-30,30,Initial,0.6,3.29,1.97,1.7,1.36,0.61
2023-10-01,31,Development,0.614,4.49,2.76,0.5,0.4,2.36
2023-10-02,32,Development,0.627,2.42,1.52,13.0,10.4,0.0
2023-10-03,33,Development,0.641,4.27,2.74,4.0,3.2,0.0
2023-10-04,34,Development,0.655,4.62,3.03,0.9,0.72,2.31
2023-10-05,35,Development,0.669,4.5,3.01,3.5,2.8,0.21
2023-10-06,36,Development,0.682,3.53,2.41,0.2,0.16,2.25
2023-10-07,37,Development,0.696,4.29,2.99,0.1,0.08,2.91
2023-10-08,38,Development,0.71,4.73,3.36,0.0,0.0,3.36
2023-10-09,39,Development,0.724,4.19,3.03,1.2,0.96,2.07
2023-10-10,40,Development,0.737,4.39,3.24,3.2,2.56,0.68
2023-10-11,41,Development,0.751,3.62,2.72,4.1,3.28,0.0
2023-10-12,42,Development,0.765,4.8,3.67,0.2,0.16,3.51
2023-10-13,43,Development,0.779,5.09,3.96,0.0,0.0,3.96
2023-10-14,44,Development,0.792,4.91,3.89,0.7,0.56,3.33
2023-10-15,45,Development,0.806,3.2,2.58,28.7,22.96,0.0
2023-10-16,46,Development,0.82,4.52,3.71,2.2,1.76,1.95
2023-10-17,47,Development,0.834,3.43,2.86,0.3,0.24,2.62
2023-10-18,48,Development,0.847,4.99,4.23,0.0,0.0,4.23
2023-10-19,49,Development,0.861,4.94,4.25,0.1,0.08,4.17
2023-10-20,50,Development,0.875,1.79,1.57,46.7,37.36,0.0
2023-10-21,51,Development,0.889,4.2,3.73,0.0,0.0,3.73
2023-10-22,52,Development,0.902,3.4,3.07,0.0,0.0,3.07
2023-10-23,53,Development,0.916,4.71,4.32,0.0,0.0,4.32
2023-10-24,54,Development,0.93,5.71,5.31,1.6,1.28,4.03
2023-10-25,55,Development,0.944,5.56,5.25,2.0,1.6,3.65
2023-10-26,56,Development,0.958,6.02,5.76,1.9,1.52,4.24
2023-10-27,57,Development,0.971,5.68,5.52,0.6,0.48,5.04
2023-10-28,58,Development,0.985,5.32,5.24,1.8,1.44,3.8
2023-10-29,59,Development,0.999,4.36,4.35,2.4,1.92,2.43
2023-10-30,60,Development,1.012,3.83,3.88,3.0,2.4,1.48
2023-10-31,61,Development,1.026,3.86,3.96,0.2,0.16,3.8
2023-11-01,62,Development,1.04,4.29,4.46,1.6,1.28,3.18
2023-11-02,63,Development,1.054,3.64,3.84,3.6,2.88,0.96
2023-11-03,64,Development,1.067,2.75,2.94,7.3,5.84,0.0
2023-11-04,65,Development,1.081,2.67,2.89,7.0,5.6,0.0
2023-11-05,66,Development,1.095,3.45,3.78,0.2,0.16,3.62
2023-11-06,67,Development,1.109,4.48,4.97,0.0,0.0,4.97
2023-11-07,68,Development,1.123,4.12,4.62,0.6,0.48,4.14
2023-11-08,69,Development,1.136,4.28,4.86,0.0,0.0,4.86
2023-11-09,70,Development,1.15,4.26,4.9,0.0,0.0,4.9
2023-11-10,71,Mid-season,1.15,4.46,5.13,0.4,0.32,4.81
2023-11-11,72,Mid-season,1.15,5.07,5.83,0.0,0.0,5.83
2023-11-12,73,Mid-season,1.15,4.41,5.07,0.0,0.0,5.07
2023-11-13,74,Mid-season,1.15,4.22,4.85,0.0,0.0,4.85
2023-11-14,75,Mid-season,1.15,4.45,5.12,0.2,0.16,4.96
2023-11-15,76,Mid-season,1.15,3.29,3.78,18.8,15.04,0.0
2023-11-16,77,Mid-season,1.15,2.55,2.93,45.7,36.56,0.0
2023-11-17,78,Mid-season,1.15,2.19,2.52,5.0,4.0,0.0
2023-11-18,79,Mid-season,1.15,3.25,3.74,0.4,0.32,3.42
2023-11-19,80,Mid-season,1.15,3.76,4.32,0.3,0.24,4.08
2023-11-20,81,Mid-season,1.15,3.92,4.51,0.6,0.48,4.03
2023-11-21,82,Mid-season,1.15,4.68,5.38,0.0,0.0,5.38
2023-11-22,83,Mid-season,1.15,3.67,4.22,0.0,0.0,4.22
2023-11-23,84,Mid-season,1.15,2.92,3.36,0.0,0.0,3.36
2023-11-24,85,Mid-season,1.15,3.19,3.67,0.0,0.0,3.67
2023-11-25,86,Mid-season,1.15,3.33,3.83,0.5,0.4,3.43
2023-11-26,87,Mid-season,1.15,2.94,3.38,1.7,1.36,2.02
2023-11-27,88,Mid-season,1.15,3.18,3.66,0.9,0.72,2.94
2023-11-28,89,Mid-season,1.15,3.71,4.27,0.5,0.4,3.87
2023-11-29,90,Mid-season,1.15,3.76,4.32,0.0,0.0,4.32
2023-11-30,91,Mid-season,1.15,4.06,4.67,0.0,0.0,4.67
2023-12-01,92,Mid-season,1.15,3.22,3.7,1.0,0.8,2.9
2023-12-02,93,Mid-season,1.15,3.29,3.78,0.0,0.0,3.78
2023-12-03,94,Mid-season,1.15,3.14,3.61,0.0,0.0,3.61
2023-12-04,95,Mid-season,1.15,2.97,3.42,0.0,0.0,3.42
2023-12-05,96,Mid-season,1.15,2.41,2.77,0.0,0.0,2.77
2023-12-06,97,Mid-season,1.15,4.02,4.62,0.1,0.08,4.54
2023-12-07,98,Mid-season,1.15,4.76,5.47,0.0,0.0,5.47
2023-12-08,99,Mid-season,1.15,4.44,5.11,0.0,0.0,5.11
2023-12-09,100,Mid-season,1.15,4.53,5.21,0.0,0.0,5.21
2023-12-10,101,Mid-season,1.15,2.97,3.42,6.1,4.88,0.0
2023-12-11,102,Mid-season,1.15,2.48,2.85,7.7,6.16,0.0
2023-12-12,103,Mid-season,1.15,2.33,2.68,2.4,1.92,0.76
2023-12-13,104,Mid-season,1.15,2.18,2.51,12.3,9.84,0.0
2023-12-14,105,Mid-season,1.15,2.35,2.7,12.8,10.24,0.0
2023-12-15,106,Mid-season,1.15,2.34,2.69,16.4,13.12,0.0
2023-12-16,107,Mid-season,1.15,1.86,2.14,21.8,17.44,0.0
2023-12-17,108,Mid-season,1.15,2.41,2.77,33.1,26.48,0.0
2023-12-18,109,Mid-season,1.15,3.35,3.85,0.0,0.0,3.85
2023-12-19,110,Mid-season,1.15,4.2,4.83,0.0,0.0,4.83
2023-12-20,111,Late,1.136,4.01,4.56,0.4,0.32,4.24
2023-12-21,112,Late,1.122,3.52,3.95,0.8,0.64,3.31
2023-12-22,113,Late,1.108,3.1,3.43,1.4,1.12,2.31
2023-12-23,114,Late,1.094,3.1,3.39,1.8,1.44,1.95
2023-12-24,115,Late,1.08,2.93,3.16,0.4,0.32,2.84
2023-12-25,116,Late,1.066,3.03,3.23,0.2,0.16,3.07
2023-12-26,117,Late,1.052,2.0,2.1,4.7,3.76,0.0
2023-12-27,118,Late,1.038,2.54,2.64,0.0,0.0,2.64
2023-12-28,119,Late,1.024,1.29,1.32,9.8,7.84,0.0
2023-12-29,120,Late,1.01,2.36,2.38,0.0,0.0,2.38
2023-12-30,121,Late,0.996,2.01,2.0,3.2,2.56,0.0
2023-12-31,122,Late,0.982,3.41,3.35,0.1,0.08,3.27
2024-01-01,123,Late,0.968,2.06,1.99,0.0,0.0,1.99
2024-01-02,124,Late,0.954,1.65,1.57,0.0,0.0,1.57
2024-01-03,125,Late,0.94,1.74,1.64,0.0,0.0,1.64
2024-01-04,126,Late,0.926,2.2,2.04,0.0,0.0,2.04
2024-01-05,127,Late,0.912,1.48,1.35,0.6,0.48,0.87
2024-01-06,128,Late,0.898,1.7,1.53,0.9,0.72,0.81
2024-01-07,129,Late,0.884,2.4,2.12,1.5,1.2,0.92
2024-01-08,130,Late,0.87,1.08,0.94,0.0,0.0,0.94
2024-01-09,131,Late,0.856,1.83,1.57,0.9,0.72,0.85
2024-01-10,132,Late,0.842,1.63,1.37,1.9,1.52,0.0
2024-01-11,133,Late,0.828,1.25,1.04,15.0,12.0,0.0
2024-01-12,134,Late,0.814,2.55,2.08,0.0,0.0,2.08
2024-01-13,135,Late,0.8,2.68,2.14,0.3,0.24,1.9
