Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,65167,-,-,-,37.44,-122.17,-8,23,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Solar Zenith Angle,Wind Direction,Wind Speed
2022,1,1,1,15,5.9,0,0,0,0,0,0,160.23,350,2.3000000000000003
2022,1,1,1,20,5.9,0,0,0,0,0,0,159.48,350,2.3000000000000003
2022,1,1,1,25,5.9,0,0,0,0,0,0,158.71,351,2.3000000000000003
2022,1,1,1,30,5.800000000000001,0,0,0,0,0,0,157.91,351,2.2
2022,1,1,1,35,5.800000000000001,0,0,0,0,0,0,157.09,352,2.2
2022,1,1,1,40,5.800000000000001,0,0,0,0,0,0,156.25,352,2.2
2022,1,1,1,45,5.800000000000001,0,0,0,0,0,0,155.4,353,2.2
2022,1,1,1,50,5.7,0,0,0,0,0,0,154.53,353,2.2
2022,1,1,1,55,5.7,0,0,0,0,0,0,153.64000000000001,353,2.2
2022,1,1,2,0,5.7,0,0,0,0,0,0,152.74,354,2.2
2022,1,1,2,5,5.6000000000000005,0,0,0,0,0,0,151.83,354,2.2
2022,1,1,2,10,5.6000000000000005,0,0,0,0,0,0,150.91,354,2.2
2022,1,1,2,15,5.6000000000000005,0,0,0,0,0,0,149.98,354,2.2
2022,1,1,2,20,5.6000000000000005,0,0,0,0,0,0,149.05,354,2.2
2022,1,1,2,25,5.5,0,0,0,0,0,0,148.1,354,2.2
2022,1,1,2,30,5.5,0,0,0,0,0,0,147.15,354,2.2
2022,1,1,2,35,5.5,0,0,0,0,0,0,146.20000000000002,354,2.2
2022,1,1,2,40,5.4,0,0,0,0,0,0,145.24,354,2.2
2022,1,1,2,45,5.4,0,0,0,0,0,0,144.27,354,2.1
2022,1,1,2,50,5.4,0,0,0,0,0,0,143.3,354,2.1
2022,1,1,2,55,5.300000000000001,0,0,0,0,0,0,142.33,354,2.1
2022,1,1,3,0,5.300000000000001,0,0,0,0,0,0,141.35,354,2.1
2022,1,1,3,5,5.300000000000001,0,0,0,0,0,0,140.37,353,2.1
2022,1,1,3,10,5.2,0,0,0,0,0,0,139.39000000000001,353,2.1
2022,1,1,3,15,5.2,0,0,0,0,0,0,138.41,353,2.1
2022,1,1,3,20,5.1000000000000005,0,0,0,0,0,0,137.42000000000002,352,2.1
2022,1,1,3,25,5.1000000000000005,0,0,0,0,0,0,136.44,352,2.1
2022,1,1,3,30,5.1000000000000005,0,0,0,0,0,0,135.45,352,2.1
2022,1,1,3,35,5,0,0,0,0,0,0,134.46,351,2.1
2022,1,1,3,40,5,0,0,0,0,0,0,133.47,351,2.1
2022,1,1,3,45,4.9,0,0,0,0,0,0,132.48,351,2.1
2022,1,1,3,50,4.9,0,0,0,0,0,0,131.48,351,2.1
2022,1,1,3,55,4.9,0,0,0,0,0,0,130.49,350,2.1
2022,1,1,4,0,4.800000000000001,0,0,0,0,0,0,129.5,350,2.1
2022,1,1,4,5,4.800000000000001,0,0,0,0,0,0,128.51,349,2.1
2022,1,1,4,10,4.7,0,0,0,0,0,0,127.51,349,2
2022,1,1,4,15,4.7,0,0,0,0,0,0,126.52,349,2
2022,1,1,4,20,4.7,0,0,0,0,0,0,125.53,348,2
2022,1,1,4,25,4.6000000000000005,0,0,0,0,0,0,124.54,348,2
2022,1,1,4,30,4.6000000000000005,0,0,0,0,0,0,123.55,347,2
2022,1,1,4,35,4.5,0,0,0,0,0,0,122.56,347,2
2022,1,1,4,40,4.5,0,0,0,0,0,0,121.58,346,2
2022,1,1,4,45,4.5,0,0,0,0,0,0,120.59,346,2
2022,1,1,4,50,4.4,0,0,0,0,0,0,119.61,345,2
2022,1,1,4,55,4.4,0,0,0,0,0,0,118.62,345,2
2022,1,1,5,0,4.3,0,0,0,0,0,0,117.64,345,2
2022,1,1,5,5,4.3,0,0,0,0,0,0,116.66,344,2
2022,1,1,5,10,4.3,0,0,0,0,0,0,115.68,344,2
2022,1,1,5,15,4.3,0,0,0,0,0,0,114.71000000000001,343,2
2022,1,1,5,20,4.3,0,0,0,0,0,0,113.74000000000001,343,2
2022,1,1,5,25,4.3,0,0,0,0,0,0,112.77,342,2
2022,1,1,5,30,4.2,0,0,0,0,0,0,111.8,342,2
2022,1,1,5,35,4.2,0,0,0,0,0,0,110.83,342,2
2022,1,1,5,40,4.2,0,0,0,0,0,0,109.87,341,2
2022,1,1,5,45,4.2,0,0,0,0,0,0,108.91,341,2
2022,1,1,5,50,4.2,0,0,0,0,0,0,107.95,340,2
2022,1,1,5,55,4.1000000000000005,0,0,0,0,0,0,107,340,2
2022,1,1,6,0,4.1000000000000005,0,0,0,0,0,0,106.04,339,2
2022,1,1,6,5,4.1000000000000005,0,0,0,0,0,0,105.10000000000001,339,2
2022,1,1,6,10,4.1000000000000005,0,0,0,0,0,0,104.15,339,2
2022,1,1,6,15,4.1000000000000005,0,0,0,0,0,0,103.21000000000001,339,2
2022,1,1,6,20,4.1000000000000005,0,0,0,0,0,0,102.28,339,1.9000000000000001
2022,1,1,6,25,4.1000000000000005,0,0,0,0,0,0,101.34,340,1.9000000000000001
2022,1,1,6,30,4.2,0,0,0,0,0,0,100.42,340,1.9000000000000001
2022,1,1,6,35,4.2,0,0,0,0,0,0,99.49000000000001,340,1.9000000000000001
2022,1,1,6,40,4.2,0,0,0,0,0,0,98.57000000000001,340,1.9000000000000001
2022,1,1,6,45,4.2,0,0,0,0,0,0,97.66,340,1.9000000000000001
2022,1,1,6,50,4.2,0,0,0,0,0,0,96.75,340,1.9000000000000001
2022,1,1,6,55,4.2,0,0,0,0,0,0,95.84,340,1.9000000000000001
2022,1,1,7,0,4.2,0,0,0,0,0,0,94.94,340,1.9000000000000001
2022,1,1,7,5,4.4,0,0,0,0,0,0,94.05,340,1.9000000000000001
2022,1,1,7,10,4.6000000000000005,0,0,0,0,0,0,93.16,341,1.9000000000000001
2022,1,1,7,15,4.7,0,0,0,0,0,0,92.27,341,1.9000000000000001
2022,1,1,7,20,4.9,0,0,0,0,0,0,91.4,342,1.9000000000000001
2022,1,1,7,25,5.1000000000000005,0,0,0,0,0,0,89.94,342,1.9000000000000001
2022,1,1,7,30,5.300000000000001,0,0,0,0,0,0,89.21000000000001,342,1.9000000000000001
2022,1,1,7,35,5.5,12,277,20,8,0,8,88.45,343,1.9000000000000001
2022,1,1,7,40,5.6000000000000005,15,333,29,13,0,13,87.66,343,1.9000000000000001
2022,1,1,7,45,5.800000000000001,18,382,39,18,382,39,86.87,344,1.9000000000000001
2022,1,1,7,50,6,21,428,50,28,1,28,86.06,344,1.9000000000000001
2022,1,1,7,55,6.2,23,469,62,23,469,62,85.26,345,1.9000000000000001
2022,1,1,8,0,6.4,26,505,74,51,36,54,84.46000000000001,345,1.9000000000000001
2022,1,1,8,5,6.5,28,539,87,55,20,57,83.66,346,1.9000000000000001
2022,1,1,8,10,6.7,30,569,100,63,27,66,82.87,348,2
2022,1,1,8,15,6.800000000000001,32,597,114,71,46,78,82.08,349,2
2022,1,1,8,20,6.9,33,622,127,79,62,88,81.3,350,2
2022,1,1,8,25,7.1000000000000005,35,645,141,35,645,141,80.53,351,2
2022,1,1,8,30,7.2,36,667,155,36,667,155,79.77,353,2.1
2022,1,1,8,35,7.300000000000001,37,691,169,37,691,169,79.01,354,2.1
2022,1,1,8,40,7.5,38,709,182,38,709,182,78.27,355,2.1
2022,1,1,8,45,7.6000000000000005,39,726,196,39,726,196,77.53,356,2.1
2022,1,1,8,50,7.7,41,741,210,41,741,210,76.8,357,2.2
2022,1,1,8,55,7.9,42,755,223,42,755,223,76.09,359,2.2
2022,1,1,9,0,8,43,768,237,43,768,237,75.38,360,2.2
2022,1,1,9,5,8.1,44,781,250,44,781,250,74.69,331,2.2
2022,1,1,9,10,8.3,44,792,263,44,792,263,74.01,302,2.2
2022,1,1,9,15,8.4,45,803,276,45,803,276,73.34,273,2.2
2022,1,1,9,20,8.5,46,813,288,46,813,288,72.68,244,2.2
2022,1,1,9,25,8.6,47,823,301,47,823,301,72.04,215,2.3000000000000003
2022,1,1,9,30,8.700000000000001,48,832,313,48,832,313,71.4,186,2.3000000000000003
2022,1,1,9,35,8.9,51,832,325,51,832,325,70.78,157,2.3000000000000003
2022,1,1,9,40,9,52,840,337,52,840,337,70.18,128,2.3000000000000003
2022,1,1,9,45,9.1,53,847,348,53,847,348,69.59,99,2.3000000000000003
2022,1,1,9,50,9.200000000000001,53,855,359,53,855,359,69.01,70,2.3000000000000003
2022,1,1,9,55,9.3,54,861,370,54,861,370,68.45,41,2.3000000000000003
2022,1,1,10,0,9.5,54,867,381,54,867,381,67.91,12,2.3000000000000003
2022,1,1,10,5,9.5,55,873,391,55,873,391,67.38,13,2.3000000000000003
2022,1,1,10,10,9.600000000000001,55,879,401,55,879,401,66.87,13,2.3000000000000003
2022,1,1,10,15,9.700000000000001,56,884,410,56,884,410,66.37,14,2.3000000000000003
2022,1,1,10,20,9.8,56,889,419,56,889,419,65.89,14,2.3000000000000003
2022,1,1,10,25,9.9,57,893,428,57,893,428,65.43,14,2.3000000000000003
2022,1,1,10,30,10,57,897,437,57,897,437,64.99,15,2.3000000000000003
2022,1,1,10,35,10.100000000000001,58,901,445,58,901,445,64.56,15,2.3000000000000003
2022,1,1,10,40,10.200000000000001,58,905,453,58,905,453,64.15,16,2.3000000000000003
2022,1,1,10,45,10.3,58,909,460,58,909,460,63.76,16,2.3000000000000003
2022,1,1,10,50,10.4,59,912,467,59,912,467,63.4,17,2.3000000000000003
2022,1,1,10,55,10.5,59,915,474,59,915,474,63.050000000000004,17,2.3000000000000003
2022,1,1,11,0,10.600000000000001,59,918,480,59,918,480,62.72,18,2.3000000000000003
2022,1,1,11,5,10.700000000000001,60,920,486,60,920,486,62.410000000000004,18,2.3000000000000003
2022,1,1,11,10,10.700000000000001,60,923,491,60,923,491,62.120000000000005,18,2.3000000000000003
2022,1,1,11,15,10.8,60,925,496,60,925,496,61.85,18,2.3000000000000003
2022,1,1,11,20,10.9,60,927,501,60,927,501,61.61,19,2.3000000000000003
2022,1,1,11,25,10.9,60,928,505,60,928,505,61.38,19,2.3000000000000003
2022,1,1,11,30,11,61,930,509,61,930,509,61.18,19,2.3000000000000003
2022,1,1,11,35,11.100000000000001,61,931,512,61,931,512,61,19,2.3000000000000003
2022,1,1,11,40,11.100000000000001,61,933,515,61,933,515,60.84,20,2.3000000000000003
2022,1,1,11,45,11.200000000000001,61,934,518,61,934,518,60.71,20,2.3000000000000003
2022,1,1,11,50,11.3,61,934,520,61,934,520,60.59,20,2.3000000000000003
2022,1,1,11,55,11.3,61,935,522,61,935,522,60.5,21,2.3000000000000003
2022,1,1,12,0,11.4,61,936,523,61,936,523,60.43,21,2.3000000000000003
2022,1,1,12,5,11.4,61,936,524,61,936,524,60.39,21,2.3000000000000003
2022,1,1,12,10,11.4,61,936,524,61,936,524,60.36,21,2.3000000000000003
2022,1,1,12,15,11.5,61,936,524,61,936,524,60.36,21,2.3000000000000003
2022,1,1,12,20,11.5,61,936,524,61,936,524,60.39,21,2.3000000000000003
2022,1,1,12,25,11.5,61,936,523,61,936,523,60.43,21,2.3000000000000003
2022,1,1,12,30,11.5,61,935,521,61,935,521,60.5,21,2.3000000000000003
2022,1,1,12,35,11.600000000000001,63,930,520,63,930,520,60.59,21,2.3000000000000003
2022,1,1,12,40,11.600000000000001,63,929,518,63,929,518,60.71,21,2.3000000000000003
2022,1,1,12,45,11.600000000000001,63,928,515,63,928,515,60.85,21,2.3000000000000003
2022,1,1,12,50,11.600000000000001,63,927,512,63,927,512,61,21,2.3000000000000003
2022,1,1,12,55,11.600000000000001,63,925,509,63,925,509,61.19,21,2.3000000000000003
2022,1,1,13,0,11.700000000000001,63,924,505,63,924,505,61.39,22,2.3000000000000003
2022,1,1,13,5,11.700000000000001,62,922,501,62,922,501,61.61,22,2.3000000000000003
2022,1,1,13,10,11.700000000000001,62,920,496,62,920,496,61.86,22,2.2
2022,1,1,13,15,11.700000000000001,62,918,491,62,918,491,62.13,22,2.2
2022,1,1,13,20,11.700000000000001,62,915,486,62,915,486,62.42,22,2.2
2022,1,1,13,25,11.700000000000001,61,913,480,61,913,480,62.72,22,2.2
2022,1,1,13,30,11.700000000000001,61,910,474,61,910,474,63.050000000000004,22,2.2
2022,1,1,13,35,11.700000000000001,61,906,467,61,906,467,63.4,22,2.2
2022,1,1,13,40,11.700000000000001,61,902,460,61,902,460,63.77,22,2.2
2022,1,1,13,45,11.700000000000001,61,899,452,61,899,452,64.16,22,2.2
2022,1,1,13,50,11.700000000000001,60,895,445,60,895,445,64.57000000000001,22,2.2
2022,1,1,13,55,11.700000000000001,60,891,436,60,891,436,65,22,2.2
2022,1,1,14,0,11.700000000000001,59,887,428,59,887,428,65.44,22,2.2
2022,1,1,14,5,11.600000000000001,59,882,419,59,882,419,65.9,22,2.1
2022,1,1,14,10,11.600000000000001,58,877,410,58,877,410,66.38,23,2.1
2022,1,1,14,15,11.600000000000001,58,872,400,58,872,400,66.88,23,2.1
2022,1,1,14,20,11.5,57,866,390,57,866,390,67.39,24,2
2022,1,1,14,25,11.5,57,860,380,57,860,380,67.92,25,2
2022,1,1,14,30,11.5,56,854,370,56,854,370,68.47,25,2
2022,1,1,14,35,11.5,56,847,359,56,847,359,69.03,26,1.9000000000000001
2022,1,1,14,40,11.4,55,840,348,55,840,348,69.60000000000001,26,1.9000000000000001
2022,1,1,14,45,11.4,54,833,336,54,833,336,70.19,27,1.9000000000000001
2022,1,1,14,50,11.4,53,824,324,53,824,324,70.8,27,1.8
2022,1,1,14,55,11.3,53,816,312,53,816,312,71.42,28,1.8
2022,1,1,15,0,11.3,52,807,300,52,807,300,72.05,29,1.8
2022,1,1,15,5,11.200000000000001,51,797,288,51,797,288,72.7,30,1.7000000000000002
2022,1,1,15,10,11,50,786,275,50,786,275,73.35000000000001,31,1.7000000000000002
2022,1,1,15,15,10.9,49,775,262,49,775,262,74.02,32,1.7000000000000002
2022,1,1,15,20,10.8,48,763,249,48,763,249,74.71000000000001,33,1.6
2022,1,1,15,25,10.600000000000001,47,750,236,47,750,236,75.4,34,1.6
2022,1,1,15,30,10.5,46,736,222,46,736,222,76.11,36,1.5
2022,1,1,15,35,10.4,45,719,209,45,719,209,76.82000000000001,37,1.5
2022,1,1,15,40,10.200000000000001,43,703,195,43,703,195,77.55,38,1.5
2022,1,1,15,45,10.100000000000001,42,686,181,42,686,181,78.28,39,1.4000000000000001
2022,1,1,15,50,9.9,41,667,168,41,667,168,79.03,40,1.4000000000000001
2022,1,1,15,55,9.8,39,647,154,39,647,154,79.79,42,1.3
2022,1,1,16,0,9.700000000000001,37,625,140,37,625,140,80.55,43,1.3
2022,1,1,16,5,9.600000000000001,36,601,126,36,601,126,81.32000000000001,44,1.3
2022,1,1,16,10,9.5,34,575,113,34,575,113,82.10000000000001,46,1.3
2022,1,1,16,15,9.4,32,546,99,32,546,99,82.89,47,1.3
2022,1,1,16,20,9.3,29,515,86,29,515,86,83.68,49,1.3
2022,1,1,16,25,9.3,27,480,73,27,480,73,84.48,50,1.3
2022,1,1,16,30,9.200000000000001,24,442,61,24,442,61,85.28,51,1.3
2022,1,1,16,35,9.1,22,403,49,22,403,49,86.08,53,1.4000000000000001
2022,1,1,16,40,9,19,356,38,21,0,21,86.89,54,1.4000000000000001
2022,1,1,16,45,8.9,16,305,28,15,0,15,87.68,56,1.4000000000000001
2022,1,1,16,50,8.8,13,248,19,13,248,19,88.47,57,1.4000000000000001
2022,1,1,16,55,8.700000000000001,0,0,0,0,0,0,89.23,59,1.4000000000000001
2022,1,1,17,0,8.700000000000001,0,0,0,0,0,0,89.96000000000001,60,1.4000000000000001
2022,1,1,17,5,8.6,0,0,0,0,0,0,91.42,62,1.4000000000000001
2022,1,1,17,10,8.6,0,0,0,0,0,0,92.29,64,1.4000000000000001
2022,1,1,17,15,8.6,0,0,0,0,0,0,93.18,66,1.4000000000000001
2022,1,1,17,20,8.5,0,0,0,0,0,0,94.07000000000001,68,1.4000000000000001
2022,1,1,17,25,8.5,0,0,0,0,0,0,94.96000000000001,70,1.4000000000000001
2022,1,1,17,30,8.5,0,0,0,0,0,0,95.86,72,1.4000000000000001
2022,1,1,17,35,8.4,0,0,0,0,0,0,96.77,73,1.3
2022,1,1,17,40,8.4,0,0,0,0,0,0,97.68,75,1.3
2022,1,1,17,45,8.4,0,0,0,0,0,0,98.59,77,1.3
2022,1,1,17,50,8.4,0,0,0,0,0,0,99.51,79,1.3
2022,1,1,17,55,8.3,0,0,0,0,0,0,100.44,81,1.3
2022,1,1,18,0,8.3,0,0,0,0,0,0,101.36,83,1.3
2022,1,1,18,5,8.3,0,0,0,0,0,0,102.3,84,1.3
2022,1,1,18,10,8.200000000000001,0,0,0,0,0,0,103.23,86,1.3
2022,1,1,18,15,8.200000000000001,0,0,0,0,0,0,104.17,88,1.3
2022,1,1,18,20,8.1,0,0,0,0,0,0,105.12,89,1.3
2022,1,1,18,25,8.1,0,0,0,0,0,0,106.06,91,1.3
2022,1,1,18,30,8.1,0,0,0,0,0,0,107.02,92,1.3
2022,1,1,18,35,8,0,0,0,0,0,0,107.97,94,1.3
2022,1,1,18,40,8,0,0,0,0,0,0,108.93,95,1.3
2022,1,1,18,45,7.9,0,0,0,0,0,0,109.89,97,1.3
2022,1,1,18,50,7.9,0,0,0,0,0,0,110.85000000000001,99,1.3
2022,1,1,18,55,7.9,0,0,0,0,0,0,111.82000000000001,100,1.3
2022,1,1,19,0,7.800000000000001,0,0,0,0,0,0,112.79,102,1.3
2022,1,1,19,5,7.800000000000001,0,0,0,0,0,0,113.76,103,1.3
2022,1,1,19,10,7.7,0,0,0,0,0,0,114.73,104,1.3
2022,1,1,19,15,7.7,0,0,0,0,0,0,115.71000000000001,105,1.3
2022,1,1,19,20,7.6000000000000005,0,0,0,0,0,0,116.68,106,1.3
2022,1,1,19,25,7.6000000000000005,0,0,0,0,0,0,117.66,107,1.3
2022,1,1,19,30,7.5,0,0,0,0,0,0,118.64,108,1.3
2022,1,1,19,35,7.5,0,0,0,0,0,0,119.63,110,1.3
2022,1,1,19,40,7.4,0,0,0,0,0,0,120.61,111,1.3
2022,1,1,19,45,7.4,0,0,0,0,0,0,121.60000000000001,112,1.4000000000000001
2022,1,1,19,50,7.300000000000001,0,0,0,0,0,0,122.58,113,1.4000000000000001
2022,1,1,19,55,7.300000000000001,0,0,0,0,0,0,123.57000000000001,114,1.4000000000000001
2022,1,1,20,0,7.2,0,0,0,0,0,0,124.56,115,1.4000000000000001
2022,1,1,20,5,7.2,0,0,0,0,0,0,125.55,116,1.4000000000000001
2022,1,1,20,10,7.1000000000000005,0,0,0,0,0,0,126.54,116,1.4000000000000001
2022,1,1,20,15,7.1000000000000005,0,0,0,0,0,0,127.53,117,1.4000000000000001
2022,1,1,20,20,7,0,0,0,0,0,0,128.52,118,1.4000000000000001
2022,1,1,20,25,7,0,0,0,0,0,0,129.52,118,1.4000000000000001
2022,1,1,20,30,6.9,0,0,0,0,0,0,130.51,119,1.4000000000000001
2022,1,1,20,35,6.9,0,0,0,0,0,0,131.5,120,1.4000000000000001
2022,1,1,20,40,6.800000000000001,0,0,0,0,0,0,132.49,121,1.4000000000000001
2022,1,1,20,45,6.800000000000001,0,0,0,0,0,0,133.48,121,1.4000000000000001
2022,1,1,20,50,6.7,0,0,0,0,0,0,134.47,122,1.4000000000000001
2022,1,1,20,55,6.7,0,0,0,0,0,0,135.46,123,1.4000000000000001
2022,1,1,21,0,6.6000000000000005,0,0,0,0,0,0,136.45,123,1.4000000000000001
2022,1,1,21,5,6.6000000000000005,0,0,0,0,0,0,137.44,124,1.4000000000000001
2022,1,1,21,10,6.5,0,0,0,0,0,0,138.42000000000002,124,1.4000000000000001
2022,1,1,21,15,6.5,0,0,0,0,0,0,139.41,124,1.4000000000000001
2022,1,1,21,20,6.4,0,0,0,0,0,0,140.39000000000001,125,1.4000000000000001
2022,1,1,21,25,6.4,0,0,0,0,0,0,141.37,125,1.5
2022,1,1,21,30,6.300000000000001,0,0,0,0,0,0,142.34,125,1.5
2022,1,1,21,35,6.300000000000001,0,0,0,0,0,0,143.31,126,1.5
2022,1,1,21,40,6.2,0,0,0,0,0,0,144.28,126,1.5
2022,1,1,21,45,6.2,0,0,0,0,0,0,145.25,126,1.5
2022,1,1,21,50,6.1000000000000005,0,0,0,0,0,0,146.21,127,1.5
2022,1,1,21,55,6.1000000000000005,0,0,0,0,0,0,147.16,127,1.5
2022,1,1,22,0,6,0,0,0,0,0,0,148.11,128,1.5
2022,1,1,22,5,6,0,0,0,0,0,0,149.05,128,1.5
2022,1,1,22,10,6,0,0,0,0,0,0,149.99,128,1.5
2022,1,1,22,15,5.9,0,0,0,0,0,0,150.91,128,1.5
2022,1,1,22,20,5.9,0,0,0,0,0,0,151.83,129,1.5
2022,1,1,22,25,5.800000000000001,0,0,0,0,0,0,152.74,129,1.5
2022,1,1,22,30,5.800000000000001,0,0,0,0,0,0,153.64000000000001,129,1.5
2022,1,1,22,35,5.800000000000001,0,0,0,0,0,0,154.52,130,1.5
2022,1,1,22,40,5.7,0,0,0,0,0,0,155.39000000000001,130,1.5
2022,1,1,22,45,5.7,0,0,0,0,0,0,156.24,130,1.5
2022,1,1,22,50,5.6000000000000005,0,0,0,0,0,0,157.08,130,1.6
2022,1,1,22,55,5.6000000000000005,0,0,0,0,0,0,157.9,131,1.6
2022,1,1,23,0,5.5,0,0,0,0,0,0,158.69,131,1.6
2022,1,1,23,5,5.5,0,0,0,0,0,0,159.46,131,1.6
2022,1,1,23,10,5.5,0,0,0,0,0,0,160.20000000000002,132,1.6
2022,1,1,23,15,5.5,0,0,0,0,0,0,160.92000000000002,132,1.6
2022,1,1,23,20,5.4,0,0,0,0,0,0,161.59,133,1.6
2022,1,1,23,25,5.4,0,0,0,0,0,0,162.23,133,1.6
2022,1,1,23,30,5.4,0,0,0,0,0,0,162.83,133,1.6
2022,1,1,23,35,5.300000000000001,0,0,0,0,0,0,163.37,134,1.6
2022,1,1,23,40,5.300000000000001,0,0,0,0,0,0,163.87,134,1.6
2022,1,1,23,45,5.300000000000001,0,0,0,0,0,0,164.3,134,1.6
2022,1,1,23,50,5.300000000000001,0,0,0,0,0,0,164.68,135,1.6
2022,1,1,23,55,5.2,0,0,0,0,0,0,164.98,135,1.6
2022,1,2,0,0,5.2,0,0,0,0,0,0,165.22,136,1.6
2022,1,2,0,5,5.2,0,0,0,0,0,0,165.37,136,1.6
2022,1,2,0,10,5.2,0,0,0,0,0,0,165.46,136,1.6
2022,1,2,0,15,5.1000000000000005,0,0,0,0,0,0,165.46,136,1.6
2022,1,2,0,20,5.1000000000000005,0,0,0,0,0,0,165.38,136,1.7000000000000002
2022,1,2,0,25,5.1000000000000005,0,0,0,0,0,0,165.22,136,1.7000000000000002
2022,1,2,0,30,5.1000000000000005,0,0,0,0,0,0,164.99,137,1.7000000000000002
2022,1,2,0,35,5.1000000000000005,0,0,0,0,0,0,164.69,137,1.7000000000000002
2022,1,2,0,40,5,0,0,0,0,0,0,164.32,137,1.7000000000000002
2022,1,2,0,45,5,0,0,0,0,0,0,163.88,137,1.7000000000000002
2022,1,2,0,50,5,0,0,0,0,0,0,163.39000000000001,137,1.7000000000000002
2022,1,2,0,55,5,0,0,0,0,0,0,162.85,137,1.7000000000000002
2022,1,2,1,0,4.9,0,0,0,0,0,0,162.25,138,1.7000000000000002
2022,1,2,1,5,4.9,0,0,0,0,0,0,161.62,138,1.7000000000000002
2022,1,2,1,10,4.9,0,0,0,0,0,0,160.94,137,1.7000000000000002
2022,1,2,1,15,4.9,0,0,0,0,0,0,160.23,137,1.7000000000000002
2022,1,2,1,20,4.9,0,0,0,0,0,0,159.49,137,1.8
2022,1,2,1,25,4.9,0,0,0,0,0,0,158.72,137,1.8
2022,1,2,1,30,4.800000000000001,0,0,0,0,0,0,157.93,137,1.8
2022,1,2,1,35,4.800000000000001,0,0,0,0,0,0,157.11,137,1.8
2022,1,2,1,40,4.800000000000001,0,0,0,0,0,0,156.27,137,1.8
