date,Tmax_C,Tmin_C,Tmean_C,RHmax_pct,RHmin_pct,RHmean_pct,u10_m_s,u2_m_s,Rs_MJ_m2_day,Ra_MJ_m2_day,Rso_MJ_m2_day,Rns_MJ_m2_day,Rnl_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,delta_kPa_C,gamma_kPa_C,ET0_mm_day,precip_mm_day
2021-01-14,24.0,22.4,23.2,97.0,71.0,85.0,3.538,2.646,6.116,23.919,17.944,4.71,0.518,4.192,2.8465,2.3732,0.4733,0.1717,0.0673,1.84,1.4
2021-01-15,25.5,22.5,24.0,98.0,73.0,89.7,3.721,2.783,5.447,24.015,18.016,4.194,0.261,3.933,2.9945,2.5267,0.4678,0.1791,0.0673,1.78,15.0
2021-01-16,23.1,20.8,21.95,98.0,56.0,80.7,5.458,4.083,10.073,24.114,18.09,7.756,2.125,5.631,2.6415,1.9952,0.6464,0.1607,0.0673,2.83,6.8
2021-01-17,20.6,19.3,19.95,85.0,52.0,67.2,3.358,2.512,9.432,24.217,18.167,7.263,2.081,5.181,2.3327,1.5824,0.7503,0.1443,0.0673,2.58,0.0
2021-01-18,22.1,20.2,21.15,83.0,56.0,70.1,2.988,2.235,11.408,24.322,18.246,8.784,2.836,5.949,2.5137,1.7273,0.7864,0.154,0.0673,2.7,0.0
2021-01-19,22.5,20.0,21.25,77.0,52.0,64.2,5.663,4.235,17.795,24.431,18.328,13.702,5.749,7.953,2.5319,1.6089,0.923,0.1548,0.0673,4.1,0.0
2021-01-20,22.5,20.3,21.4,82.0,50.0,64.0,4.779,3.575,18.148,24.543,18.412,13.974,5.782,8.192,2.5538,1.658,0.8958,0.1561,0.0673,3.87,0.0
2021-01-21,23.1,20.3,21.7,86.0,50.0,67.7,2.496,1.867,16.394,24.658,18.498,12.624,4.889,7.735,2.6043,1.7309,0.8734,0.1586,0.0673,3.11,0.0
2021-01-22,23.7,21.1,22.4,92.0,53.0,77.5,1.688,1.262,18.14,24.776,18.586,13.968,5.273,8.696,2.7165,1.9277,0.7888,0.1646,0.0673,3.02,0.0
2021-01-23,23.3,20.6,21.95,100.0,50.0,81.2,1.85,1.384,18.346,24.897,18.677,14.126,5.285,8.841,2.6437,1.9285,0.7152,0.1607,0.0673,3.02,0.0
2021-01-24,24.1,22.3,23.2,98.0,48.0,81.4,1.804,1.349,17.842,25.021,18.77,13.738,4.943,8.795,2.8473,2.0399,0.8074,0.1717,0.0673,3.11,0.0
2021-01-25,24.5,22.5,23.5,94.0,59.0,81.0,5.146,3.849,11.876,25.147,18.865,9.145,2.523,6.622,2.9001,2.188,0.7121,0.1745,0.0673,3.13,0.0
2021-01-26,25.6,23.1,24.35,98.0,46.0,79.5,3.1,2.319,17.881,25.276,18.962,13.769,4.794,8.974,3.0546,2.14,0.9146,0.1824,0.0673,3.63,0.1
2021-01-27,25.9,23.0,24.45,99.0,59.0,86.8,3.004,2.247,18.32,25.408,19.061,14.107,4.527,9.58,3.0755,2.3764,0.6991,0.1834,0.0673,3.43,0.7
2021-01-28,25.1,19.3,22.2,100.0,53.0,77.9,7.475,5.591,9.385,25.543,19.162,7.227,1.671,5.556,2.7128,1.9639,0.7489,0.1629,0.0673,3.43,0.5
2021-01-29,21.0,19.0,20.0,57.0,48.0,53.4,6.108,4.569,12.427,25.68,19.265,9.569,3.493,6.076,2.3422,1.2231,1.1191,0.1447,0.0673,4.47,0.0
2021-01-30,21.9,19.5,20.7,59.0,45.0,52.5,4.917,3.677,10.807,25.82,19.37,8.322,2.696,5.626,2.4474,1.26,1.1874,0.1503,0.0673,4.13,0.0
2021-01-31,24.0,21.4,22.7,78.0,43.0,58.5,5.125,3.833,13.586,25.962,19.476,10.462,3.578,6.883,2.7663,1.6356,1.1308,0.1672,0.0673,4.21,0.0
2021-02-01,24.5,19.0,21.75,95.0,56.0,78.0,7.954,5.949,15.721,26.106,19.584,12.105,3.996,8.109,2.636,1.9047,0.7314,0.159,0.0673,3.92,3.6
2021-02-02,18.4,16.4,17.4,62.0,48.0,54.0,10.2,7.629,15.134,26.253,19.694,11.653,4.663,6.99,1.9909,1.0862,0.9047,0.1255,0.0673,4.89,0.0
2021-02-03,18.3,16.1,17.2,69.0,46.0,58.0,6.413,4.796,20.128,26.402,19.806,15.498,6.698,8.801,1.9666,1.1151,0.8515,0.1242,0.0673,4.31,0.0
2021-02-04,20.7,17.1,18.9,81.0,47.0,64.6,2.867,2.144,20.077,26.553,19.919,15.459,6.299,9.161,2.1958,1.3635,0.8323,0.1363,0.0673,3.48,0.0
2021-02-05,22.8,18.4,20.6,90.0,42.0,72.9,3.125,2.337,15.419,26.706,20.034,11.872,4.191,7.682,2.4461,1.5353,0.9108,0.1495,0.0673,3.36,0.0
2021-02-06,25.1,21.7,23.4,98.0,59.0,85.3,4.913,3.674,14.216,26.86,20.15,10.947,3.011,7.935,2.8913,2.2121,0.6792,0.1735,0.0673,3.3,3.1
2021-02-07,25.7,22.7,24.2,98.0,60.0,84.7,3.867,2.892,16.999,27.017,20.268,13.089,3.771,9.318,3.0306,2.3425,0.688,0.181,0.0673,3.48,0.9
2021-02-08,25.9,22.5,24.2,100.0,54.0,84.4,3.017,2.256,17.647,27.176,20.387,13.588,4.058,9.53,3.0336,2.265,0.7686,0.181,0.0673,3.52,0.0
2021-02-09,25.8,22.9,24.35,97.0,56.0,82.9,3.496,2.615,19.768,27.336,20.507,15.221,4.693,10.528,3.0572,2.2845,0.7727,0.1824,0.0673,3.86,0.0
2021-02-10,25.5,23.0,24.25,95.0,57.0,79.9,4.325,3.235,19.274,27.498,20.628,14.841,4.522,10.319,3.0364,2.2645,0.7719,0.1815,0.0673,3.94,0.0
2021-02-11,25.8,23.2,24.5,91.0,61.0,79.9,5.217,3.902,20.333,27.661,20.751,15.656,4.769,10.887,3.0828,2.307,0.7757,0.1838,0.0673,4.21,0.8
2021-02-12,26.3,23.7,25.0,96.0,51.0,80.8,4.908,3.671,18.148,27.826,20.874,13.974,4.106,9.867,3.1761,2.2792,0.8969,0.1887,0.0673,4.2,5.9
2021-02-13,26.8,23.9,25.35,95.0,54.0,80.4,5.425,4.058,18.407,27.992,20.999,14.173,4.053,10.12,3.2449,2.3603,0.8846,0.1921,0.0673,4.32,1.5
2021-02-14,27.2,24.7,25.95,95.0,60.0,80.9,5.992,4.481,12.164,28.159,21.125,9.367,1.946,7.421,3.3595,2.5602,0.7993,0.1982,0.0673,3.6,0.7
2021-02-15,27.2,24.5,25.85,97.0,54.0,81.2,5.8,4.338,20.243,28.328,21.251,15.587,4.409,11.178,3.341,2.4652,0.8758,0.1972,0.0673,4.59,1.0
2021-02-16,26.9,24.5,25.7,96.0,46.0,76.8,5.6,4.189,18.828,28.498,21.378,14.498,4.204,10.294,3.3096,2.2911,1.0185,0.1956,0.0673,4.7,0.1
2021-02-17,27.1,24.7,25.9,94.0,51.0,76.3,6.317,4.725,21.006,28.669,21.507,16.175,4.717,11.458,3.349,2.377,0.972,0.1977,0.0673,4.97,0.0
2021-02-18,27.8,24.7,26.25,93.0,50.0,77.0,5.733,4.288,21.103,28.84,21.635,16.249,4.724,11.526,3.4239,2.3809,1.0429,0.2013,0.0673,5.05,1.8
2021-02-19,27.5,24.9,26.2,94.0,46.0,72.5,5.554,4.154,13.745,29.013,21.765,10.583,2.505,8.079,3.4101,2.3244,1.0857,0.2008,0.0673,4.34,3.3
2021-02-20,25.0,22.9,23.95,98.0,77.0,91.8,6.167,4.612,4.367,29.186,21.895,3.362,-0.354,3.717,2.9801,2.5879,0.3922,0.1786,0.0673,1.82,23.7
2021-02-21,22.7,22.0,22.35,75.0,62.0,69.9,9.804,7.333,3.337,29.36,22.025,2.57,-0.814,3.384,2.7014,1.8467,0.8547,0.1642,0.0673,3.79,0.4
2021-02-22,25.6,22.7,24.15,82.0,62.0,72.4,7.129,5.332,16.916,29.534,22.156,13.026,3.515,9.51,3.0208,2.1488,0.872,0.1805,0.0673,4.46,1.0
2021-02-23,26.7,23.5,25.1,95.0,54.0,78.4,3.9,2.917,21.996,29.709,22.287,16.937,4.83,12.107,3.1993,2.3212,0.8781,0.1897,0.0673,4.5,1.4
2021-02-24,26.8,24.1,25.45,94.0,57.0,79.7,3.175,2.375,18.212,29.885,22.419,14.024,3.564,10.459,3.2628,2.4151,0.8477,0.1931,0.0673,3.92,0.7
2021-02-25,26.8,24.1,25.45,96.0,55.0,79.3,3.604,2.696,22.28,30.061,22.551,17.156,4.705,12.451,3.2628,2.4099,0.8529,0.1931,0.0673,4.49,0.3
2021-02-26,26.9,24.5,25.7,92.0,56.0,76.2,5.125,3.833,22.568,30.236,22.683,17.378,4.771,12.606,3.3096,2.4068,0.9028,0.1956,0.0673,4.87,0.0
2021-02-27,26.9,24.6,25.75,86.0,53.0,74.0,7.188,5.376,22.32,30.413,22.815,17.186,4.905,12.281,3.3188,2.2693,1.0495,0.1962,0.0673,5.5,0.0
2021-02-28,26.7,24.8,25.75,85.0,58.0,73.8,7.575,5.666,22.511,30.589,22.947,17.333,4.788,12.545,3.3167,2.3462,0.9704,0.1962,0.0673,5.39,0.4
2021-03-01,27.0,24.5,25.75,88.0,57.0,72.6,4.875,3.646,22.903,30.765,23.079,17.635,4.824,12.811,3.32,2.369,0.951,0.1962,0.0673,4.98,0.1
2021-03-02,26.8,24.2,25.5,96.0,41.0,73.4,2.938,2.197,19.681,30.941,23.211,15.155,4.144,11.01,3.2718,2.1719,1.0999,0.1936,0.0673,4.37,0.0
2021-03-03,27.1,24.4,25.75,94.0,50.0,75.3,5.908,4.419,23.087,31.117,23.343,17.777,4.865,12.912,3.3213,2.333,0.9883,0.1962,0.0673,5.26,0.1
2021-03-04,25.3,21.8,23.55,87.0,56.0,70.1,5.592,4.182,22.741,31.292,23.475,17.511,5.1,12.411,2.9183,2.0391,0.8792,0.1749,0.0673,4.84,1.5
2021-03-05,24.6,21.8,23.2,88.0,46.0,65.2,5.288,3.955,16.639,31.467,23.606,12.812,3.391,9.421,2.8525,1.8606,0.9918,0.1717,0.0673,4.44,0.4
2021-03-06,25.7,22.1,23.9,86.0,51.0,67.8,3.213,2.403,21.384,31.642,23.737,16.466,4.72,11.745,2.9812,1.9859,0.9953,0.1782,0.0673,4.47,0.7
2021-03-07,24.0,22.2,23.1,98.0,50.0,71.0,7.65,5.722,22.5,31.816,23.868,17.325,4.851,12.474,2.8301,2.0574,0.7727,0.1708,0.0673,4.81,2.7
2021-03-08,23.2,20.3,21.75,65.0,41.0,51.1,8.713,6.517,17.294,31.99,23.998,13.317,4.087,9.229,2.6128,1.3571,1.2557,0.159,0.0673,6.07,0.0
2021-03-09,22.7,21.1,21.9,72.0,39.0,50.2,8.404,6.286,12.19,32.163,24.128,9.386,2.123,7.263,2.6306,1.4388,1.1918,0.1603,0.0673,5.42,0.2
2021-03-10,23.6,21.7,22.65,69.0,49.0,57.6,8.067,6.033,22.169,32.335,24.257,17.07,5.388,11.682,2.7545,1.6093,1.1452,0.1668,0.0673,5.94,0.0
2021-03-11,23.8,22.1,22.95,70.0,46.0,57.4,7.333,5.485,21.154,32.507,24.386,16.288,5.027,11.262,2.8042,1.6091,1.1951,0.1695,0.0673,5.85,0.1
2021-03-12,24.5,22.1,23.3,74.0,47.0,60.2,6.833,5.111,20.149,32.677,24.514,15.515,4.52,10.995,2.8674,1.7068,1.1606,0.1726,0.0673,5.57,0.9
2021-03-13,24.3,21.9,23.1,73.0,40.0,56.5,5.188,3.88,21.751,32.847,24.641,16.748,5.238,11.51,2.833,1.5668,1.2662,0.1708,0.0673,5.53,0.0
2021-03-14,24.9,22.0,23.45,86.0,47.0,69.9,2.988,2.235,24.466,33.015,24.767,18.839,5.532,13.306,2.8964,1.8769,1.0195,0.174,0.0673,4.82,0.0
2021-03-15,25.6,22.7,24.15,89.0,43.0,68.0,3.371,2.521,25.193,33.183,24.893,19.398,5.568,13.83,3.0208,1.9335,1.0873,0.1805,0.0673,5.16,0.0
2021-03-16,25.8,22.1,23.95,87.0,42.0,67.3,5.371,4.017,25.045,33.349,25.018,19.285,5.707,13.578,2.991,1.8547,1.1363,0.1786,0.0673,5.68,0.2
2021-03-17,26.5,23.6,25.05,92.0,56.0,75.1,5.154,3.855,23.004,33.514,25.141,17.713,4.368,13.345,3.1876,2.3094,0.8782,0.1892,0.0673,4.98,0.5
2021-03-18,27.0,23.5,25.25,92.0,38.0,67.4,5.092,3.808,19.508,33.677,25.264,15.021,3.811,11.21,3.2304,2.0094,1.2211,0.1911,0.0673,5.26,0.0
2021-03-19,27.4,23.1,25.25,97.0,38.0,72.7,4.379,3.275,23.094,33.84,25.386,17.782,4.742,13.04,3.2382,2.0643,1.1739,0.1911,0.0673,5.39,0.0
2021-03-20,25.2,23.0,24.1,98.0,48.0,75.3,3.892,2.911,20.736,34.0,25.506,15.967,3.861,12.106,3.0076,2.146,0.8616,0.18,0.0673,4.46,2.7
2021-03-21,26.5,22.7,24.6,84.0,52.0,68.9,3.038,2.272,23.749,34.16,25.626,18.287,4.833,13.454,3.1105,2.0589,1.0516,0.1848,0.0673,4.94,0.0
2021-03-22,23.6,21.5,22.55,91.0,46.0,66.9,4.163,3.113,25.794,34.318,25.744,19.861,5.634,14.228,2.7387,1.8368,0.9019,0.1659,0.0673,5.05,0.0
2021-03-23,25.5,21.1,23.3,88.0,40.0,62.0,1.742,1.303,21.704,34.474,25.861,16.712,4.586,12.126,2.8828,1.7537,1.1291,0.1726,0.0673,4.28,0.0
2021-03-24,28.2,23.8,26.0,95.0,37.0,71.9,2.788,2.085,18.868,34.628,25.977,14.528,3.387,11.141,3.3862,2.1079,1.2783,0.1987,0.0673,4.6,1.0
2021-03-25,28.0,24.9,26.45,94.0,46.0,74.5,5.688,4.254,25.942,34.781,26.092,19.975,4.917,15.058,3.4644,2.3494,1.115,0.2034,0.0673,6.0,0.1
2021-03-26,27.9,25.1,26.5,91.0,45.0,72.2,5.263,3.936,24.671,34.932,26.205,18.997,4.657,14.34,3.4723,2.2955,1.1768,0.2039,0.0673,5.9,0.0
2021-03-27,27.5,25.3,26.4,89.0,46.0,70.7,6.208,4.644,23.659,35.081,26.317,18.218,4.386,13.831,3.448,2.2794,1.1686,0.2028,0.0673,5.96,0.1
2021-03-28,28.0,25.4,26.7,83.0,48.0,66.5,5.483,4.101,25.726,35.229,26.428,19.809,4.963,14.846,3.512,2.2535,1.2585,0.206,0.0673,6.24,0.1
2021-03-29,28.1,25.0,26.55,91.0,41.0,70.2,3.917,2.929,26.464,35.374,26.537,20.377,5.178,15.199,3.4849,2.2207,1.2641,0.2044,0.0673,5.95,0.0
2021-03-30,28.1,25.3,26.7,90.0,49.0,72.9,6.021,4.503,25.103,35.518,26.645,19.329,4.528,14.801,3.5134,2.3827,1.1308,0.206,0.0673,6.04,1.2
2021-03-31,27.9,25.6,26.75,90.0,41.0,68.2,6.013,4.497,26.266,35.66,26.751,20.225,5.035,15.19,3.5204,2.2476,1.2727,0.2065,0.0673,6.47,0.0
2021-04-01,27.2,25.0,26.1,93.0,44.0,69.8,2.854,2.135,12.053,35.799,26.856,9.281,1.3,7.98,3.3876,2.2666,1.1209,0.1997,0.0673,3.59,1.6
2021-04-02,24.7,21.5,23.1,98.0,45.0,69.5,8.921,6.672,11.898,35.937,26.959,9.161,1.339,7.823,2.838,1.9567,0.8813,0.1708,0.0673,4.47,13.3
2021-04-03,22.3,20.8,21.55,58.0,38.0,48.5,8.917,6.669,14.58,36.073,27.061,11.227,2.584,8.643,2.5746,1.224,1.3506,0.1573,0.0673,6.38,0.0
2021-04-04,23.1,20.9,22.0,62.0,40.0,49.6,6.758,5.055,20.794,36.206,27.161,16.011,4.539,11.472,2.6491,1.3315,1.3176,0.1611,0.0673,6.17,0.0
2021-04-05,23.5,21.5,22.5,64.0,42.0,52.0,5.167,3.864,27.133,36.338,27.26,20.893,6.429,14.464,2.73,1.4287,1.3013,0.1655,0.0673,6.25,0.0
2021-04-06,23.9,21.2,22.55,73.0,39.0,56.6,4.204,3.145,26.507,36.467,27.357,20.41,6.06,14.35,2.7419,1.4973,1.2445,0.1659,0.0673,5.81,0.0
2021-04-07,24.0,20.9,22.45,82.0,35.0,59.7,3.833,2.867,26.896,36.594,27.452,20.71,6.065,14.645,2.7278,1.5356,1.1922,0.165,0.0673,5.66,0.0
2021-04-08,25.1,21.5,23.3,83.0,37.0,60.2,3.621,2.708,27.799,36.719,27.546,21.405,6.06,15.346,2.8756,1.6538,1.2218,0.1726,0.0673,5.82,0.0
2021-04-09,25.7,22.2,23.95,89.0,40.0,63.1,4.362,3.263,27.493,36.841,27.638,21.17,5.673,15.497,2.9893,1.8514,1.1379,0.1786,0.0673,5.89,0.0
2021-04-10,27.2,23.1,25.15,87.0,36.0,65.1,4.596,3.437,25.438,36.962,27.728,19.587,5.111,14.476,3.2169,1.8788,1.3381,0.1902,0.0673,6.12,0.0
2021-04-11,27.7,23.9,25.8,98.0,40.0,67.2,5.467,4.089,26.143,37.08,27.817,20.13,4.77,15.36,3.3402,2.1962,1.144,0.1967,0.0673,6.1,29.2
2021-04-12,27.6,23.5,25.55,98.0,56.0,80.2,4.408,3.297,20.113,37.196,27.904,15.487,2.938,12.55,3.2942,2.4528,0.8414,0.1941,0.0673,4.62,1.5
2021-04-13,27.1,23.4,25.25,85.0,25.0,57.2,4.592,3.434,28.544,37.31,27.989,21.979,6.183,15.796,3.2322,1.6715,1.5607,0.1911,0.0673,6.88,0.0
2021-04-14,25.5,23.4,24.45,89.0,49.0,67.1,5.196,3.886,27.742,37.421,28.073,21.361,5.227,16.134,3.0707,2.0803,0.9905,0.1834,0.0673,5.86,0.0
2021-04-15,26.6,22.6,24.6,86.0,39.0,65.1,3.008,2.25,26.05,37.53,28.154,20.058,5.17,14.888,3.1124,1.8582,1.2541,0.1848,0.0673,5.59,0.0
2021-04-16,27.9,23.6,25.75,95.0,36.0,67.7,3.038,2.272,20.484,37.637,28.235,15.773,3.427,12.346,3.3355,2.0601,1.2754,0.1962,0.0673,4.99,0.0
2021-04-17,28.7,24.7,26.7,94.0,46.0,72.7,3.925,2.936,26.834,37.742,28.313,20.662,4.591,16.072,3.5242,2.3679,1.1563,0.206,0.0673,5.98,0.0
2021-04-18,29.3,25.7,27.5,95.0,45.0,69.8,2.975,2.225,24.152,37.844,28.39,18.597,3.817,14.781,3.689,2.4856,1.2034,0.2146,0.0673,5.51,2.8
2021-04-19,29.3,26.3,27.8,96.0,41.0,70.0,4.329,3.238,26.014,37.944,28.465,20.03,4.253,15.777,3.7486,2.4778,1.2707,0.2179,0.0673,6.21,0.0
2021-04-20,28.6,26.5,27.55,96.0,42.0,69.3,3.633,2.718,15.196,38.042,28.538,11.701,1.765,9.935,3.688,2.4837,1.2043,0.2151,0.0673,4.44,0.0
2021-04-21,29.1,26.9,28.0,95.0,54.0,76.5,2.946,2.203,18.439,38.137,28.61,14.198,2.243,11.955,3.7867,2.7714,1.0153,0.2201,0.0673,4.51,0.0
2021-04-22,28.6,26.4,27.5,99.0,52.0,78.9,2.175,1.627,17.975,38.23,28.68,13.841,2.168,11.673,3.6779,2.7213,0.9566,0.2146,0.0673,4.19,3.4
2021-04-23,27.4,25.5,26.45,94.0,50.0,71.5,5.967,4.463,27.385,38.321,28.748,21.087,4.476,16.611,3.4566,2.4462,1.0104,0.2034,0.0673,6.14,0.1
2021-04-24,29.1,25.4,27.25,83.0,51.0,68.0,6.188,4.628,27.565,38.41,28.815,21.225,4.674,16.551,3.6365,2.3736,1.2628,0.2118,0.0673,6.78,1.9
2021-04-25,29.3,26.6,27.95,95.0,50.0,76.5,4.658,3.484,22.068,38.497,28.879,16.992,3.053,13.94,3.7791,2.6731,1.106,0.2195,0.0673,5.52,1.6
2021-04-26,28.4,25.9,27.15,95.0,57.0,76.2,5.129,3.836,22.802,38.581,28.943,17.558,3.142,14.416,3.6052,2.6899,0.9153,0.2108,0.0673,5.33,3.0
2021-04-27,27.1,24.7,25.9,82.0,50.0,66.8,6.85,5.123,28.89,38.663,29.004,22.245,5.215,17.031,3.349,2.1723,1.1766,0.1977,0.0673,6.79,0.6
2021-04-28,28.2,25.1,26.65,85.0,46.0,66.0,5.846,4.372,28.336,38.743,29.064,21.818,5.005,16.813,3.5054,2.2339,1.2715,0.2054,0.0673,6.79,2.3
2021-04-29,28.9,26.0,27.45,90.0,50.0,71.4,6.208,4.644,27.022,38.82,29.122,20.807,4.275,16.532,3.672,2.5083,1.1637,0.214,0.0673,6.54,3.5
2021-04-30,29.6,25.7,27.65,88.0,36.0,65.9,3.025,2.263,18.662,38.896,29.179,14.37,2.729,11.641,3.7245,2.1994,1.5251,0.2162,0.0673,5.14,0.2
2021-05-01,29.6,26.4,28.0,95.0,45.0,73.5,3.221,2.409,12.15,38.969,29.234,9.356,0.985,8.371,3.7942,2.5678,1.2264,0.2201,0.0673,3.93,3.4
2021-05-02,30.2,26.8,28.5,90.0,33.0,65.3,4.325,3.235,23.879,39.041,29.287,18.387,3.901,14.486,3.9079,2.2939,1.614,0.2257,0.0673,6.49,0.0
2021-05-03,30.1,26.9,28.5,91.0,34.0,66.0,5.625,4.207,28.768,39.11,29.339,22.151,4.979,17.172,3.906,2.3382,1.5678,0.2257,0.0673,7.47,0.2
2021-05-04,30.2,27.1,28.65,88.0,40.0,67.9,5.313,3.973,26.305,39.177,29.39,20.255,4.242,16.013,3.9391,2.4364,1.5028,0.2274,0.0673,6.96,1.2
2021-05-05,30.3,27.4,28.85,89.0,38.0,66.7,3.321,2.484,26.672,39.242,29.438,20.538,4.314,16.223,3.9832,2.4443,1.5389,0.2297,0.0673,6.46,0.2
2021-05-06,30.5,26.9,28.7,94.0,42.0,67.7,2.513,1.879,22.392,39.305,29.486,17.242,3.162,14.08,3.9554,2.5828,1.3726,0.228,0.0673,5.4,0.8
2021-05-07,29.4,27.1,28.25,98.0,52.0,75.4,3.533,2.643,22.27,39.366,29.531,17.148,2.833,14.315,3.8428,2.8231,1.0197,0.2229,0.0673,5.26,6.4
2021-05-08,28.1,26.3,27.2,98.0,69.0,82.8,4.875,3.646,20.225,39.425,29.576,15.573,2.241,13.332,3.6118,2.9882,0.6235,0.2113,0.0673,4.44,5.2
2021-05-09,28.6,26.2,27.4,89.0,55.0,73.3,5.962,4.46,27.364,39.482,29.618,21.07,4.118,16.952,3.6577,2.59,1.0677,0.2135,0.0673,6.36,1.0
2021-05-10,29.7,26.8,28.25,79.0,45.0,64.8,4.667,3.49,28.134,39.537,29.66,21.663,4.756,16.907,3.8472,2.3303,1.5169,0.2229,0.0673,7.03,0.7
2021-05-11,30.0,27.5,28.75,91.0,46.0,69.3,4.129,3.088,28.069,39.59,29.7,21.613,4.234,17.379,3.9572,2.6463,1.3108,0.2286,0.0673,6.64,1.8
2021-05-12,30.2,28.0,29.1,96.0,56.0,83.0,3.417,2.555,18.569,39.641,29.738,14.298,1.954,12.344,4.036,3.0161,1.0198,0.2326,0.0673,4.73,16.9
2021-05-13,30.4,27.0,28.7,96.0,62.0,81.5,2.25,1.683,25.114,39.691,29.775,19.337,3.057,16.28,3.9534,3.0572,0.8962,0.228,0.0673,5.44,3.6
2021-05-14,29.0,26.8,27.9,95.0,61.0,76.4,3.033,2.269,22.957,39.738,29.811,17.677,2.827,14.85,3.7647,2.8955,0.8692,0.219,0.0673,5.1,0.6
2021-05-15,28.2,26.4,27.3,85.0,48.0,66.3,5.029,3.762,27.468,39.784,29.845,21.15,4.422,16.728,3.633,2.3805,1.2524,0.2124,0.0673,6.56,0.5
2021-05-16,27.4,26.0,26.7,75.0,47.0,62.0,6.121,4.578,24.887,39.828,29.878,19.163,4.183,14.98,3.5057,2.1183,1.3874,0.206,0.0673,6.73,0.4
2021-05-17,27.3,25.5,26.4,71.0,45.0,57.9,6.088,4.553,29.03,39.871,29.91,22.353,5.432,16.922,3.446,1.9749,1.471,0.2028,0.0673,7.36,0.0
2021-05-18,27.3,25.7,26.5,76.0,45.0,59.1,7.788,5.825,23.749,39.911,29.941,18.287,3.947,14.339,3.4654,2.0713,1.3941,0.2039,0.0673,7.01,0.2
2021-05-19,27.2,25.5,26.35,72.0,49.0,60.8,8.7,6.507,14.674,39.95,29.97,11.299,1.707,9.592,3.4354,2.0586,1.3768,0.2023,0.0673,6.22,0.3
2021-05-20,26.5,24.9,25.7,83.0,44.0,59.5,9.013,6.741,23.306,39.988,29.998,17.946,3.79,14.156,3.3055,2.0685,1.237,0.1956,0.0673,6.76,0.9
2021-05-21,26.9,24.3,25.6,73.0,38.0,53.5,7.8,5.834,28.883,40.023,30.025,22.24,5.674,16.566,3.2913,1.7823,1.5089,0.1946,0.0673,7.84,0.4
2021-05-22,26.6,24.7,25.65,66.0,42.0,54.7,7.379,5.519,29.279,40.057,30.05,22.545,5.825,16.72,3.2971,1.7582,1.5389,0.1951,0.0673,7.86,0.0
