date,Tmax_C,Tmin_C,Tmean_C,RHmax_pct,RHmin_pct,RHmean_pct,u10_m_s,u2_m_s,Rs_MJ_m2_day,Ra_MJ_m2_day,Rso_MJ_m2_day,Rns_MJ_m2_day,Rnl_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,delta_kPa_C,gamma_kPa_C,ET0_mm_day,precip_mm_day
2019-01-12,24.9,22.2,23.55,88.0,49.0,63.2,6.171,4.615,14.051,23.738,17.807,10.819,3.929,6.89,2.9126,1.9491,0.9636,0.1749,0.0673,4.03,0.8
2019-01-13,25.4,23.0,24.2,93.0,54.0,77.7,3.717,2.78,11.732,23.827,17.874,9.034,2.737,6.296,3.0267,2.1823,0.8445,0.181,0.0673,3.02,2.7
2019-01-14,25.1,22.4,23.75,99.0,53.0,79.4,1.996,1.493,16.92,23.919,17.944,13.028,4.679,8.349,2.9479,2.1855,0.7624,0.1768,0.0673,3.0,0.0
2019-01-15,23.5,21.8,22.65,92.0,61.0,74.8,3.146,2.353,12.776,24.015,18.016,9.838,3.144,6.694,2.7537,2.0846,0.6691,0.1668,0.0673,2.7,1.8
2019-01-16,23.2,21.0,22.1,79.0,46.0,62.9,3.408,2.549,12.719,24.114,18.09,9.793,3.593,6.201,2.6653,1.6364,1.0289,0.162,0.0673,3.3,0.5
2019-01-17,23.9,21.7,22.8,78.0,51.0,66.2,4.242,3.173,15.563,24.217,18.167,11.983,4.667,7.317,2.781,1.7688,1.0122,0.1681,0.0673,3.76,0.2
2019-01-18,24.7,22.0,23.35,83.0,43.0,64.4,3.458,2.587,17.701,24.322,18.246,13.63,5.6,8.03,2.8778,1.7662,1.1115,0.1731,0.0673,3.85,0.0
2019-01-19,24.6,21.8,23.2,84.0,39.0,64.9,3.904,2.92,16.549,24.431,18.328,12.743,5.176,7.567,2.8525,1.7001,1.1523,0.1717,0.0673,3.98,0.0
2019-01-20,24.7,20.5,22.6,89.0,66.0,80.1,7.946,5.943,5.872,24.543,18.412,4.521,0.414,4.107,2.7616,2.1,0.6616,0.1664,0.0673,2.93,3.0
2019-01-21,21.7,18.5,20.1,68.0,49.0,57.2,6.529,4.883,14.803,24.658,18.498,11.398,4.682,6.717,2.3629,1.3601,1.0027,0.1455,0.0673,4.35,0.0
2019-01-22,23.1,21.5,22.3,59.0,40.0,52.2,8.338,6.236,13.291,24.776,18.586,10.234,4.117,6.117,2.6954,1.3218,1.3736,0.1637,0.0673,5.79,0.0
2019-01-23,24.3,22.0,23.15,75.0,46.0,59.5,8.592,6.426,16.459,24.897,18.677,12.674,5.015,7.659,2.841,1.6902,1.1508,0.1713,0.0673,5.31,0.0
2019-01-24,26.1,23.3,24.7,89.0,46.0,70.5,6.288,4.703,15.271,25.021,18.77,11.759,4.03,7.729,3.1211,2.0508,1.0703,0.1858,0.0673,4.46,0.3
2019-01-25,24.5,21.6,23.05,98.0,69.0,83.8,4.675,3.497,7.236,25.147,18.865,5.572,0.802,4.77,2.8274,2.325,0.5024,0.1704,0.0673,2.18,5.4
2019-01-26,22.4,21.1,21.75,96.0,70.0,82.2,4.979,3.724,3.229,25.276,18.962,2.486,-0.6,3.087,2.6057,2.1493,0.4564,0.159,0.0673,1.76,7.8
2019-01-27,26.1,22.2,24.15,84.0,47.0,68.8,6.354,4.753,15.991,25.408,19.061,12.313,4.381,7.933,3.0288,1.9187,1.1102,0.1805,0.0673,4.65,0.6
2019-01-28,23.4,19.6,21.5,93.0,59.0,74.6,6.837,5.114,14.886,25.543,19.162,11.462,3.785,7.677,2.5796,1.9097,0.6699,0.1569,0.0673,3.51,1.3
2019-01-29,22.8,20.0,21.4,91.0,49.0,73.4,3.946,2.951,16.675,25.68,19.265,12.84,4.687,8.153,2.557,1.7439,0.813,0.1561,0.0673,3.48,0.7
2019-01-30,23.1,20.3,21.7,88.0,43.0,64.0,3.713,2.777,18.86,25.82,19.37,14.523,5.715,8.808,2.6043,1.6558,0.9485,0.1586,0.0673,3.84,0.0
2019-01-31,24.0,21.6,22.8,82.0,53.0,68.0,4.296,3.213,14.663,25.962,19.476,11.29,3.752,7.539,2.782,1.8486,0.9334,0.1681,0.0673,3.66,0.8
2019-02-01,24.3,22.1,23.2,81.0,51.0,67.5,5.617,4.201,17.798,26.106,19.584,13.705,4.958,8.747,2.8491,1.852,0.997,0.1717,0.0673,4.38,0.2
2019-02-02,24.8,22.7,23.75,96.0,71.0,82.7,4.346,3.25,9.05,26.253,19.694,6.969,1.252,5.717,2.9445,2.4355,0.5091,0.1768,0.0673,2.36,8.2
2019-02-03,25.3,22.2,23.75,97.0,68.0,86.2,1.842,1.377,17.237,26.402,19.806,13.272,3.878,9.394,2.9506,2.3945,0.5561,0.1768,0.0673,3.03,1.0
2019-02-04,24.7,22.2,23.45,100.0,58.0,83.8,2.75,2.057,14.432,26.553,19.919,11.113,3.11,8.003,2.894,2.2405,0.6534,0.174,0.0673,2.92,0.3
2019-02-05,24.2,22.0,23.1,95.0,49.0,74.3,3.967,2.967,19.339,26.706,20.034,14.891,5.121,9.771,2.8319,1.9957,0.8362,0.1708,0.0673,3.88,0.0
2019-02-06,23.8,21.6,22.7,86.0,48.0,68.1,5.029,3.762,19.962,26.86,20.15,15.371,5.612,9.759,2.7642,1.8171,0.9472,0.1672,0.0673,4.35,0.0
2019-02-07,24.3,21.9,23.1,80.0,45.0,63.2,4.967,3.715,17.676,27.017,20.268,13.611,4.863,8.747,2.833,1.7347,1.0983,0.1708,0.0673,4.47,0.2
2019-02-08,25.0,22.7,23.85,86.0,45.0,69.3,4.783,3.578,19.973,27.176,20.387,15.379,5.458,9.921,2.9633,1.8991,1.0643,0.1777,0.0673,4.58,0.7
2019-02-09,24.8,22.8,23.8,83.0,62.0,71.2,6.467,4.837,12.701,27.336,20.507,9.78,2.522,7.258,2.9529,2.1223,0.8307,0.1772,0.0673,3.79,2.1
2019-02-10,25.2,23.3,24.25,84.0,49.0,70.8,7.546,5.644,18.428,27.498,20.628,14.19,4.685,9.505,3.0333,1.9869,1.0463,0.1815,0.0673,5.05,1.0
2019-02-11,25.6,23.2,24.4,92.0,66.0,79.0,6.337,4.74,14.612,27.661,20.751,11.252,2.852,8.4,3.0632,2.3914,0.6718,0.1829,0.0673,3.56,1.9
2019-02-12,26.4,24.1,25.25,91.0,62.0,79.2,5.679,4.248,16.279,27.826,20.874,12.535,3.324,9.211,3.2218,2.4328,0.789,0.1911,0.0673,3.93,1.6
2019-02-13,25.8,21.5,23.65,97.0,54.0,81.8,5.067,3.79,13.205,27.992,20.999,10.168,2.567,7.601,2.9432,2.1407,0.8025,0.1758,0.0673,3.54,5.6
2019-02-14,23.2,20.6,21.9,98.0,66.0,85.2,3.408,2.549,9.288,28.159,21.125,7.152,1.229,5.922,2.6351,2.1274,0.5077,0.1603,0.0673,2.28,7.8
2019-02-15,25.0,22.3,23.65,94.0,60.0,80.0,2.142,1.602,17.438,28.328,21.251,13.428,3.795,9.632,2.9302,2.2159,0.7143,0.1758,0.0673,3.3,0.8
2019-02-16,26.3,22.9,24.6,99.0,51.0,80.2,2.925,2.188,20.974,28.498,21.378,16.15,4.875,11.275,3.107,2.2548,0.8522,0.1848,0.0673,4.07,0.0
2019-02-17,27.1,23.0,25.05,96.0,41.0,76.5,3.792,2.836,18.421,28.669,21.507,14.184,4.313,9.871,3.1979,2.0837,1.1142,0.1892,0.0673,4.37,0.0
2019-02-18,27.4,24.2,25.8,97.0,54.0,82.7,4.658,3.484,20.743,28.84,21.635,15.972,4.471,11.501,3.3349,2.4501,0.8848,0.1967,0.0673,4.5,0.5
2019-02-19,26.4,23.9,25.15,95.0,55.0,79.0,6.179,4.622,21.254,29.013,21.765,16.366,4.705,11.66,3.2039,2.3554,0.8485,0.1902,0.0673,4.68,0.2
2019-02-20,26.8,24.6,25.7,88.0,54.0,75.8,7.154,5.351,21.524,29.186,21.895,16.574,4.859,11.715,3.3084,2.3124,0.996,0.1956,0.0673,5.23,2.6
2019-02-21,27.1,24.4,25.75,86.0,42.0,69.1,5.763,4.31,21.895,29.36,22.025,16.859,5.386,11.473,3.3213,2.0673,1.254,0.1962,0.0673,5.56,0.0
2019-02-22,27.3,24.7,26.0,90.0,60.0,78.0,5.467,4.089,16.722,29.534,22.156,12.876,3.13,9.746,3.3701,2.4888,0.8813,0.1987,0.0673,4.23,1.4
2019-02-23,27.2,24.7,25.95,88.0,55.0,76.3,6.008,4.494,21.902,29.709,22.287,16.865,4.787,12.078,3.3595,2.3611,0.9984,0.1982,0.0673,5.12,0.6
2019-02-24,27.7,24.6,26.15,94.0,41.0,71.2,3.633,2.718,18.281,29.885,22.419,14.076,3.89,10.187,3.4037,2.2152,1.1885,0.2002,0.0673,4.51,0.0
2019-02-25,26.9,24.3,25.6,95.0,45.0,76.7,3.979,2.976,14.699,30.061,22.551,11.318,2.7,8.618,3.2913,2.2406,1.0507,0.1946,0.0673,4.0,2.2
2019-02-26,25.7,23.8,24.75,90.0,68.0,78.4,5.963,4.46,18.245,30.236,22.683,14.048,3.436,10.613,3.1253,2.4495,0.6758,0.1862,0.0673,3.99,1.3
2019-02-27,27.3,23.9,25.6,96.0,51.0,81.6,4.629,3.462,14.18,30.413,22.815,10.919,2.397,8.522,3.2973,2.349,0.9483,0.1946,0.0673,3.94,16.7
2019-02-28,26.6,24.0,25.3,98.0,59.0,80.9,4.771,3.568,22.097,30.589,22.947,17.015,4.403,12.612,3.2332,2.4895,0.7438,0.1916,0.0673,4.48,1.1
2019-03-01,26.1,23.0,24.55,92.0,47.0,75.8,2.208,1.652,23.036,30.765,23.079,17.738,5.293,12.445,3.0954,2.087,1.0084,0.1843,0.0673,4.41,0.7
2019-03-02,27.8,24.5,26.15,94.0,56.0,77.9,3.379,2.527,21.69,30.941,23.211,16.701,4.27,12.431,3.4054,2.4912,0.9142,0.2002,0.0673,4.56,1.1
2019-03-03,27.4,24.7,26.05,90.0,58.0,77.8,4.725,3.534,19.163,31.117,23.343,14.755,3.59,11.165,3.3807,2.4587,0.9221,0.1992,0.0673,4.51,1.6
2019-03-04,28.1,24.7,26.4,96.0,52.0,78.9,3.363,2.515,23.083,31.292,23.475,17.774,4.61,13.164,3.4568,2.4821,0.9747,0.2028,0.0673,4.84,0.4
2019-03-05,28.3,24.4,26.35,100.0,52.0,79.7,3.358,2.512,22.727,31.467,23.606,17.5,4.4,13.1,3.4514,2.5282,0.9232,0.2023,0.0673,4.74,0.3
2019-03-06,24.1,20.6,22.35,89.0,47.0,64.0,7.046,5.27,15.912,31.642,23.737,12.252,3.174,9.078,2.7142,1.7853,0.929,0.1642,0.0673,4.58,0.2
2019-03-07,23.1,20.2,21.65,57.0,42.0,50.0,5.858,4.382,21.481,31.816,23.868,16.541,5.842,10.698,2.5969,1.2683,1.3287,0.1582,0.0673,5.79,0.0
2019-03-08,25.1,22.2,23.65,80.0,44.0,59.2,5.638,4.217,18.997,31.99,23.998,14.628,4.203,10.425,2.9315,1.7716,1.1599,0.1758,0.0673,5.14,0.6
2019-03-09,25.8,23.1,24.45,86.0,62.0,73.5,6.15,4.6,19.721,32.163,24.128,15.185,3.774,11.411,3.0742,2.2452,0.829,0.1834,0.0673,4.58,1.9
2019-03-10,26.7,23.8,25.25,85.0,50.0,69.4,5.579,4.173,23.918,32.335,24.257,18.417,5.178,13.239,3.2257,2.1288,1.0969,0.1911,0.0673,5.54,0.0
2019-03-11,27.0,23.9,25.45,94.0,52.0,74.8,4.138,3.095,23.814,32.507,24.386,18.337,4.784,13.553,3.2657,2.321,0.9447,0.1931,0.0673,5.02,0.0
2019-03-12,27.3,24.7,26.0,97.0,38.0,73.6,2.696,2.016,19.854,32.677,24.514,15.288,3.866,11.421,3.3701,2.1986,1.1715,0.1987,0.0673,4.5,0.0
2019-03-13,25.2,23.5,24.35,86.0,56.0,72.1,7.158,5.354,15.656,32.847,24.641,12.055,2.635,9.421,3.0506,2.1427,0.9079,0.1824,0.0673,4.54,1.1
2019-03-14,25.3,23.0,24.15,75.0,53.0,64.9,6.783,5.074,7.909,33.015,24.767,6.09,0.456,5.634,3.0171,1.9081,1.109,0.1805,0.0673,4.29,0.3
2019-03-15,25.8,23.3,24.55,74.0,39.0,58.8,4.083,3.054,24.826,33.183,24.893,19.116,6.03,13.085,3.0914,1.7063,1.3851,0.1843,0.0673,5.74,0.0
2019-03-16,26.6,23.1,24.85,81.0,37.0,60.3,2.663,1.991,24.138,33.349,25.018,18.586,5.628,12.959,3.1545,1.789,1.3655,0.1872,0.0673,5.14,0.0
2019-03-17,27.2,23.2,25.2,87.0,42.0,66.7,2.138,1.599,16.268,33.514,25.141,12.527,2.895,9.632,3.2255,1.9945,1.231,0.1907,0.0673,3.9,0.2
2019-03-18,25.6,23.9,24.75,98.0,51.0,75.9,2.354,1.761,12.305,33.677,25.264,9.475,1.522,7.953,3.1244,2.2905,0.8339,0.1862,0.0673,3.07,0.7
2019-03-19,26.6,23.0,24.8,95.0,61.0,81.9,3.367,2.518,12.107,33.84,25.386,9.322,1.4,7.922,3.146,2.3967,0.7493,0.1867,0.0673,3.17,4.1
2019-03-20,24.4,22.6,23.5,98.0,64.0,79.8,4.975,3.721,14.548,34.0,25.506,11.202,2.02,9.181,2.8992,2.3217,0.5776,0.1745,0.0673,3.34,5.6
2019-03-21,24.8,22.4,23.6,91.0,67.0,81.2,3.713,2.777,21.064,34.16,25.626,16.219,3.714,12.505,2.9197,2.2813,0.6384,0.1754,0.0673,4.1,2.6
2019-03-22,23.7,21.2,22.45,90.0,43.0,63.0,4.921,3.681,26.557,34.318,25.744,20.449,5.77,14.679,2.7242,1.7631,0.9611,0.165,0.0673,5.41,0.0
2019-03-23,24.2,20.3,22.25,83.0,45.0,64.2,4.263,3.188,26.629,34.474,25.861,20.504,5.945,14.559,2.701,1.668,1.033,0.1633,0.0673,5.42,0.0
2019-03-24,24.9,22.1,23.5,78.0,49.0,63.5,6.325,4.731,16.632,34.628,25.977,12.807,2.963,9.843,2.9045,1.8089,1.0956,0.1745,0.0673,5.03,0.7
2019-03-25,26.2,23.2,24.7,90.0,64.0,79.4,3.758,2.811,21.985,34.781,26.092,16.929,3.786,13.142,3.1225,2.3681,0.7544,0.1858,0.0673,4.5,2.8
2019-03-26,26.5,23.9,25.2,100.0,49.0,77.9,2.067,1.546,25.614,34.932,26.205,19.723,4.756,14.967,3.2141,2.3312,0.8828,0.1907,0.0673,4.91,0.2
2019-03-27,25.1,22.1,23.6,98.0,51.0,75.8,4.338,3.244,24.757,35.081,26.317,19.063,4.771,14.293,2.9234,2.1161,0.8073,0.1754,0.0673,4.91,8.2
2019-03-28,24.8,22.0,23.4,80.0,52.0,64.4,8.692,6.501,25.978,35.229,26.428,20.003,5.502,14.501,2.8871,1.8714,1.0156,0.1735,0.0673,6.1,0.8
2019-03-29,24.5,22.1,23.3,74.0,43.0,58.0,6.121,4.578,25.301,35.374,26.537,19.482,5.694,13.788,2.8674,1.6453,1.2221,0.1726,0.0673,6.14,0.0
2019-03-30,23.9,22.4,23.15,83.0,62.0,71.8,4.446,3.325,18.785,35.518,26.645,14.464,3.181,11.283,2.8376,2.0437,0.7938,0.1713,0.0673,4.22,1.4
2019-03-31,26.3,22.6,24.45,84.0,50.0,67.5,2.408,1.801,19.624,35.66,26.751,15.11,3.49,11.621,3.0818,2.0071,1.0748,0.1834,0.0673,4.33,1.8
2019-04-01,27.1,23.4,25.25,90.0,43.0,69.8,2.475,1.851,18.418,35.799,26.856,14.182,3.107,11.074,3.2322,2.0662,1.166,0.1911,0.0673,4.33,3.4
2019-04-02,27.7,23.8,25.75,94.0,38.0,72.0,3.271,2.446,26.406,35.937,26.959,20.333,5.235,15.097,3.3313,2.0914,1.2399,0.1962,0.0673,5.71,1.9
2019-04-03,26.9,24.7,25.8,93.0,60.0,78.0,3.7,2.767,24.404,36.073,27.061,18.791,4.016,14.776,3.328,2.5102,0.8178,0.1967,0.0673,5.02,0.8
2019-04-04,26.7,24.0,25.35,90.0,51.0,72.3,5.354,4.005,16.24,36.206,27.161,12.504,2.326,10.179,3.2435,2.236,1.0074,0.1921,0.0673,4.61,0.5
2019-04-05,27.1,24.3,25.7,85.0,54.0,70.7,5.388,4.03,20.923,36.338,27.26,16.111,3.478,12.633,3.3122,2.2595,1.0527,0.1956,0.0673,5.26,1.0
2019-04-06,27.4,24.7,26.05,91.0,60.0,76.7,4.129,3.088,24.275,36.467,27.357,18.692,3.938,14.754,3.3807,2.5107,0.87,0.1992,0.0673,5.17,0.9
2019-04-07,27.7,24.8,26.25,90.0,59.0,75.6,5.933,4.438,25.978,36.594,27.452,20.003,4.329,15.673,3.4223,2.5044,0.918,0.2013,0.0673,5.71,1.2
2019-04-08,27.8,25.1,26.45,88.0,51.0,72.2,5.613,4.198,23.983,36.719,27.546,18.467,4.082,14.385,3.4614,2.3549,1.1066,0.2034,0.0673,5.82,0.5
2019-04-09,28.4,25.4,26.9,89.0,39.0,67.1,5.621,4.204,18.522,36.841,27.638,14.262,2.921,11.341,3.5565,2.198,1.3584,0.2081,0.0673,5.7,0.4
2019-04-10,25.7,24.4,25.05,97.0,70.0,85.2,4.125,3.085,8.136,36.962,27.728,6.265,0.201,6.063,3.1793,2.6381,0.5412,0.1892,0.0673,2.47,15.5
2019-04-11,28.4,24.7,26.55,92.0,42.0,71.8,2.421,1.811,20.448,37.08,27.817,15.745,3.312,12.433,3.4902,2.2438,1.2464,0.2044,0.0673,4.77,0.1
2019-04-12,28.4,24.5,26.45,95.0,59.0,76.9,4.321,3.232,27.504,37.196,27.904,21.178,4.425,16.753,3.4718,2.6018,0.87,0.2034,0.0673,5.68,1.4
2019-04-13,28.8,25.0,26.9,86.0,58.0,73.5,5.125,3.833,27.756,37.31,27.989,21.372,4.646,16.727,3.5637,2.5104,1.0533,0.2081,0.0673,6.16,0.2
2019-04-14,29.0,25.9,27.45,90.0,53.0,74.5,6.25,4.675,19.692,37.421,28.073,15.163,2.768,12.395,3.6736,2.5652,1.1084,0.214,0.0673,5.48,0.8
2019-04-15,28.9,25.8,27.35,94.0,56.0,78.5,4.754,3.556,26.647,37.53,28.154,20.518,4.117,16.401,3.6522,2.6764,0.9758,0.2129,0.0673,5.88,1.3
2019-04-16,26.0,23.7,24.85,93.0,46.0,67.5,5.233,3.914,28.552,37.637,28.235,21.985,5.236,16.748,3.146,2.1359,1.0102,0.1872,0.0673,6.05,0.0
2019-04-17,26.5,23.1,24.8,79.0,52.0,69.2,4.688,3.506,27.99,37.742,28.313,21.552,5.373,16.179,3.1443,2.0166,1.1277,0.1867,0.0673,6.09,0.9
2019-04-18,28.3,25.3,26.8,85.0,57.0,72.3,6.2,4.637,25.229,37.844,28.39,19.426,4.052,15.374,3.5356,2.4668,1.0689,0.207,0.0673,6.05,1.6
2019-04-19,28.6,25.9,27.25,83.0,45.0,64.1,8.317,6.22,20.527,37.944,28.465,15.806,3.217,12.589,3.6278,2.2674,1.3604,0.2118,0.0673,6.63,1.6
2019-04-20,27.1,24.3,25.7,97.0,57.0,79.2,5.112,3.824,7.988,38.042,28.538,6.151,0.13,6.021,3.3122,2.4956,0.8166,0.1956,0.0673,3.18,12.4
2019-04-21,25.7,22.5,24.1,90.0,41.0,62.1,3.863,2.889,28.879,38.137,28.61,22.237,5.623,16.614,3.0139,1.9035,1.1105,0.18,0.0673,5.98,0.2
2019-04-22,24.7,21.8,23.25,76.0,41.0,58.8,5.096,3.811,29.282,38.23,28.68,22.547,6.103,16.444,2.8617,1.6304,1.2313,0.1722,0.0673,6.47,0.0
2019-04-23,25.2,22.2,23.7,81.0,43.0,58.8,4.963,3.712,29.045,38.321,28.748,22.364,5.849,16.516,2.941,1.7731,1.1679,0.1763,0.0673,6.31,0.0
2019-04-24,26.5,23.4,24.95,81.0,52.0,66.3,2.996,2.241,27.749,38.41,28.815,21.367,5.106,16.26,3.1701,2.0658,1.1043,0.1882,0.0673,5.71,0.5
2019-04-25,27.9,24.1,26.0,84.0,42.0,65.7,3.825,2.861,19.141,38.497,28.879,14.739,2.986,11.752,3.3799,2.05,1.33,0.1987,0.0673,5.2,0.8
2019-04-26,28.5,25.0,26.75,90.0,56.0,75.5,4.696,3.512,27.623,38.581,28.943,21.27,4.392,16.877,3.5296,2.5151,1.0145,0.2065,0.0673,6.05,1.3
2019-04-27,28.1,25.4,26.75,94.0,43.0,72.0,3.588,2.683,24.754,38.663,29.004,19.06,4.002,15.059,3.523,2.3421,1.1809,0.2065,0.0673,5.7,0.8
2019-04-28,28.1,25.3,26.7,94.0,61.0,79.4,2.925,2.188,10.822,38.743,29.064,8.333,0.672,7.661,3.5134,2.6753,0.8381,0.206,0.0673,3.14,3.4
2019-04-29,27.5,25.1,26.3,90.0,55.0,72.2,4.596,3.437,27.76,38.82,29.122,21.375,4.476,16.899,3.429,2.4436,0.9854,0.2018,0.0673,5.97,0.4
2019-04-30,27.2,25.0,26.1,85.0,59.0,70.2,8.421,6.298,28.174,38.896,29.179,21.694,4.599,17.095,3.3876,2.4105,0.9771,0.1997,0.0673,6.42,1.3
2019-05-01,26.7,24.9,25.8,86.0,61.0,73.0,8.017,5.996,20.83,38.969,29.234,16.039,2.926,13.112,3.326,2.4225,0.9035,0.1967,0.0673,5.36,4.4
2019-05-02,27.4,25.3,26.35,98.0,75.0,87.5,5.988,4.478,10.343,39.041,29.287,7.964,0.498,7.466,3.4373,2.9489,0.4885,0.2023,0.0673,2.85,5.7
2019-05-03,28.4,25.4,26.9,91.0,60.0,77.2,4.913,3.674,26.921,39.11,29.339,20.729,3.98,16.749,3.5565,2.6367,0.9198,0.2081,0.0673,5.85,0.5
2019-05-04,28.7,25.9,27.3,93.0,58.0,79.2,4.679,3.5,24.786,39.177,29.39,19.085,3.471,15.614,3.6392,2.6955,0.9437,0.2124,0.0673,5.61,3.3
2019-05-05,29.1,26.0,27.55,96.0,55.0,77.3,4.088,3.057,22.795,39.242,29.438,17.552,3.04,14.512,3.6952,2.7214,0.9737,0.2151,0.0673,5.32,1.6
2019-05-06,29.6,26.0,27.8,95.0,49.0,74.3,3.413,2.552,22.223,39.305,29.486,17.112,3.054,14.058,3.7541,2.6126,1.1414,0.2179,0.0673,5.34,0.3
2019-05-07,28.8,26.3,27.55,96.0,53.0,75.8,3.238,2.421,24.466,39.366,29.531,18.839,3.399,15.44,3.6906,2.6916,0.9989,0.2151,0.0673,5.45,0.0
2019-05-08,28.8,26.3,27.55,92.0,52.0,71.5,4.004,2.995,27.871,39.425,29.576,21.461,4.219,17.241,3.6906,2.6034,1.0872,0.2151,0.0673,6.18,0.0
2019-05-09,28.8,26.7,27.75,92.0,59.0,77.0,3.517,2.63,19.062,39.482,29.618,14.678,2.223,12.454,3.7313,2.7795,0.9518,0.2173,0.0673,4.66,1.9
2019-05-10,29.2,26.6,27.9,86.0,51.0,69.1,3.6,2.693,26.363,39.537,29.66,20.299,4.015,16.284,3.7674,2.5308,1.2366,0.219,0.0673,6.11,0.1
2019-05-11,29.8,26.7,28.25,86.0,47.0,68.5,4.775,3.571,28.674,39.59,29.7,22.079,4.591,17.488,3.8489,2.4921,1.3568,0.2229,0.0673,6.9,1.8
2019-05-12,29.8,26.8,28.3,88.0,52.0,72.2,4.229,3.163,20.884,39.641,29.738,16.08,2.724,13.356,3.8592,2.641,1.2181,0.2234,0.0673,5.49,2.0
2019-05-13,30.7,27.1,28.9,98.0,54.0,80.6,3.775,2.824,26.568,39.691,29.775,20.457,3.473,16.984,4.0014,2.9497,1.0516,0.2303,0.0673,6.05,8.4
2019-05-14,29.8,27.4,28.6,96.0,58.0,78.9,4.542,3.397,27.144,39.738,29.811,20.901,3.532,17.369,3.9223,2.9684,0.9539,0.2269,0.0673,6.07,2.5
2019-05-15,28.8,25.0,26.9,98.0,68.0,84.7,2.992,2.238,24.71,39.784,29.845,19.027,3.103,15.924,3.5637,2.8985,0.6652,0.2081,0.0673,5.06,10.2
2019-05-16,25.8,24.3,25.05,98.0,79.0,92.5,3.842,2.873,11.239,39.828,29.878,8.654,0.647,8.007,3.18,2.8008,0.3792,0.1892,0.0673,2.61,32.2
2019-05-17,26.9,25.4,26.15,91.0,69.0,79.9,4.325,3.235,24.494,39.871,29.91,18.861,3.271,15.59,3.3943,2.6989,0.6954,0.2002,0.0673,5.06,1.9
2019-05-18,27.7,25.8,26.75,96.0,69.0,82.3,3.329,2.49,28.94,39.911,29.941,22.284,3.886,18.398,3.5182,2.876,0.6422,0.2065,0.0673,5.66,0.9
2019-05-19,28.0,25.9,26.95,96.0,67.0,81.5,4.379,3.275,27.194,39.95,29.97,20.94,3.578,17.361,3.5608,2.8703,0.6905,0.2086,0.0673,5.51,7.2
2019-05-20,28.4,26.4,27.4,93.0,64.0,77.4,3.675,2.749,29.02,39.988,29.998,22.345,3.983,18.362,3.6553,2.8384,0.8169,0.2135,0.0673,5.97,0.9
2019-05-21,28.7,25.8,27.25,90.0,60.0,73.7,3.025,2.263,27.641,40.023,30.025,21.283,3.957,17.326,3.6293,2.6759,0.9534,0.2118,0.0673,5.84,1.6
2019-05-22,28.3,25.5,26.9,88.0,53.0,69.5,4.913,3.674,29.509,40.057,30.05,22.722,4.679,18.043,3.5549,2.4552,1.0997,0.2081,0.0673,6.53,0.0
