date,Tmax_C,Tmin_C,Tmean_C,RHmax_pct,RHmin_pct,RHmean_pct,u10_m_s,u2_m_s,Rs_MJ_m2_day,Ra_MJ_m2_day,Rso_MJ_m2_day,Rns_MJ_m2_day,Rnl_MJ_m2_day,Rn_MJ_m2_day,es_kPa,ea_kPa,VPD_kPa,delta_kPa_C,gamma_kPa_C,ET0_mm_day,precip_mm_day
2023-01-11,25.0,22.9,23.95,90.0,38.0,67.8,1.196,0.894,11.974,23.652,17.743,9.22,3.197,6.023,2.9801,1.8585,1.1216,0.1786,0.0673,2.42,0.0
2023-01-12,24.6,22.5,23.55,92.0,39.0,61.3,3.217,2.406,17.24,23.738,17.807,13.275,5.427,7.848,2.9093,1.8569,1.0524,0.1749,0.0673,3.62,0.0
2023-01-13,25.3,21.1,23.2,93.0,49.0,72.2,5.096,3.811,15.584,23.827,17.874,12.0,4.516,7.484,2.8636,1.9537,0.9099,0.1717,0.0673,3.78,0.5
2023-01-14,20.2,15.7,17.95,73.0,40.0,55.5,9.867,7.38,14.731,23.919,17.944,11.343,5.116,6.227,2.0756,1.1245,0.951,0.1294,0.0673,4.9,0.0
2023-01-15,19.9,16.5,18.2,79.0,39.0,51.3,4.971,3.718,16.56,24.015,18.016,12.751,5.887,6.864,2.1005,1.1946,0.9059,0.1312,0.0673,3.77,0.0
2023-01-16,21.2,18.9,20.05,92.0,38.0,63.0,1.638,1.225,16.25,24.114,18.09,12.513,5.3,7.212,2.3507,1.4829,0.8678,0.1451,0.0673,2.69,0.0
2023-01-17,22.8,19.3,21.05,97.0,38.0,65.2,2.092,1.564,17.456,24.217,18.167,13.441,5.645,7.797,2.5072,1.6132,0.894,0.1532,0.0673,3.03,0.0
2023-01-18,24.3,21.0,22.65,89.0,36.0,65.4,2.233,1.67,16.726,24.322,18.246,12.879,5.331,7.548,2.7625,1.6536,1.109,0.1668,0.0673,3.28,0.0
2023-01-19,24.8,21.6,23.2,86.0,49.0,67.1,2.458,1.839,10.472,24.431,18.328,8.064,2.363,5.701,2.8552,1.8764,0.9788,0.1717,0.0673,2.73,0.1
2023-01-20,25.2,21.1,23.15,91.0,39.0,70.8,1.171,0.876,14.908,24.543,18.412,11.479,4.329,7.15,2.854,1.7637,1.0903,0.1713,0.0673,2.69,0.0
2023-01-21,25.2,22.8,24.0,91.0,35.0,68.8,1.967,1.471,15.516,24.658,18.498,11.947,4.515,7.432,2.9907,1.8239,1.1668,0.1791,0.0673,3.19,0.0
2023-01-22,26.0,23.0,24.5,93.0,43.0,72.7,4.908,3.671,15.293,24.776,18.586,11.775,4.117,7.659,3.0854,2.0291,1.0563,0.1838,0.0673,4.07,0.1
2023-01-23,26.6,23.1,24.85,95.0,35.0,71.5,3.633,2.718,15.768,24.897,18.677,12.141,4.411,7.731,3.1545,1.952,1.2025,0.1872,0.0673,3.96,0.0
2023-01-24,24.9,22.7,23.8,96.0,64.0,80.3,5.962,4.46,17.525,25.021,18.77,13.494,4.382,9.112,2.9539,2.3319,0.622,0.1772,0.0673,3.53,1.5
2023-01-25,26.5,24.0,25.25,93.0,48.0,72.0,5.617,4.201,18.23,25.147,18.865,14.037,4.88,9.157,3.223,2.2184,1.0046,0.1911,0.0673,4.43,0.6
2023-01-26,26.6,23.4,25.0,99.0,49.0,78.0,3.008,2.25,16.708,25.276,18.962,12.865,4.187,8.677,3.1803,2.2779,0.9024,0.1887,0.0673,3.51,0.3
2023-01-27,24.5,23.1,23.8,97.0,63.0,82.2,5.638,4.217,12.895,25.408,19.061,9.929,2.704,7.226,2.9506,2.3394,0.6112,0.1772,0.0673,3.07,3.1
2023-01-28,25.2,23.7,24.45,82.0,65.0,74.0,7.388,5.525,17.708,25.543,19.162,13.635,4.499,9.136,3.0682,2.2434,0.8248,0.1834,0.0673,4.27,1.8
2023-01-29,25.8,23.7,24.75,85.0,62.0,74.0,6.15,4.6,17.492,25.68,19.265,13.469,4.357,9.112,3.1263,2.2753,0.851,0.1862,0.0673,4.15,2.3
2023-01-30,26.5,24.0,25.25,91.0,50.0,70.4,4.533,3.391,18.544,25.82,19.37,14.279,4.81,9.469,3.223,2.2232,0.9998,0.1911,0.0673,4.25,0.1
2023-01-31,26.5,23.9,25.2,82.0,48.0,68.5,3.367,2.518,18.684,25.962,19.476,14.387,5.13,9.256,3.2141,2.047,1.1671,0.1907,0.0673,4.17,0.0
2023-02-01,26.3,23.9,25.1,89.0,45.0,71.2,2.729,2.041,18.864,26.106,19.584,14.525,5.075,9.45,3.1938,2.0897,1.104,0.1897,0.0673,3.92,0.0
2023-02-02,26.2,23.8,25.0,92.0,49.0,72.5,3.796,2.839,19.141,26.253,19.694,14.739,4.953,9.786,3.1748,2.1896,0.9853,0.1887,0.0673,4.12,0.0
2023-02-03,26.9,24.0,25.45,91.0,47.0,74.3,2.858,2.138,17.039,26.402,19.806,13.12,4.201,8.919,3.2642,2.1906,1.0736,0.1931,0.0673,3.78,0.0
2023-02-04,25.0,23.7,24.35,93.0,72.0,82.6,6.467,4.837,6.484,26.553,19.919,4.992,0.407,4.585,3.0492,2.5031,0.5461,0.1824,0.0673,2.44,4.9
2023-02-05,26.6,24.1,25.35,94.0,70.0,83.8,5.438,4.067,15.336,26.706,20.034,11.809,3.006,8.803,3.2422,2.6298,0.6124,0.1921,0.0673,3.39,12.8
2023-02-06,25.2,23.2,24.2,98.0,60.0,77.8,4.192,3.135,15.602,26.86,20.15,12.014,3.336,8.678,3.0247,2.3551,0.6696,0.181,0.0673,3.34,0.9
2023-02-07,24.3,22.0,23.15,77.0,50.0,63.5,5.929,4.435,18.943,27.017,20.268,14.586,5.285,9.301,2.841,1.7774,1.0636,0.1713,0.0673,4.75,0.0
2023-02-08,24.9,22.4,23.65,80.0,45.0,62.5,5.692,4.257,12.73,27.176,20.387,9.802,2.862,6.939,2.929,1.7921,1.1369,0.1758,0.0673,4.36,0.0
2023-02-09,25.3,23.1,24.2,78.0,57.0,66.7,5.975,4.469,14.954,27.336,20.507,11.515,3.429,8.086,3.0257,2.0214,1.0043,0.181,0.0673,4.31,0.4
2023-02-10,26.0,22.7,24.35,83.0,48.0,68.8,4.775,3.571,20.261,27.498,20.628,15.601,5.415,10.186,3.0602,1.9517,1.1085,0.1824,0.0673,4.72,0.0
2023-02-11,26.5,23.8,25.15,92.0,53.0,75.2,5.225,3.908,20.225,27.661,20.751,15.573,4.834,10.739,3.2052,2.2737,0.9315,0.1902,0.0673,4.53,1.5
2023-02-12,26.3,22.3,24.3,88.0,57.0,76.7,7.175,5.367,12.848,27.826,20.874,9.893,2.479,7.414,3.0571,2.1599,0.8972,0.1819,0.0673,4.12,2.2
2023-02-13,21.9,19.8,20.85,77.0,53.0,66.2,6.258,4.681,18.68,27.992,20.999,14.384,5.104,9.28,2.4687,1.5855,0.8831,0.1515,0.0673,4.37,0.0
2023-02-14,23.6,19.5,21.55,86.0,43.0,63.7,4.067,3.042,20.124,28.159,21.125,15.495,5.64,9.856,2.59,1.6011,0.9889,0.1573,0.0673,4.25,0.0
2023-02-15,24.9,22.0,23.45,68.0,46.0,59.1,5.758,4.307,19.418,28.328,21.251,14.952,5.421,9.532,2.8964,1.6232,1.2732,0.174,0.0673,5.29,0.0
2023-02-16,26.3,23.5,24.9,83.0,40.0,60.3,5.688,4.254,20.549,28.498,21.378,15.823,5.418,10.404,3.1585,1.8859,1.2726,0.1877,0.0673,5.39,0.3
2023-02-17,26.6,23.8,25.2,87.0,44.0,72.3,4.629,3.462,16.47,28.669,21.507,12.682,3.71,8.972,3.2154,2.0487,1.1667,0.1907,0.0673,4.5,0.7
2023-02-18,26.4,23.7,25.05,95.0,58.0,78.7,3.354,2.509,13.691,28.84,21.635,10.542,2.416,8.126,3.1862,2.3901,0.796,0.1892,0.0673,3.29,1.9
2023-02-19,26.3,24.0,25.15,93.0,52.0,73.8,3.8,2.842,21.046,29.013,21.765,16.205,4.776,11.429,3.2027,2.2771,0.9256,0.1902,0.0673,4.41,0.2
2023-02-20,26.9,23.9,25.4,89.0,41.0,69.6,2.904,2.172,19.13,29.186,21.895,14.73,4.516,10.214,3.2553,2.0465,1.2088,0.1926,0.0673,4.31,0.0
2023-02-21,27.0,24.1,25.55,93.0,42.0,72.9,2.496,1.867,13.342,29.36,22.025,10.273,2.465,7.808,3.2836,2.1446,1.139,0.1941,0.0673,3.45,0.0
2023-02-22,27.2,23.8,25.5,93.0,43.0,68.5,4.404,3.294,19.415,29.534,22.156,14.949,4.384,10.566,3.2778,2.1465,1.1313,0.1936,0.0673,4.73,0.0
2023-02-23,27.3,24.4,25.85,82.0,44.0,64.2,4.521,3.381,22.288,29.709,22.287,17.161,5.467,11.694,3.3424,2.0514,1.2911,0.1972,0.0673,5.34,0.0
2023-02-24,26.5,24.0,25.25,88.0,44.0,65.5,4.342,3.247,22.482,29.885,22.419,17.311,5.38,11.932,3.223,2.0746,1.1484,0.1911,0.0673,5.07,0.0
2023-02-25,26.3,23.6,24.95,87.0,43.0,64.7,3.104,2.322,20.833,30.061,22.551,16.042,4.929,11.112,3.1673,2.0028,1.1645,0.1882,0.0673,4.55,0.0
2023-02-26,26.8,22.6,24.7,94.0,36.0,64.6,1.783,1.334,22.81,30.236,22.683,17.563,5.631,11.933,3.133,1.9231,1.2099,0.1858,0.0673,4.35,0.0
2023-02-27,26.9,23.9,25.4,95.0,35.0,65.8,2.6,1.945,21.272,30.413,22.815,16.38,4.977,11.403,3.2553,2.0292,1.2261,0.1926,0.0673,4.53,0.0
2023-02-28,26.8,23.0,24.9,94.0,39.0,68.5,3.425,2.562,23.368,30.589,22.947,17.993,5.482,12.511,3.1666,2.0076,1.159,0.1877,0.0673,4.98,0.0
2023-03-01,26.7,23.0,24.85,92.0,34.0,66.0,1.992,1.49,22.561,30.765,23.079,17.372,5.538,11.834,3.1563,1.8879,1.2684,0.1872,0.0673,4.46,0.0
2023-03-02,26.8,22.8,24.8,90.0,36.0,62.6,4.458,3.335,22.864,30.941,23.211,17.605,5.601,12.004,3.1497,1.8833,1.2664,0.1867,0.0673,5.37,0.0
2023-03-03,27.7,24.2,25.95,89.0,34.0,63.7,5.442,4.07,23.144,31.117,23.343,17.821,5.558,12.263,3.3672,1.9753,1.3918,0.1982,0.0673,5.97,0.0
2023-03-04,28.2,24.2,26.2,94.0,38.0,73.2,3.371,2.521,12.892,31.292,23.475,9.927,2.08,7.847,3.422,2.146,1.2761,0.2008,0.0673,3.97,3.2
2023-03-05,27.9,24.9,26.4,97.0,36.0,73.4,1.933,1.446,19.692,31.467,23.606,15.163,4.051,11.112,3.4535,2.2037,1.2498,0.2028,0.0673,4.24,0.1
2023-03-06,28.4,25.1,26.75,93.0,35.0,66.0,1.071,0.801,23.35,31.642,23.737,17.979,5.211,12.769,3.5278,2.1589,1.3689,0.2065,0.0673,4.44,0.0
2023-03-07,28.1,25.1,26.6,87.0,48.0,69.1,2.462,1.842,20.498,31.816,23.868,15.784,4.094,11.69,3.4943,2.2987,1.1957,0.2049,0.0673,4.53,2.2
2023-03-08,27.5,24.0,25.75,93.0,49.0,71.0,3.6,2.693,13.136,31.99,23.998,10.115,1.953,8.162,3.3276,2.287,1.0406,0.1962,0.0673,3.76,1.3
2023-03-09,24.3,22.3,23.3,76.0,40.0,57.9,5.596,4.185,23.796,32.163,24.128,18.323,5.993,12.33,2.8654,1.6308,1.2345,0.1726,0.0673,5.73,0.0
2023-03-10,24.8,21.8,23.3,70.0,34.0,52.7,2.917,2.182,20.293,32.335,24.257,15.626,5.067,10.559,2.8711,1.4463,1.4248,0.1726,0.0673,4.76,0.0
2023-03-11,26.3,23.0,24.65,80.0,40.0,64.2,5.154,3.855,20.88,32.507,24.386,16.078,4.718,11.36,3.1155,1.8081,1.3074,0.1853,0.0673,5.53,0.3
2023-03-12,27.1,23.9,25.5,96.0,41.0,71.9,2.625,1.963,23.99,32.677,24.514,18.473,5.089,13.384,3.2762,2.1589,1.1173,0.1936,0.0673,4.91,0.4
2023-03-13,28.1,24.8,26.45,92.0,43.0,74.1,5.275,3.945,23.724,32.847,24.641,18.267,4.866,13.401,3.4661,2.2573,1.2088,0.2034,0.0673,5.75,0.5
2023-03-14,26.6,23.8,25.2,88.0,60.0,77.1,4.367,3.266,16.614,33.015,24.767,12.793,2.715,10.078,3.2154,2.342,0.8734,0.1907,0.0673,4.1,4.9
2023-03-15,23.6,20.3,21.95,85.0,50.0,69.2,6.633,4.961,7.204,33.183,24.893,5.547,0.235,5.312,2.6475,1.7406,0.9069,0.1607,0.0673,3.73,3.4
2023-03-16,22.9,20.2,21.55,72.0,43.0,54.9,6.65,4.974,24.577,33.349,25.018,18.924,6.185,12.74,2.5799,1.4526,1.1273,0.1573,0.0673,5.82,0.0
2023-03-17,25.1,20.9,23.0,65.0,36.0,53.1,5.567,4.164,21.91,33.514,25.141,16.87,5.48,11.391,2.8292,1.3769,1.4523,0.1699,0.0673,6.1,0.0
2023-03-18,27.0,23.0,25.0,83.0,46.0,66.3,4.904,3.668,20.264,33.677,25.264,15.604,4.054,11.55,3.1874,1.9859,1.2014,0.1887,0.0673,5.25,1.4
2023-03-19,26.2,23.9,25.05,99.0,57.0,84.1,2.558,1.914,7.355,33.84,25.386,5.663,0.194,5.47,3.1837,2.4376,0.7461,0.1892,0.0673,2.37,14.1
2023-03-20,23.8,23.1,23.45,99.0,78.0,88.0,6.663,4.983,6.325,34.0,25.506,4.87,-0.067,4.938,2.8874,2.5489,0.3384,0.174,0.0673,1.96,10.8
2023-03-21,24.2,22.3,23.25,75.0,58.0,67.2,5.892,4.407,25.596,34.16,25.626,19.709,5.584,14.125,2.8563,1.8855,0.9708,0.1722,0.0673,5.49,0.0
2023-03-22,24.9,22.9,23.9,86.0,56.0,68.2,6.054,4.528,25.639,34.318,25.744,19.742,5.239,14.503,2.9707,2.0825,0.8882,0.1782,0.0673,5.37,0.0
2023-03-23,25.3,22.9,24.1,80.0,57.0,69.6,5.146,3.849,19.789,34.474,25.861,15.238,3.667,11.571,3.0087,2.0361,0.9726,0.18,0.0673,4.81,0.0
2023-03-24,26.4,23.1,24.75,85.0,55.0,73.7,3.929,2.939,22.565,34.628,25.977,17.375,4.284,13.091,3.1341,2.1477,0.9864,0.1862,0.0673,4.94,0.0
2023-03-25,27.6,23.4,25.5,93.0,46.0,74.0,3.771,2.82,23.281,34.781,26.092,17.927,4.433,13.494,3.2855,2.1877,1.0978,0.1936,0.0673,5.21,0.0
2023-03-26,27.8,24.2,26.0,96.0,48.0,75.1,4.375,3.272,25.661,34.932,26.205,19.759,4.793,14.965,3.378,2.3462,1.0318,0.1987,0.0673,5.57,0.2
2023-03-27,28.2,24.6,26.4,89.0,43.0,72.4,3.925,2.936,9.184,35.081,26.317,7.071,0.633,6.438,3.4586,2.1986,1.26,0.2028,0.0673,3.8,0.0
2023-03-28,28.3,24.0,26.15,95.0,42.0,74.4,1.996,1.493,19.598,35.229,26.428,15.091,3.362,11.729,3.4152,2.2251,1.1901,0.2002,0.0673,4.37,0.5
2023-03-29,28.0,25.1,26.55,96.0,53.0,74.2,2.467,1.845,21.136,35.374,26.537,16.274,3.365,12.91,3.4833,2.5313,0.952,0.2044,0.0673,4.56,2.5
2023-03-30,26.3,24.0,25.15,91.0,58.0,75.2,5.25,3.927,18.479,35.518,26.645,14.229,2.854,11.374,3.2027,2.3499,0.8528,0.1902,0.0673,4.5,6.3
2023-03-31,26.6,23.5,25.05,75.0,54.0,65.2,6.729,5.033,22.702,35.66,26.751,17.48,4.342,13.138,3.189,2.0261,1.1629,0.1892,0.0673,5.93,0.0
2023-04-01,28.3,24.8,26.55,86.0,56.0,72.0,4.288,3.207,23.267,35.799,26.856,17.915,3.959,13.957,3.4883,2.423,1.0653,0.2044,0.0673,5.37,1.8
2023-04-02,28.2,24.6,26.4,95.0,53.0,76.6,2.554,1.91,22.583,35.937,26.959,17.389,3.682,13.707,3.4586,2.4826,0.976,0.2028,0.0673,4.82,0.7
2023-04-03,28.6,25.0,26.8,94.0,51.0,75.8,2.842,2.125,26.41,36.073,27.061,20.335,4.579,15.756,3.5409,2.4869,1.054,0.207,0.0673,5.52,0.2
2023-04-04,28.2,25.6,26.9,92.0,44.0,68.0,4.725,3.534,26.507,36.206,27.161,20.41,4.82,15.591,3.5535,2.3514,1.2021,0.2081,0.0673,6.12,0.0
2023-04-05,27.5,25.1,26.3,83.0,53.0,67.1,6.196,4.634,19.652,36.338,27.26,15.132,3.143,11.989,3.429,2.2954,1.1336,0.2018,0.0673,5.47,0.0
2023-04-06,27.8,25.0,26.4,80.0,50.0,68.0,6.271,4.69,27.018,36.467,27.357,20.804,5.137,15.667,3.452,2.2011,1.2508,0.2028,0.0673,6.58,0.8
2023-04-07,27.0,24.4,25.7,79.0,48.0,64.2,5.658,4.232,22.817,36.594,27.452,17.569,4.196,13.373,3.3108,2.0629,1.2479,0.1956,0.0673,5.94,1.0
2023-04-08,27.6,24.4,26.0,79.0,51.0,64.8,4.112,3.076,26.964,36.719,27.546,20.762,5.143,15.62,3.3745,2.1489,1.2256,0.1987,0.0673,6.03,1.6
2023-04-09,27.4,24.7,26.05,95.0,50.0,72.5,3.0,2.244,26.521,36.841,27.638,20.421,4.591,15.831,3.3807,2.3905,0.9903,0.1992,0.0673,5.46,2.1
2023-04-10,25.3,24.3,24.8,94.0,64.0,79.9,4.433,3.316,12.305,36.962,27.728,9.475,1.159,8.315,3.1314,2.4598,0.6716,0.1867,0.0673,3.29,7.6
2023-04-11,25.3,23.9,24.6,97.0,76.0,86.3,8.796,6.579,9.68,37.08,27.817,7.454,0.515,6.939,3.0954,2.664,0.4315,0.1848,0.0673,2.73,15.2
2023-04-12,25.9,24.0,24.95,97.0,75.0,88.9,6.892,5.155,9.202,37.196,27.904,7.085,0.405,6.68,3.1628,2.7003,0.4625,0.1882,0.0673,2.67,22.0
2023-04-13,27.7,24.7,26.2,94.0,59.0,79.9,3.896,2.914,14.458,37.31,27.989,11.132,1.588,9.545,3.413,2.5582,0.8548,0.2008,0.0673,3.84,1.6
2023-04-14,27.8,25.2,26.5,96.0,67.0,84.0,3.963,2.964,12.082,37.421,28.073,9.303,0.969,8.333,3.4709,2.7903,0.6806,0.2039,0.0673,3.25,1.3
2023-04-15,27.4,25.7,26.55,95.0,67.0,82.0,2.925,2.188,18.511,37.53,28.154,14.254,2.257,11.997,3.4761,2.7913,0.6848,0.2044,0.0673,4.05,0.5
2023-04-16,28.3,25.4,26.85,98.0,61.0,82.8,2.183,1.633,23.101,37.637,28.235,17.788,3.216,14.572,3.5453,2.7628,0.7825,0.2076,0.0673,4.78,3.2
2023-04-17,28.3,25.9,27.1,96.0,64.0,82.5,4.25,3.179,26.035,37.742,28.313,20.047,3.705,16.342,3.594,2.8348,0.7592,0.2102,0.0673,5.39,13.5
2023-04-18,26.7,23.9,25.3,90.0,65.0,77.8,5.154,3.855,21.424,37.844,28.39,16.496,3.118,13.378,3.2346,2.4732,0.7613,0.1916,0.0673,4.73,1.9
2023-04-19,26.2,22.9,24.55,89.0,56.0,71.7,3.35,2.506,26.626,37.944,28.465,20.502,4.662,15.84,3.0969,2.195,0.9019,0.1843,0.0673,5.34,0.4
2023-04-20,26.5,24.5,25.5,89.0,54.0,73.1,4.088,3.057,26.784,38.042,28.538,20.624,4.563,16.061,3.2684,2.303,0.9654,0.1936,0.0673,5.64,0.4
2023-04-21,27.0,24.1,25.55,88.0,45.0,69.5,2.621,1.96,25.693,38.137,28.61,19.784,4.579,15.205,3.2836,2.123,1.1606,0.1941,0.0673,5.44,2.0
2023-04-22,26.6,24.6,25.6,94.0,62.0,82.0,2.208,1.652,15.894,38.23,28.68,12.238,1.822,10.416,3.2878,2.5333,0.7545,0.1946,0.0673,3.6,14.2
2023-04-23,27.4,24.4,25.9,93.0,48.0,71.1,2.65,1.982,23.537,38.321,28.748,18.123,3.787,14.337,3.3531,2.2972,1.0559,0.1977,0.0673,5.09,0.4
2023-04-24,27.6,24.6,26.1,85.0,52.0,70.7,3.275,2.45,23.965,38.41,28.815,18.453,3.916,14.537,3.3929,2.2747,1.1182,0.1997,0.0673,5.38,0.1
2023-04-25,27.6,25.1,26.35,88.0,50.0,69.9,3.946,2.951,14.162,38.497,28.879,10.905,1.558,9.347,3.4397,2.3253,1.1144,0.2023,0.0673,4.26,0.6
2023-04-26,27.8,25.1,26.45,94.0,50.0,73.8,3.025,2.263,20.059,38.581,28.943,15.446,2.816,12.63,3.4614,2.4318,1.0296,0.2034,0.0673,4.71,2.0
2023-04-27,28.5,25.4,26.95,94.0,56.0,74.4,4.0,2.992,25.934,38.663,29.004,19.969,3.875,16.095,3.5677,2.6143,0.9534,0.2086,0.0673,5.65,1.9
2023-04-28,29.1,26.1,27.6,94.0,50.0,73.3,4.108,3.073,22.532,38.743,29.064,17.35,3.198,14.152,3.7051,2.5965,1.1087,0.2157,0.0673,5.47,1.2
2023-04-29,29.2,25.9,27.55,94.0,41.0,72.6,4.504,3.369,23.868,38.82,29.122,18.378,3.733,14.646,3.6969,2.4013,1.2957,0.2151,0.0673,6.02,2.1
2023-04-30,28.8,26.5,27.65,90.0,52.0,75.3,8.333,6.233,17.582,38.896,29.179,13.538,2.136,11.402,3.7108,2.5874,1.1234,0.2162,0.0673,5.67,8.4
2023-05-01,26.4,24.6,25.5,85.0,46.0,61.8,4.6,3.441,29.174,38.969,29.234,22.464,5.323,17.141,3.2674,2.1062,1.1613,0.1936,0.0673,6.37,0.0
2023-05-02,28.5,24.2,26.35,91.0,50.0,71.6,3.242,2.425,27.652,39.041,29.287,21.292,4.581,16.711,3.4557,2.3469,1.1087,0.2023,0.0673,5.92,0.0
2023-05-03,27.8,26.0,26.9,92.0,54.0,73.3,3.858,2.886,26.158,39.11,29.339,20.141,3.943,16.198,3.5488,2.555,0.9938,0.2081,0.0673,5.72,0.1
2023-05-04,28.7,25.3,27.0,94.0,33.0,63.8,2.367,1.77,22.273,39.177,29.39,17.15,3.59,13.56,3.5808,2.1652,1.4156,0.2092,0.0673,5.25,0.0
2023-05-05,28.4,25.1,26.75,87.0,33.0,58.4,2.825,2.113,28.058,39.242,29.438,21.605,5.232,16.372,3.5278,2.0246,1.5032,0.2065,0.0673,6.27,0.0
2023-05-06,28.6,25.7,27.15,92.0,34.0,65.1,3.179,2.378,27.176,39.305,29.486,20.926,4.747,16.179,3.6081,2.1844,1.4237,0.2108,0.0673,6.24,0.0
2023-05-07,26.8,24.7,25.75,83.0,54.0,67.0,7.554,5.65,25.816,39.366,29.531,19.878,4.235,15.643,3.3177,2.2427,1.0749,0.1962,0.0673,6.32,1.0
2023-05-08,27.3,24.6,25.95,73.0,43.0,60.8,5.154,3.855,27.508,39.425,29.576,21.181,5.209,15.971,3.3608,1.9091,1.4517,0.1982,0.0673,6.86,2.7
2023-05-09,28.2,25.5,26.85,86.0,51.0,70.1,4.1,3.067,25.97,39.482,29.618,19.997,4.11,15.887,3.5438,2.3784,1.1654,0.2076,0.0673,5.99,3.4
2023-05-10,28.1,25.9,27.0,94.0,52.0,74.9,3.6,2.693,28.58,39.537,29.66,22.007,4.392,17.615,3.5718,2.5591,1.0127,0.2092,0.0673,6.08,2.2
2023-05-11,28.4,25.2,26.8,87.0,47.0,66.4,4.612,3.45,27.155,39.59,29.7,20.909,4.477,16.433,3.5373,2.3037,1.2336,0.207,0.0673,6.36,0.0
2023-05-12,27.7,25.7,26.7,82.0,52.0,68.2,6.421,4.802,19.627,39.641,29.738,15.113,2.719,12.394,3.5083,2.3197,1.1887,0.206,0.0673,5.73,1.8
2023-05-13,27.0,25.5,26.25,81.0,54.0,69.2,5.904,4.416,15.25,39.691,29.775,11.742,1.727,10.015,3.4143,2.2843,1.13,0.2013,0.0673,4.96,0.8
2023-05-14,27.6,25.2,26.4,86.0,57.0,74.6,4.396,3.288,10.728,39.738,29.811,8.261,0.653,7.608,3.4492,2.4309,1.0183,0.2028,0.0673,3.78,6.6
2023-05-15,27.4,25.5,26.45,91.0,54.0,72.3,4.604,3.444,25.51,39.784,29.845,19.642,3.81,15.832,3.4566,2.4703,0.9863,0.2034,0.0673,5.73,1.9
2023-05-16,28.3,24.9,26.6,97.0,43.0,68.2,2.375,1.776,28.883,39.828,29.878,22.24,4.734,17.506,3.4977,2.3542,1.1435,0.2049,0.0673,5.99,0.0
2023-05-17,29.5,26.6,28.05,88.0,44.0,67.1,2.379,1.78,28.613,39.871,29.91,22.032,4.611,17.421,3.8027,2.4393,1.3634,0.2206,0.0673,6.26,0.0
2023-05-18,29.9,26.7,28.3,94.0,46.0,72.6,3.096,2.316,17.536,39.911,29.941,13.502,2.026,11.476,3.8609,2.6168,1.2442,0.2234,0.0673,4.73,2.8
2023-05-19,28.5,26.7,27.6,94.0,69.0,82.5,3.746,2.802,11.851,39.95,29.97,9.125,0.723,8.403,3.6972,2.989,0.7083,0.2157,0.0673,3.28,11.6
2023-05-20,29.2,26.5,27.85,93.0,60.0,75.8,3.638,2.721,26.42,39.988,29.998,20.344,3.535,16.808,3.7571,2.8255,0.9316,0.2184,0.0673,5.77,0.5
2023-05-21,28.7,26.2,27.45,91.0,56.0,73.8,3.488,2.608,29.16,40.023,30.025,22.453,4.314,18.139,3.6691,2.6499,1.0191,0.214,0.0673,6.22,0.0
2023-05-22,28.7,26.8,27.75,92.0,57.0,73.6,3.571,2.671,22.374,40.057,30.05,17.228,2.848,14.38,3.7302,2.7429,0.9874,0.2173,0.0673,5.22,1.8
