Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4469509,-,-,-,24.96,-78.05,-5,9,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Solar Zenith Angle,Wind Direction,Wind Speed
2020,1,1,0,0,24,0,0,0,0,0,0,0,0,176,26,3.4000000000000004
2020,1,1,1,0,23.8,0,0,0,0,0,0,0,0,169.64000000000001,27,3.1
2020,1,1,2,0,23.700000000000003,0,0,0,0,0,0,0,0,156.08,28,3
2020,1,1,3,0,23.5,0,0,0,0,0,0,0,0,142.51,31,2.9000000000000004
2020,1,1,4,0,23.400000000000002,0,0,0,0,0,0,0,0,129.05,31,2.9000000000000004
2020,1,1,5,0,23.3,0,0,0,0,0,0,0,0,115.78,32,2.8000000000000003
2020,1,1,6,0,23.200000000000003,0,0,0,0,0,0,0,0,102.8,31,2.8000000000000003
2020,1,1,7,0,23.400000000000002,0,0,0,0,0,0,0,0,89.74,28,2.9000000000000004
2020,1,1,8,0,23.8,54,514,158,0,54,514,0,158,78.26,29,3.2
2020,1,1,9,0,24.1,74,728,353,0,74,728,0,353,67.4,36,3.1
2020,1,1,10,0,24.5,79,840,522,0,79,840,0,522,58.13,37,3.1
2020,1,1,11,0,24.700000000000003,83,888,638,3,258,5,0,261,51.33,31,3
2020,1,1,12,0,24.8,84,909,691,0,84,909,0,691,48.1,25,3
2020,1,1,13,0,24.900000000000002,79,914,677,0,79,914,0,677,49.13,22,3
2020,1,1,14,0,24.900000000000002,75,890,595,0,75,890,0,595,54.2,23,3
2020,1,1,15,0,24.900000000000002,67,834,455,0,67,834,0,455,62.31,29,2.9000000000000004
2020,1,1,16,0,24.700000000000003,54,719,271,0,54,719,0,271,72.44,36,2.9000000000000004
2020,1,1,17,0,24.200000000000003,30,427,76,0,30,427,0,76,83.79,43,2.7
2020,1,1,18,0,23.900000000000002,0,0,0,0,0,0,0,0,96.17,51,2.8000000000000003
2020,1,1,19,0,23.700000000000003,0,0,0,0,0,0,0,0,108.96000000000001,57,3
2020,1,1,20,0,23.6,0,0,0,0,0,0,0,0,122.10000000000001,60,3.2
2020,1,1,21,0,23.5,0,0,0,0,0,0,0,0,135.47,60,3.3000000000000003
2020,1,1,22,0,23.400000000000002,0,0,0,0,0,0,0,0,148.99,59,3.4000000000000004
2020,1,1,23,0,23.200000000000003,0,0,0,0,0,0,0,0,162.58,59,3.6
2020,1,2,0,0,23.1,0,0,0,0,0,0,0,0,175.86,61,3.8000000000000003
2020,1,2,1,0,23.1,0,0,0,0,0,0,0,0,169.73,65,4
2020,1,2,2,0,23,0,0,0,0,0,0,0,0,156.17000000000002,68,4.1000000000000005
2020,1,2,3,0,23,0,0,0,0,0,0,0,0,142.6,70,4.1000000000000005
2020,1,2,4,0,23,0,0,0,0,0,0,0,0,129.14000000000001,73,4.2
2020,1,2,5,0,23,0,0,0,0,0,0,0,0,115.86,78,4.2
2020,1,2,6,0,23.1,0,0,0,0,0,0,0,0,102.87,84,4.1000000000000005
2020,1,2,7,0,23.5,0,0,0,0,0,0,0,0,89.79,91,4.2
2020,1,2,8,0,24.200000000000003,48,569,164,0,48,569,0,164,78.3,98,4.800000000000001
2020,1,2,9,0,24.6,68,759,360,0,68,759,0,360,67.42,104,4.9
2020,1,2,10,0,25,79,847,527,0,79,847,0,527,58.120000000000005,109,4.800000000000001
2020,1,2,11,0,25.400000000000002,85,890,642,0,85,890,0,642,51.29,113,4.4
2020,1,2,12,0,25.700000000000003,88,907,694,0,88,907,0,694,48.02,115,4
2020,1,2,13,0,25.8,85,907,679,0,85,907,0,679,49.03,113,3.7
2020,1,2,14,0,25.900000000000002,81,876,595,0,81,876,0,595,54.07,108,3.5
2020,1,2,15,0,25.900000000000002,74,814,454,0,74,814,0,454,62.17,104,3.5
2020,1,2,16,0,25.6,60,690,270,0,60,690,0,270,72.3,101,3.8000000000000003
2020,1,2,17,0,25,33,390,76,0,33,390,0,76,83.65,101,3.9000000000000004
2020,1,2,18,0,24.6,0,0,0,3,0,0,0,0,96.04,104,4.3
2020,1,2,19,0,24.400000000000002,0,0,0,0,0,0,0,0,108.83,108,4.7
2020,1,2,20,0,24.3,0,0,0,0,0,0,0,0,121.97,113,4.9
2020,1,2,21,0,24.200000000000003,0,0,0,0,0,0,0,0,135.35,118,5
2020,1,2,22,0,24.1,0,0,0,0,0,0,0,0,148.87,123,5
2020,1,2,23,0,24.1,0,0,0,0,0,0,0,0,162.45000000000002,127,5
2020,1,3,0,0,24,0,0,0,0,0,0,0,0,175.72,130,4.9
2020,1,3,1,0,24,0,0,0,0,0,0,0,0,169.81,131,4.9
2020,1,3,2,0,23.900000000000002,0,0,0,0,0,0,0,0,156.26,131,4.9
2020,1,3,3,0,23.8,0,0,0,3,0,0,0,0,142.69,132,5
