Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4469509,-,-,-,24.96,-78.05,-5,9,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Solar Zenith Angle,Wind Direction,Wind Speed
2021,1,1,0,0,23.700000000000003,0,0,0,0,0,0,0,0,175.9,115,7.1000000000000005
2021,1,1,1,0,23.700000000000003,0,0,0,0,0,0,0,0,169.70000000000002,115,7
2021,1,1,2,0,23.6,0,0,0,0,0,0,0,0,156.14000000000001,114,6.800000000000001
2021,1,1,3,0,23.5,0,0,0,0,0,0,0,0,142.58,114,6.6000000000000005
2021,1,1,4,0,23.5,0,0,0,0,0,0,0,0,129.12,113,6.4
2021,1,1,5,0,23.5,0,0,0,0,0,0,0,0,115.84,113,6.4
2021,1,1,6,0,23.6,0,0,0,0,0,0,0,0,102.85000000000001,113,6.5
2021,1,1,7,0,23.900000000000002,0,0,0,0,0,0,0,0,89.77,114,6.6000000000000005
2021,1,1,8,0,24.400000000000002,56,511,160,0,56,511,0,160,78.29,115,7
2021,1,1,9,0,24.8,78,726,357,0,78,726,0,357,67.42,116,7.4
2021,1,1,10,0,25.1,80,853,530,0,80,853,0,530,58.120000000000005,118,7.6000000000000005
2021,1,1,11,0,25.3,86,896,647,0,86,896,0,647,51.300000000000004,122,7.5
2021,1,1,12,0,25.400000000000002,91,907,697,0,91,907,0,697,48.04,125,7.300000000000001
2021,1,1,13,0,25.400000000000002,86,911,683,0,86,911,0,683,49.050000000000004,127,7
2021,1,1,14,0,25.400000000000002,85,876,598,0,85,876,0,598,54.1,129,6.7
2021,1,1,15,0,25.3,79,806,455,1,79,806,0,455,62.21,129,6.300000000000001
2021,1,1,16,0,25,66,666,268,0,66,666,0,268,72.33,127,5.800000000000001
2021,1,1,17,0,24.5,36,343,74,0,36,343,0,74,83.69,123,5
2021,1,1,18,0,24.1,0,0,0,0,0,0,0,0,96.07000000000001,119,4.5
2021,1,1,19,0,24,0,0,0,0,0,0,0,0,108.86,115,4.2
2021,1,1,20,0,23.900000000000002,0,0,0,0,0,0,0,0,122,112,4.1000000000000005
2021,1,1,21,0,23.8,0,0,0,1,0,0,0,0,135.38,110,4.2
2021,1,1,22,0,23.700000000000003,0,0,0,0,0,0,0,0,148.9,111,4.5
2021,1,1,23,0,23.8,0,0,0,3,0,0,0,0,162.49,113,5
2021,1,2,0,0,23.900000000000002,0,0,0,0,0,0,0,0,175.76,116,5.9
2021,1,2,1,0,23.900000000000002,0,0,0,0,0,0,0,0,169.79,117,6.1000000000000005
2021,1,2,2,0,23.700000000000003,0,0,0,0,0,0,0,0,156.23,118,6
2021,1,2,3,0,23.6,0,0,0,0,0,0,0,0,142.66,119,6
2021,1,2,4,0,23.5,0,0,0,0,0,0,0,0,129.2,122,6
2021,1,2,5,0,23.5,0,0,0,0,0,0,0,0,115.92,126,6.1000000000000005
2021,1,2,6,0,23.5,0,0,0,0,0,0,0,0,102.91,130,6.2
2021,1,2,7,0,23.900000000000002,0,0,0,0,0,0,0,0,89.82000000000001,134,6.300000000000001
2021,1,2,8,0,24.6,51,584,169,0,51,584,0,169,78.33,137,6.6000000000000005
2021,1,2,9,0,25,72,776,370,0,72,776,0,370,67.44,140,6.7
2021,1,2,10,0,25.200000000000003,84,862,540,0,84,862,0,540,58.11,142,6.4
2021,1,2,11,0,25.3,91,906,658,0,91,906,0,658,51.26,145,5.9
2021,1,2,12,0,25.400000000000002,96,917,710,1,96,917,0,710,47.96,147,5.300000000000001
2021,1,2,13,0,25.400000000000002,95,908,692,1,95,908,0,692,48.94,149,4.6000000000000005
2021,1,2,14,0,25.400000000000002,90,882,608,3,312,59,0,346,53.97,150,4
2021,1,2,15,0,25.200000000000003,81,816,463,1,81,816,0,463,62.07,150,3.6
2021,1,2,16,0,25,65,688,276,0,65,688,0,276,72.19,145,3.2
2021,1,2,17,0,24.400000000000002,36,375,78,0,36,375,0,78,83.55,137,3
2021,1,2,18,0,24.1,0,0,0,0,0,0,0,0,95.94,130,3.4000000000000004
2021,1,2,19,0,23.900000000000002,0,0,0,3,0,0,0,0,108.73,126,3.5
2021,1,2,20,0,23.700000000000003,0,0,0,1,0,0,0,0,121.88,123,3.3000000000000003
2021,1,2,21,0,23.700000000000003,0,0,0,0,0,0,0,0,135.25,123,3.3000000000000003
2021,1,2,22,0,23.6,0,0,0,0,0,0,0,0,148.78,127,3.5
2021,1,2,23,0,23.5,0,0,0,0,0,0,0,0,162.36,131,3.8000000000000003
2021,1,3,0,0,23.400000000000002,0,0,0,0,0,0,0,0,175.62,136,3.8000000000000003
2021,1,3,1,0,23.400000000000002,0,0,0,0,0,0,0,0,169.87,140,3.5
2021,1,3,2,0,23.3,0,0,0,0,0,0,0,0,156.32,145,3.1
2021,1,3,3,0,23.200000000000003,0,0,0,0,0,0,0,0,142.75,150,2.9000000000000004
2021,1,3,4,0,23.1,0,0,0,0,0,0,0,0,129.28,154,3
2021,1,3,5,0,23.1,0,0,0,0,0,0,0,0,115.99000000000001,159,3
2021,1,3,6,0,23,0,0,0,0,0,0,0,0,102.97,163,3
2021,1,3,7,0,23.3,0,0,0,3,0,0,7,0,89.86,166,3.2
2021,1,3,8,0,24.1,46,615,170,0,46,615,0,170,78.36,168,3.8000000000000003
