Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,4469509,-,-,-,24.96,-78.05,-5,9,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Solar Zenith Angle,Wind Direction,Wind Speed
2018,1,1,0,0,21.700000000000003,0,0,0,0,0,0,0,0,175.93,39,2.4000000000000004
2018,1,1,1,0,21.700000000000003,0,0,0,0,0,0,0,0,169.68,37,2.4000000000000004
2018,1,1,2,0,21.700000000000003,0,0,0,0,0,0,0,0,156.12,36,2.2
2018,1,1,3,0,21.6,0,0,0,0,0,0,0,0,142.56,40,2.2
2018,1,1,4,0,21.6,0,0,0,7,0,0,0,0,129.1,59,2
2018,1,1,5,0,21.6,0,0,0,0,0,0,0,0,115.82000000000001,84,1.6
2018,1,1,6,0,21.6,0,0,0,1,0,0,0,0,102.83,104,1.3
2018,1,1,7,0,21.8,0,0,0,0,0,0,0,0,89.76,120,1.2000000000000002
2018,1,1,8,0,22.200000000000003,47,581,165,0,47,581,0,165,78.28,138,1.6
2018,1,1,9,0,22.6,67,774,364,0,67,774,0,364,67.41,159,2
2018,1,1,10,0,23.1,77,863,533,0,77,863,0,533,58.120000000000005,176,2.1
2018,1,1,11,0,23.5,83,905,649,0,83,905,0,649,51.31,190,2.1
2018,1,1,12,0,23.8,86,921,702,2,347,77,0,398,48.06,198,2.2
2018,1,1,13,0,24,85,916,686,0,85,916,0,686,49.08,208,2.1
2018,1,1,14,0,24.1,82,888,602,7,230,325,0,420,54.13,215,2
2018,1,1,15,0,24.1,74,826,459,1,74,826,0,459,62.24,218,1.8
2018,1,1,16,0,23.8,60,699,272,0,60,699,0,272,72.37,226,1.4000000000000001
2018,1,1,17,0,23.3,32,403,76,7,52,20,7,54,83.72,233,1.2000000000000002
2018,1,1,18,0,23,0,0,0,7,0,0,0,0,96.10000000000001,238,1.3
2018,1,1,19,0,22.8,0,0,0,3,0,0,0,0,108.89,241,1.3
2018,1,1,20,0,22.6,0,0,0,7,0,0,0,0,122.03,241,1.3
2018,1,1,21,0,22.400000000000002,0,0,0,7,0,0,0,0,135.41,240,1.5
2018,1,1,22,0,22.200000000000003,0,0,0,8,0,0,0,0,148.93,242,1.7000000000000002
2018,1,1,23,0,22,0,0,0,7,0,0,0,0,162.51,253,1.5
2018,1,2,0,0,21.900000000000002,0,0,0,7,0,0,0,0,175.79,266,1.5
2018,1,2,1,0,21.700000000000003,0,0,0,7,0,0,0,0,169.77,275,1.5
2018,1,2,2,0,21.700000000000003,0,0,0,0,0,0,0,0,156.21,284,1.6
2018,1,2,3,0,21.6,0,0,0,3,0,0,0,0,142.65,293,1.8
